year,table,age,lx,Lx
2024,nh_white,31,98211.125,98148.1171875
2024,nh_white,32,98085.109375,98017.65625
2024,nh_white,33,97950.203125,97878.421875
2024,nh_white,34,97806.6484375,97730.515625
2024,nh_white,35,97654.3828125,97573.7578125
2024,nh_white,36,97493.1328125,97407.7578125
2024,nh_white,37,97322.3828125,97231.90625
2024,nh_white,38,97141.4375,97045.515625
2024,nh_white,39,96949.59375,96847.96875
2024,nh_white,40,96746.34375,96638.3203125
2024,nh_white,41,96530.296875,96415.703125
2024,nh_white,42,96301.109375,96180.6875
2024,nh_white,43,96060.265625,95934.984375
2024,nh_white,44,95809.6953125,95679.78125
2024,nh_white,45,95549.859375,95414.578125
2024,nh_white,46,95279.2890625,95136.8828125
2024,nh_white,47,94994.4765625,94842.953125
2024,nh_white,48,94691.4375,94528.765625
2024,nh_white,49,94366.0859375,94190.8125
2024,nh_white,50,94015.546875,93826.28125
2024,nh_white,51,93637.0078125,93432.859375
2024,nh_white,52,93228.703125,93009.4375
2024,nh_white,53,92790.1796875,92555.5
2024,nh_white,54,92320.8203125,92069.59375
2024,nh_white,55,91818.359375,91550.21875
2024,nh_white,56,91282.0703125,90994.8203125
2024,nh_white,57,90707.5703125,90396.5
2024,nh_white,58,90085.4375,89745.765625
2024,nh_white,59,89406.1015625,89035.6953125
2024,nh_white,60,88665.2890625,88264.5703125
2024,nh_white,61,87863.8515625,87434.625
2024,nh_white,62,87005.390625,86548.8046875
2024,nh_white,63,86092.21875,85608.7578125
2024,nh_white,64,85125.296875,84614.3125
2024,nh_white,65,84103.3359375,83563.1328125
2024,nh_white,66,83022.9296875,82447.140625
2024,nh_white,67,81871.359375,81264.09375
2024,nh_white,68,80656.828125,80015.1875
2024,nh_white,69,79373.546875,78696.609375
2024,nh_white,70,78019.6640625,77308.703125
2024,nh_white,71,76597.7421875,75846.125
2024,nh_white,72,75094.5078125,74292.5859375
2024,nh_white,73,73490.6640625,72636.125
2024,nh_white,74,71781.59375,70862.53125
2024,nh_white,75,69943.46875,68956.9609375
2024,nh_white,76,67970.453125,66909.8203125
2024,nh_white,77,65849.1875,64740.6640625
2024,nh_white,78,63632.14453125,62405.453125
2024,nh_white,79,61178.7578125,59885.265625
2024,nh_white,80,58591.7734375,57198.23828125
2024,nh_white,81,55804.703125,54334.66015625
2024,nh_white,82,52864.6171875,51293.171875
2024,nh_white,83,49721.7265625,48084.3828125
2024,nh_white,84,46447.0390625,44736.8515625
2024,nh_white,85,43026.66015625,41293.1171875
2024,nh_white,86,39559.57421875,37761.8515625
2024,nh_white,87,35964.125,34124.87890625
2024,nh_white,88,32285.6328125,30432.09375
2024,nh_white,89,28578.552734375,26741.701171875
2024,nh_white,90,24904.849609375,23118.078125
2024,nh_white,91,21331.3046875,19628.537109375
2024,nh_white,92,17925.76953125,16339.197265625
2024,nh_white,93,14752.6259765625,13310.244140625
2024,nh_white,94,11867.8623046875,10591.140625
2024,nh_white,95,9314.419921875,8216.470703125
2024,nh_white,96,7118.5224609375,6203.08935546875
2024,nh_white,97,5287.65625,4549.1591796875
2024,nh_white,98,3810.661865234375,3235.328125
2024,nh_white,99,2659.99462890625,2227.89599609375
2024,nh_white,100,1795.79736328125,3823.99365234375
2024,nh_white_male,0,100000.0,99588.8515625
2024,nh_white_male,1,99527.4140625,99506.3203125
2024,nh_white_male,2,99485.2265625,99473.1171875
2024,nh_white_male,3,99461.0078125,99449.5625
2024,nh_white_male,4,99438.1171875,99429.953125
2024,nh_white_male,5,99421.796875,99415.0
2024,nh_white_male,6,99408.203125,99402.109375
2024,nh_white_male,7,99396.0078125,99390.375
2024,nh_white_male,8,99384.7421875,99379.53125
2024,nh_white_male,9,99374.328125,99369.484375
2024,nh_white_male,10,99364.6328125,99359.8203125
2024,nh_white_male,11,99355.0078125,99349.453125
2024,nh_white_male,12,99343.8984375,99336.3125
2024,nh_white_male,13,99328.7265625,99317.609375
2024,nh_white_male,14,99306.484375,99290.828125
2024,nh_white_male,15,99275.171875,99254.6171875
2024,nh_white_male,16,99234.0625,99208.7890625
2024,nh_white_male,17,99183.515625,99153.828125
2024,nh_white_male,18,99124.1328125,99090.5
2024,nh_white_male,19,99056.8671875,99019.609375
2024,nh_white_male,20,98982.359375,98941.25
2024,nh_white_male,21,98900.140625,98855.0390625
2024,nh_white_male,22,98809.9375,98761.328125
2024,nh_white_male,23,98712.71875,98661.2265625
2024,nh_white_male,24,98609.734375,98555.703125
2024,nh_white_male,25,98501.6640625,98445.1875
2024,nh_white_male,26,98388.703125,98329.3359375
2024,nh_white_male,27,98269.96875,98206.875
2024,nh_white_male,28,98143.78125,98075.9296875
2024,nh_white_male,29,98008.078125,97934.8359375
2024,nh_white_male,30,97861.59375,97782.84375
2024,nh_white_male,31,97704.1015625,97620.03125
2024,nh_white_male,32,97535.96875,97446.640625
2024,nh_white_male,33,97357.3125,97262.75
2024,nh_white_male,34,97168.1875,97068.28125
2024,nh_white_male,35,96968.375,96862.9765625
2024,nh_white_male,36,96757.578125,96646.453125
2024,nh_white_male,37,96535.3359375,96418.1796875
2024,nh_white_male,38,96301.0234375,96177.546875
2024,nh_white_male,39,96054.0625,95924.0859375
2024,nh_white_male,40,95794.109375,95656.828125
2024,nh_white_male,41,95519.5546875,95374.8203125
2024,nh_white_male,42,95230.0859375,95078.96875
2024,nh_white_male,43,94927.84375,94771.6875
2024,nh_white_male,44,94615.5390625,94454.796875
2024,nh_white_male,45,94294.046875,94127.96875
2024,nh_white_male,46,93961.8828125,93788.34375
2024,nh_white_male,47,93614.8046875,93431.1875
2024,nh_white_male,48,93247.5703125,93051.0625
2024,nh_white_male,49,92854.5625,92643.203125
2024,nh_white_male,50,92431.8515625,92204.0078125
2024,nh_white_male,51,91976.1640625,91730.890625
2024,nh_white_male,52,91485.625,91222.59375
2024,nh_white_male,53,90959.5703125,90678.3203125
2024,nh_white_male,54,90397.0703125,90096.1953125
2024,nh_white_male,55,89795.3203125,89474.53125
2024,nh_white_male,56,89153.75,88810.59375
2024,nh_white_male,57,88467.4453125,88096.25
2024,nh_white_male,58,87725.0625,87320.03125
2024,nh_white_male,59,86914.9921875,86473.6328125
2024,nh_white_male,60,86032.2734375,85555.28125
2024,nh_white_male,61,85078.28125,84568.25
2024,nh_white_male,62,84058.21875,83517.25
2024,nh_white_male,63,82976.2890625,82405.84375
2024,nh_white_male,64,81835.3984375,81235.484375
2024,nh_white_male,65,80635.5625,80005.015625
2024,nh_white_male,66,79374.4609375,78705.109375
2024,nh_white_male,67,78035.765625,77332.84375
2024,nh_white_male,68,76629.9296875,75889.625
2024,nh_white_male,69,75149.3125,74370.7890625
2024,nh_white_male,70,73592.265625,72778.3359375
2024,nh_white_male,71,71964.40625,71108.546875
2024,nh_white_male,72,70252.6875,69347.4296875
2024,nh_white_male,73,68442.171875,67486.1875
2024,nh_white_male,74,66530.2109375,65516.171875
2024,nh_white_male,75,64502.13671875,63424.5859375
2024,nh_white_male,76,62347.0390625,61204.6015625
2024,nh_white_male,77,60062.16015625,58881.06640625
2024,nh_white_male,78,57699.97265625,56409.109375
2024,nh_white_male,79,55118.2421875,53764.10546875
2024,nh_white_male,80,52409.96875,50963.765625
2024,nh_white_male,81,49517.56640625,48011.9453125
2024,nh_white_male,82,46506.328125,44906.13671875
2024,nh_white_male,83,43305.9453125,41665.01171875
2024,nh_white_male,84,40024.078125,38321.703125
2024,nh_white_male,85,36619.33203125,34905.2890625
2024,nh_white_male,86,33191.2421875,31495.755859375
2024,nh_white_male,87,29800.26953125,28082.912109375
2024,nh_white_male,88,26365.5546875,24656.4921875
2024,nh_white_male,89,22947.4296875,21279.70703125
2024,nh_white_male,90,19611.984375,18019.6171875
2024,nh_white_male,91,16427.248046875,14942.8203125
2024,nh_white_male,92,13458.3935546875,12110.4267578125
2024,nh_white_male,93,10762.4599609375,9572.873046875
2024,nh_white_male,94,8383.287109375,7365.39697265625
2024,nh_white_male,95,6347.5068359375,5504.93603515625
2024,nh_white_male,96,4662.365234375,3989.128173828125
2024,nh_white_male,97,3315.89111328125,2797.6767578125
2024,nh_white_male,98,2279.46240234375,1895.8905029296875
2024,nh_white_male,99,1512.318603515625,1239.727294921875
2024,nh_white_male,100,967.1361083984375,1859.1146240234375
2024,nh_white_female,0,100000.0,99638.640625
2024,nh_white_female,1,99591.6875,99579.34375
2024,nh_white_female,2,99567.0078125,99557.609375
2024,nh_white_female,3,99548.21875,99541.96875
2024,nh_white_female,4,99535.7265625,99531.0546875
2024,nh_white_female,5,99526.3828125,99521.125
2024,nh_white_female,6,99515.8671875,99510.8828125
2024,nh_white_female,7,99505.8984375,99501.125
2024,nh_white_female,8,99496.34375,99491.7890625
2024,nh_white_female,9,99487.234375,99482.90625
2024,nh_white_female,10,99478.578125,99474.3671875
2024,nh_white_female,11,99470.15625,99465.75
2024,nh_white_female,12,99461.3515625,99456.21875
2024,nh_white_female,13,99451.09375,99444.59375
2024,nh_white_female,14,99438.1015625,99429.8203125
2024,nh_white_female,15,99421.5390625,99411.28125
2024,nh_white_female,16,99401.0234375,99388.890625
2024,nh_white_female,17,99376.765625,99363.03125
2024,nh_white_female,18,99349.296875,99334.34375
2024,nh_white_female,19,99319.3828125,99303.453125
2024,nh_white_female,20,99287.5234375,99270.484375
2024,nh_white_female,21,99253.4375,99235.1015625
2024,nh_white_female,22,99216.765625,99197.234375
2024,nh_white_female,23,99177.7109375,99157.125
2024,nh_white_female,24,99136.5390625,99114.875
2024,nh_white_female,25,99093.21875,99070.4921875
2024,nh_white_female,26,99047.765625,99023.625
2024,nh_white_female,27,98999.4765625,98973.125
2024,nh_white_female,28,98946.765625,98917.25
2024,nh_white_female,29,98887.734375,98854.4609375
2024,nh_white_female,30,98821.1875,98783.953125
2024,nh_white_female,31,98746.7109375,98705.6484375
2024,nh_white_female,32,98664.5859375,98619.890625
2024,nh_white_female,33,98575.1875,98527.0859375
2024,nh_white_female,34,98478.984375,98427.5390625
2024,nh_white_female,35,98376.09375,98321.1875
2024,nh_white_female,36,98266.2734375,98207.609375
2024,nh_white_female,37,98148.9453125,98086.1796875
2024,nh_white_female,38,98023.4140625,97956.1484375
2024,nh_white_female,39,97888.8828125,97816.8125
2024,nh_white_female,40,97744.7421875,97667.296875
2024,nh_white_female,41,97589.859375,97506.8515625
2024,nh_white_female,42,97423.84375,97335.6640625
2024,nh_white_female,43,97247.484375,97154.6484375
2024,nh_white_female,44,97061.8125,96964.3125
2024,nh_white_female,45,96866.8203125,96763.9140625
2024,nh_white_female,46,96661.0078125,96551.3359375
2024,nh_white_female,47,96441.6640625,96323.90625
2024,nh_white_female,48,96206.15625,96079.1328125
2024,nh_white_female,49,95952.109375,95814.96875
2024,nh_white_female,50,95677.828125,95529.421875
2024,nh_white_female,51,95381.0234375,95220.515625
2024,nh_white_female,52,95060.0078125,94887.2421875
2024,nh_white_female,53,94714.4765625,94529.2421875
2024,nh_white_female,54,94344.0078125,94145.3984375
2024,nh_white_female,55,93946.7890625,93734.3203125
2024,nh_white_female,56,93521.8515625,93293.6015625
2024,nh_white_female,57,93065.3515625,92817.578125
2024,nh_white_female,58,92569.8125,92298.75
2024,nh_white_female,59,92027.6953125,91731.546875
2024,nh_white_female,60,91435.40625,91114.3359375
2024,nh_white_female,61,90793.265625,90448.2421875
2024,nh_white_female,62,90103.21875,89734.4453125
2024,nh_white_female,63,89365.671875,88972.625
2024,nh_white_female,64,88579.5859375,88160.9453125
2024,nh_white_female,65,87742.3046875,87295.8046875
2024,nh_white_female,66,86849.3046875,86369.828125
2024,nh_white_female,67,85890.3515625,85381.2109375
2024,nh_white_female,68,84872.0703125,84331.0859375
2024,nh_white_female,69,83790.1015625,83216.2265625
2024,nh_white_female,70,82642.3515625,82035.9296875
2024,nh_white_female,71,81429.5078125,80783.125
