outcome,outcome_label,taxonomy,period,group,n_obs,mean,se_mean
employed,employed (EMPSTAT 10 or 12),region_gen_union,all,Other|2nd_gen_all,1553.0,0.767255400266749,0.013769189113013666
employed,employed (EMPSTAT 10 or 12),region_gen_union,all,US outlying|1st_foreign_born,22114.0,0.6179665349492446,0.004205466739135954
employed,employed (EMPSTAT 10 or 12),region_gen_union,all,US outlying|2nd_gen_all,14662.0,0.6975315168483847,0.004319640544392653
employed,employed (EMPSTAT 10 or 12),region_gen_union,all,3rd+_NH_white,1683418.0,0.7681539308783322,0.00045137477615526597
employed,employed (EMPSTAT 10 or 12),region_gen_union,all,3rd+_Mexican_selfid,76779.0,0.7297338356058701,0.002042383634304942
employed,employed (EMPSTAT 10 or 12),region_gen_union,all,3rd+_other,382713.0,0.6791882835269636,0.0010525670425865202
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,Mexico|1st_foreign_born,42104.0,0.6810194809652809,0.0024360080161702877
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,Mexico|2nd_father_foreign,3006.0,0.7083824492016078,0.00914838712898996
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,Mexico|2nd_mother_foreign,2093.0,0.7648849656562096,0.010824821344215295
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,Mexico|2nd_both_foreign,5483.0,0.7378859887837638,0.0068157660430843686
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,Central America|1st_foreign_born,11373.0,0.7486437021883994,0.004604088320388511
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,Central America|2nd_father_foreign,534.0,0.7722306151389756,0.02095046972859516
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,Central America|2nd_mother_foreign,678.0,0.7770077843628732,0.018867897463684998
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,Central America|2nd_both_foreign,462.0,0.7762629902800928,0.022414160034560825
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,Caribbean|1st_foreign_born,13903.0,0.7090922120819729,0.004662357038527781
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,Caribbean|2nd_father_foreign,445.0,0.7674175552975218,0.026155465484627497
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,Caribbean|2nd_mother_foreign,314.0,0.7962799456860253,0.02569729180773137
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,Caribbean|2nd_both_foreign,1535.0,0.7826997574478316,0.012399448123283339
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,South America|1st_foreign_born,9768.0,0.7536796116270976,0.0051157715884941135
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,South America|2nd_father_foreign,227.0,0.7998451904750337,0.028724427672643115
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,South America|2nd_mother_foreign,203.0,0.8190061128773541,0.030934055317717663
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,South America|2nd_both_foreign,733.0,0.8245139905157176,0.017853361453644054
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,Europe|1st_foreign_born,18681.0,0.7406158408322415,0.004029068859483533
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,Europe|2nd_father_foreign,8703.0,0.7378270152969285,0.005448999608012443
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,Europe|2nd_mother_foreign,7430.0,0.7892754433458034,0.005555289807994928
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,Europe|2nd_both_foreign,8414.0,0.7361198489379651,0.005792762470609881
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,Asia|1st_foreign_born,32945.0,0.7327409455301473,0.0028403293276116418
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,Asia|2nd_father_foreign,1243.0,0.8019084335172971,0.012345587755584126
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,Asia|2nd_mother_foreign,1178.0,0.818885734948847,0.014112346120598088
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,Asia|2nd_both_foreign,2323.0,0.7838972990696862,0.010365282100253817
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,Africa|1st_foreign_born,2640.0,0.7733316220579521,0.010080631425361213
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,Canada|1st_foreign_born,3435.0,0.7598725236036128,0.009068456510325269
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,Canada|2nd_father_foreign,2437.0,0.7864057675253235,0.011087271772851438
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,Canada|2nd_mother_foreign,2934.0,0.7834992449539627,0.008575078669587588
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,Canada|2nd_both_foreign,1272.0,0.7517151856513546,0.01540951077654081
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,Other|1st_foreign_born,879.0,0.7414522252295163,0.01699090654562221
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,Other|2nd_mother_foreign,141.0,0.8700768271823267,0.032069387551741095
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,US outlying|1st_foreign_born,8400.0,0.6093032250408115,0.006637816051823356
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,US outlying|2nd_father_foreign,732.0,0.7485842179906391,0.017941862151783085
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,US outlying|2nd_mother_foreign,449.0,0.7473074188190774,0.02402136483060508
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,US outlying|2nd_both_foreign,3537.0,0.6839878454560022,0.008547714014821434
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,3rd+_NH_white,585870.0,0.7847643329031907,0.0006290357255364992
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,3rd+_Mexican_selfid,20827.0,0.7444124447747554,0.003680553363624425
employed,employed (EMPSTAT 10 or 12),region_gen_detail,1994-2004,3rd+_other,113915.0,0.695054705348572,0.0018451436091218426
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,Mexico|1st_foreign_born,60678.0,0.6805825780382653,0.002094286920102845
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,Mexico|2nd_father_foreign,3477.0,0.7265029671342513,0.008567401830144726
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,Mexico|2nd_mother_foreign,2372.0,0.7335696881939759,0.010996183028021226
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,Mexico|2nd_both_foreign,9762.0,0.7452859151397955,0.004909580902049893
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,Central America|1st_foreign_born,15993.0,0.7470140762576732,0.004340425480348977
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,Central America|2nd_father_foreign,298.0,0.7651878437835103,0.027128271819566757
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,Central America|2nd_mother_foreign,351.0,0.7832537147609974,0.025606843946610287
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,Central America|2nd_both_foreign,1077.0,0.7816754277308289,0.015366735510477536
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,Caribbean|1st_foreign_born,14929.0,0.7190525120874561,0.004137937896669458
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,Caribbean|2nd_father_foreign,623.0,0.753945820384064,0.02211974239742328
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,Caribbean|2nd_mother_foreign,471.0,0.7392404635464888,0.025382359055602474
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,Caribbean|2nd_both_foreign,2549.0,0.7453701971814504,0.010249062481807767
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,South America|1st_foreign_born,12624.0,0.7614632578141025,0.004543228176766408
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,South America|2nd_father_foreign,324.0,0.7986726078320712,0.02501455097151931
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,South America|2nd_mother_foreign,421.0,0.8070515097939631,0.019552436767296733
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,South America|2nd_both_foreign,1206.0,0.7721368257229385,0.015609971669363697
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,Europe|1st_foreign_born,18966.0,0.7393807964645609,0.003937440359653585
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,Europe|2nd_father_foreign,6575.0,0.7650459469878306,0.006045907660850557
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,Europe|2nd_mother_foreign,6955.0,0.7726807101385641,0.006433356405860473
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,Europe|2nd_both_foreign,5897.0,0.7598718914397529,0.006927635846934381
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,Asia|1st_foreign_born,51297.0,0.7292204209430025,0.0023098261531641524
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,Asia|2nd_father_foreign,1750.0,0.753183217002193,0.012654531542116758
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,Asia|2nd_mother_foreign,2414.0,0.7764598552742891,0.011553128936466034
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,Asia|2nd_both_foreign,6031.0,0.767158107325608,0.006416631161016078
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,Africa|1st_foreign_born,7417.0,0.7391232521313356,0.006367659243524914
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,Africa|2nd_father_foreign,322.0,0.7180957856278204,0.030367686909742366
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,Africa|2nd_mother_foreign,194.0,0.8107050903632829,0.03189351206299244
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,Africa|2nd_both_foreign,439.0,0.792273833699661,0.021994314619423187
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,Canada|1st_foreign_born,3463.0,0.7584511473778566,0.009478469348562484
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,Canada|2nd_father_foreign,1918.0,0.7195345376769922,0.013737126154814802
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,Canada|2nd_mother_foreign,2417.0,0.7495900539713511,0.012547056948048392
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,Canada|2nd_both_foreign,873.0,0.7681969680423438,0.020713292456646187
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,Other|1st_foreign_born,1678.0,0.7264963515513997,0.014307974207418583
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,Other|2nd_father_foreign,167.0,0.7558155562673647,0.03441519096238721
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,Other|2nd_mother_foreign,236.0,0.776101834629444,0.03431807313163326
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,Other|2nd_both_foreign,191.0,0.702489371721294,0.0484303053647801
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,US outlying|1st_foreign_born,7649.0,0.5958624423623873,0.007544597781113714
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,US outlying|2nd_father_foreign,1099.0,0.6707622684314971,0.02002532137825582
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,US outlying|2nd_mother_foreign,578.0,0.6914724277192849,0.02533400104340266
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,US outlying|2nd_both_foreign,3677.0,0.6957007771812874,0.007737528112162053
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,3rd+_NH_white,600798.0,0.7533484633266615,0.0007537882738798737
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,3rd+_Mexican_selfid,26359.0,0.7097102229436907,0.003374144072308146
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2005-2014,3rd+_other,138531.0,0.6555956412317621,0.0016795985241310157
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2015-2025,Mexico|1st_foreign_born,59003.0,0.7094382656925429,0.002132517622358726
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2015-2025,Mexico|2nd_father_foreign,4077.0,0.7411037970811478,0.00896134528330656
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2015-2025,Mexico|2nd_mother_foreign,2847.0,0.7314150417044151,0.0096349357739348
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2015-2025,Mexico|2nd_both_foreign,17066.0,0.7701817767271028,0.0038792522015150006
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2015-2025,Central America|1st_foreign_born,17502.0,0.7481738487613947,0.003899924617377899
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2015-2025,Central America|2nd_father_foreign,442.0,0.7611017716880689,0.023493708098826557
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2015-2025,Central America|2nd_mother_foreign,511.0,0.7788370287263365,0.023345060375007037
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2015-2025,Central America|2nd_both_foreign,2409.0,0.7870866753024941,0.009843456098198634
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2015-2025,Caribbean|1st_foreign_born,15222.0,0.7473368798588294,0.004325459950691866
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2015-2025,Caribbean|2nd_father_foreign,863.0,0.7948320310215709,0.015225396914585507
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2015-2025,Caribbean|2nd_mother_foreign,654.0,0.7989760484434388,0.019313287091106596
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2015-2025,Caribbean|2nd_both_foreign,3655.0,0.7753297937935518,0.00856073216852574
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2015-2025,South America|1st_foreign_born,13993.0,0.7706858091930934,0.004366238626476628
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2015-2025,South America|2nd_father_foreign,502.0,0.8196918076380302,0.020795175359126124
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2015-2025,South America|2nd_mother_foreign,650.0,0.8128980414866789,0.01897097477942575
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2015-2025,South America|2nd_both_foreign,1852.0,0.8220619978087043,0.010885527791532118
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2015-2025,Europe|1st_foreign_born,15925.0,0.7764074110294789,0.0040661654198147525
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2015-2025,Europe|2nd_father_foreign,4568.0,0.8013363791343416,0.0069137739475259846
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2015-2025,Europe|2nd_mother_foreign,5169.0,0.7811767324881058,0.007368306262759794
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2015-2025,Europe|2nd_both_foreign,4292.0,0.7981040046377934,0.00673492161939333
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2015-2025,Asia|1st_foreign_born,55940.0,0.7410126414296839,0.0020576006424150267
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2015-2025,Asia|2nd_father_foreign,1886.0,0.820580528078668,0.011000974574842073
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2015-2025,Asia|2nd_mother_foreign,2862.0,0.8251201118374544,0.008970604798282976
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2015-2025,Asia|2nd_both_foreign,10255.0,0.8127741330640081,0.004702739979038562
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2015-2025,Africa|1st_foreign_born,9286.0,0.7716918027191304,0.005209236535639436
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2015-2025,Africa|2nd_father_foreign,451.0,0.8075064352800043,0.02212128860735395
employed,employed (EMPSTAT 10 or 12),region_gen_detail,2015-2025,Africa|2nd_mother_foreign,246.0,0.7993216573860862,0.030055980796091005
