spec,y,x,ctrl,n,coef,se,lo,hi
size,net_agi_top,asian_share,lpop,561,-0.006904377210671557,0.04731373320112823,-0.09963759025901989,0.08582883583767678
size+tax,net_agi_top,asian_share,lpop+tax_top1,561,-0.061198323114045904,0.041415945745231,-0.14237208516036354,0.019975438932271737
size+tax+rent,net_agi_top,asian_share,lpop+tax_top1+rent,561,-0.03934623860187735,0.056237366299294475,-0.1495694511338811,0.0708769739301264
size+tax+rent+coll+inc,net_agi_top,asian_share,lpop+tax_top1+rent+coll+hhinc,561,-0.0250494382816166,0.048456520197815815,-0.1200224726854733,0.0699235961222401
none,net_agi_top,cuban_share,none,487,-0.8858397708549232,0.08112200083279063,-1.044835970841021,-0.7268435708688252
size,net_agi_top,cuban_share,lpop,487,-1.0161490451663668,0.1025417899590077,-1.2171272603962928,-0.8151708299364409
size+tax,net_agi_top,cuban_share,lpop+tax_top1,487,-0.8280047823651284,0.10304805965805303,-1.0299752679716472,-0.6260342967586097
size+tax+rent,net_agi_top,cuban_share,lpop+tax_top1+rent,487,-0.7530869135891902,0.09958504497387628,-0.9482700151367893,-0.5579038120415911
size+tax+rent+coll+inc,net_agi_top,cuban_share,lpop+tax_top1+rent+coll+hhinc,487,-0.5581929566097086,0.10956406408519634,-0.7729345762165318,-0.3434513370028853
none,net_agi_top,tax_top1,none,561,0.3345890854759777,0.1122736274840092,0.11453681919365333,0.5546413517583021
size,net_agi_top,tax_top1,lpop,561,0.3194019248002226,0.12405179896775623,0.07626486660601736,0.5625389829944278
size+tax,net_agi_top,tax_top1,lpop,561,0.3194019248002226,0.12405179896775623,0.07626486660601736,0.5625389829944278
size+tax+rent,net_agi_top,tax_top1,lpop+rent,561,0.36961191662309334,0.14989206519068016,0.07582886728103033,0.6633949659651563
size+tax+rent+coll+inc,net_agi_top,tax_top1,lpop+rent+coll+hhinc,561,0.3744736575298965,0.10628313190562184,0.16616254683075773,0.5827847682290352
none,net_out_native_acs,mex_share,none,487,-0.010877913928359843,0.011338519166301962,-0.033101003132328805,0.011345175275609121
size,net_out_native_acs,mex_share,lpop,487,-0.01197946480132155,0.011356919020078309,-0.03423861705601296,0.010279687453369858
size+tax,net_out_native_acs,mex_share,lpop+tax_top1,487,-0.01060582062765131,0.007544871710741975,-0.025393497448680684,0.004181856193378065
size+tax+rent,net_out_native_acs,mex_share,lpop+tax_top1+rent,487,-0.013379408532830558,0.009461578042951457,-0.031923760733930384,0.005164943668269266
size+tax+rent+coll+inc,net_out_native_acs,mex_share,lpop+tax_top1+rent+coll+hhinc,487,-0.010722900267206067,0.010272038651733777,-0.030855726072407646,0.009409925537995512
none,net_out_native_acs,fb_share,none,561,0.027730092122361025,0.013350211707532013,0.001564157989613301,0.05389602625510875
size,net_out_native_acs,fb_share,lpop,561,0.03213994402748351,0.015357472082610747,0.0020398518519871116,0.06224003620297991
size+tax,net_out_native_acs,fb_share,lpop+tax_top1,561,0.023853020697793208,0.02046584538647334,-0.01625929917285976,0.06396534056844617
size+tax+rent,net_out_native_acs,fb_share,lpop+tax_top1+rent,561,-0.017566502412387663,0.02776577010605116,-0.07198641182326682,0.03685340699849149
size+tax+rent+coll+inc,net_out_native_acs,fb_share,lpop+tax_top1+rent+coll+hhinc,561,-0.023308648000389193,0.026141440499756596,-0.07454492988390887,0.027927633883130482
none,net_out_native_acs,asian_share,none,561,0.03869390978742758,0.017641230779048916,0.004117732817532221,0.07327008675732294
size,net_out_native_acs,asian_share,lpop,561,0.03843081161000655,0.01805675328243979,0.003040225498699159,0.07382139772131394
size+tax,net_out_native_acs,asian_share,lpop+tax_top1,561,0.03154264974112807,0.020711915500850876,-0.009051958691376524,0.07213725817363266
size+tax+rent,net_out_native_acs,asian_share,lpop+tax_top1+rent,561,0.013655192627210244,0.014742604689565399,-0.015239781602649242,0.04255016685706973
size+tax+rent+coll+inc,net_out_native_acs,asian_share,lpop+tax_top1+rent+coll+hhinc,561,-0.009242861991190057,0.025097269109839213,-0.058432605556784534,0.039946881574404416
none,net_out_native_acs,cuban_share,none,487,-0.09456224636103192,0.027532352751174598,-0.1485246661629864,-0.04059982655907743
size,net_out_native_acs,cuban_share,lpop,487,-0.10243517287029376,0.03639536985529167,-0.17376878699068019,-0.031101558749907332
size+tax,net_out_native_acs,cuban_share,lpop+tax_top1,487,-0.04479371791188076,0.029152625219278562,-0.10193181339646085,0.012344377572699315
size+tax+rent,net_out_native_acs,cuban_share,lpop+tax_top1+rent,487,-0.09830718480738343,0.05223844253054108,-0.20069265077570936,0.004078281160942485
size+tax+rent+coll+inc,net_out_native_acs,cuban_share,lpop+tax_top1+rent+coll+hhinc,487,0.002191875046536937,0.035117004136413714,-0.06663618830577804,0.07101993839885191
none,net_out_native_acs,tax_top1,none,561,0.0696372056279715,0.04984670627233898,-0.028060543413759714,0.16733495466970272
size,net_out_native_acs,tax_top1,lpop,561,0.06882983717385147,0.04666905199886248,-0.022639823936546025,0.16029949828424894
size+tax,net_out_native_acs,tax_top1,lpop,561,0.06882983717385147,0.04666905199886248,-0.022639823936546025,0.16029949828424894
size+tax+rent,net_out_native_acs,tax_top1,lpop+rent,561,0.03744465173256257,0.06242632289395659,-0.08490869282686059,0.1597979962919857
size+tax+rent+coll+inc,net_out_native_acs,tax_top1,lpop+rent+coll+hhinc,561,0.07336719632408902,0.03863423100711936,-0.002354505020265546,0.14908889766844358
none,net_out_hi_acs,mex_share,none,487,-0.0033358668820185292,0.00206620368971007,-0.0073855516985740395,0.0007138179345369811
size,net_out_hi_acs,mex_share,lpop,487,-0.002987544887228473,0.001835531500110186,-0.006585120519933216,0.0006100307454762698
size+tax,net_out_hi_acs,mex_share,lpop+tax_top1,487,-0.00258243398505739,0.001155278922657329,-0.004846739065563989,-0.0003181289045507906
size+tax+rent,net_out_hi_acs,mex_share,lpop+tax_top1+rent,487,-0.0027930957325775743,0.00131676424188018,-0.0053739062227929155,-0.00021228524236223314
size+tax+rent+coll+inc,net_out_hi_acs,mex_share,lpop+tax_top1+rent+coll+hhinc,487,-0.001374914649908523,0.0013434919819412868,-0.004008110548031782,0.001258281248214736
none,net_out_hi_acs,fb_share,none,561,0.0018149997291076851,0.003006916821326687,-0.004078448945200282,0.007708448403415652
size,net_out_hi_acs,fb_share,lpop,561,0.004350185113280235,0.0053205473130986175,-0.00607789599843441,0.01477826622499488
size+tax,net_out_hi_acs,fb_share,lpop+tax_top1,561,0.0009449470353754781,0.003926850680262728,-0.00675153887060608,0.008641432941357037
size+tax+rent,net_out_hi_acs,fb_share,lpop+tax_top1+rent,561,-0.004381478289747125,0.005743319549288088,-0.015638177758056593,0.0068752211785623445
size+tax+rent+coll+inc,net_out_hi_acs,fb_share,lpop+tax_top1+rent+coll+hhinc,561,-0.0017165324882927142,0.004738021454465112,-0.011002883897022416,0.007569818920436989
none,net_out_hi_acs,asian_share,none,561,-0.00012984362665257926,0.002215569889457512,-0.004472280815220692,0.004212593561915534
size,net_out_hi_acs,asian_share,lpop,561,0.00031009830671010433,0.003001680368345768,-0.005573087108348525,0.006193283721768733
size+tax,net_out_hi_acs,asian_share,lpop+tax_top1,561,-0.0032084064485604206,0.0028523142692804338,-0.008798839688939752,0.002382026791818911
size+tax+rent,net_out_hi_acs,asian_share,lpop+tax_top1+rent,561,-0.008327435190644963,0.006431757407083901,-0.02093344806582813,0.004278577684538206
size+tax+rent+coll+inc,net_out_hi_acs,asian_share,lpop+tax_top1+rent+coll+hhinc,561,-0.00184142089776832,0.003554734153605149,-0.008808571813448884,0.005125730017912245
none,net_out_hi_acs,cuban_share,none,487,-0.020954174999360402,0.004863068204086656,-0.03048561353373213,-0.011422736464988675
size,net_out_hi_acs,cuban_share,lpop,487,-0.01768438669559434,0.012175366638548861,-0.04154766680572061,0.006178893414531931
size+tax,net_out_hi_acs,cuban_share,lpop+tax_top1,487,0.00017983792970932642,0.016906361942854848,-0.03295602258788479,0.03331569844730344
size+tax+rent,net_out_hi_acs,cuban_share,lpop+tax_top1+rent,487,-0.0028357512159541375,0.01133680235303107,-0.025055475527743974,0.0193839730958357
size+tax+rent+coll+inc,net_out_hi_acs,cuban_share,lpop+tax_top1+rent+coll+hhinc,487,-0.007884851284035767,0.010611569630118362,-0.028683145578506777,0.012913443010435245
none,net_out_hi_acs,tax_top1,none,561,0.020030003642707076,0.011574556888793747,-0.0026557109963386456,0.0427157182817528
size,net_out_hi_acs,tax_top1,lpop,561,0.021179698325194788,0.01171950845689019,-0.001790116166822571,0.04414951281721215
size+tax,net_out_hi_acs,tax_top1,lpop,561,0.021179698325194788,0.01171950845689019,-0.001790116166822571,0.04414951281721215
size+tax+rent,net_out_hi_acs,tax_top1,lpop+rent,561,0.01853825332331062,0.009010374995752699,0.0008782428444350857,0.03619826380218615
size+tax+rent+coll+inc,net_out_hi_acs,tax_top1,lpop+rent+coll+hhinc,561,0.010027838317306933,0.008034366625101094,-0.005719230906481831,0.025774907541095696
+region,net_out_all,mex_share,lpop+tax_top1+rent+coll+hhinc+rg_NE+rg_S+rg_W,487,-0.00019134660934258443,0.009606831434201312,-0.01902039022592443,0.01863769700723926
+region,net_out_all,asian_share,lpop+tax_top1+rent+coll+hhinc+rg_NE+rg_S+rg_W,561,-0.004788194903976148,0.017413455094246535,-0.038917939735104885,0.029341549927152592
+region,net_out_all,cuban_share,lpop+tax_top1+rent+coll+hhinc+rg_NE+rg_S+rg_W,487,-0.10698198277524137,0.04275295137731402,-0.19077622770756897,-0.023187737842913794
+region,net_out_top,mex_share,lpop+tax_top1+rent+coll+hhinc+rg_NE+rg_S+rg_W,487,0.013657001144334713,0.021227321900952563,-0.027947785269770625,0.05526178755844005
+region,net_out_top,asian_share,lpop+tax_top1+rent+coll+hhinc+rg_NE+rg_S+rg_W,561,-0.03662477440737859,0.04222370278687276,-0.11938171116357271,0.046132162348815536
+region,net_out_top,cuban_share,lpop+tax_top1+rent+coll+hhinc+rg_NE+rg_S+rg_W,487,-0.449330196832587,0.10379610583701306,-0.6527668260086403,-0.24589356765653375
+region,net_agi,mex_share,lpop+tax_top1+rent+coll+hhinc+rg_NE+rg_S+rg_W,487,0.008686319767988396,0.015436971762742906,-0.021569588917349492,0.03894222845332629
+region,net_agi,asian_share,lpop+tax_top1+rent+coll+hhinc+rg_NE+rg_S+rg_W,561,-0.017166755729259645,0.0311135003676373,-0.07814809588280248,0.043814584424283196
+region,net_agi,cuban_share,lpop+tax_top1+rent+coll+hhinc+rg_NE+rg_S+rg_W,487,-0.35401711611470543,0.0685538646129701,-0.4883802217571617,-0.21965401047224914
+region,net_out_native_acs,mex_share,lpop+tax_top1+rent+coll+hhinc+rg_NE+rg_S+rg_W,487,-0.006633828306434313,0.01281682249683681,-0.03175433879647719,0.018486682183608563
+region,net_out_native_acs,asian_share,lpop+tax_top1+rent+coll+hhinc+rg_NE+rg_S+rg_W,561,-0.01917578026691898,0.026731664530860098,-0.07156887999421158,0.03321731946037361
+region,net_out_native_acs,cuban_share,lpop+tax_top1+rent+coll+hhinc+rg_NE+rg_S+rg_W,487,-0.043242725729822365,0.04085113707048853,-0.12330948311548896,0.03682403165584423
+region,net_out_hi_acs,mex_share,lpop+tax_top1+rent+coll+hhinc+rg_NE+rg_S+rg_W,487,0.0005779763883446154,0.0018689556493318457,-0.003085109373048473,0.0042410621497377034
+region,net_out_hi_acs,asian_share,lpop+tax_top1+rent+coll+hhinc+rg_NE+rg_S+rg_W,561,-0.005418471415884469,0.004222100955466955,-0.013693637227691851,0.002856694395922914
+region,net_out_hi_acs,cuban_share,lpop+tax_top1+rent+coll+hhinc+rg_NE+rg_S+rg_W,487,-0.017550100515893154,0.009684535486541622,-0.03653144127651482,0.0014312402447285155
+state FE,net_out_all,mex_share,s_AL+s_AR+s_AZ+s_CA+s_CO+s_CT+s_DC+s_DE+s_FL+s_GA+s_HI+s_IA+s_ID+s_IL+s_IN+s_KS+s_KY+s_LA+s_MA+s_MD+s_ME+s_MI+s_MN+s_MO+s_MS+s_MT+s_NC+s_ND+s_NE+s_NH+s_NJ+s_NM+s_NV+s_NY+s_OH+s_OK+s_OR+s_PA+s_RI+s_SC+s_SD+s_TN+s_TX+s_UT+s_VA+s_VT+s_WA+s_WI+s_WV+s_WY,487,-0.04580835985584154,0.08490975407608264,-0.21222841978111656,0.12061170006943349
+state FE,net_out_top,mex_share,s_AL+s_AR+s_AZ+s_CA+s_CO+s_CT+s_DC+s_DE+s_FL+s_GA+s_HI+s_IA+s_ID+s_IL+s_IN+s_KS+s_KY+s_LA+s_MA+s_MD+s_ME+s_MI+s_MN+s_MO+s_MS+s_MT+s_NC+s_ND+s_NE+s_NH+s_NJ+s_NM+s_NV+s_NY+s_OH+s_OK+s_OR+s_PA+s_RI+s_SC+s_SD+s_TN+s_TX+s_UT+s_VA+s_VT+s_WA+s_WI+s_WV+s_WY,487,-0.06686010712343785,0.161548238317234,-0.38348883599111006,0.24976862174423434
+state FE,net_agi,mex_share,s_AL+s_AR+s_AZ+s_CA+s_CO+s_CT+s_DC+s_DE+s_FL+s_GA+s_HI+s_IA+s_ID+s_IL+s_IN+s_KS+s_KY+s_LA+s_MA+s_MD+s_ME+s_MI+s_MN+s_MO+s_MS+s_MT+s_NC+s_ND+s_NE+s_NH+s_NJ+s_NM+s_NV+s_NY+s_OH+s_OK+s_OR+s_PA+s_RI+s_SC+s_SD+s_TN+s_TX+s_UT+s_VA+s_VT+s_WA+s_WI+s_WV+s_WY,487,-0.11231534829678227,0.1435565467769766,-0.39368100972459596,0.16905031313103144
+state FE,net_out_native_acs,mex_share,s_AL+s_AR+s_AZ+s_CA+s_CO+s_CT+s_DC+s_DE+s_FL+s_GA+s_HI+s_IA+s_ID+s_IL+s_IN+s_KS+s_KY+s_LA+s_MA+s_MD+s_ME+s_MI+s_MN+s_MO+s_MS+s_MT+s_NC+s_ND+s_NE+s_NH+s_NJ+s_NM+s_NV+s_NY+s_OH+s_OK+s_OR+s_PA+s_RI+s_SC+s_SD+s_TN+s_TX+s_UT+s_VA+s_VT+s_WA+s_WI+s_WV+s_WY,487,0.06941889052911573,0.1410055225818495,-0.2069468553525586,0.34578463641079005
+state FE,net_out_hi_acs,mex_share,s_AL+s_AR+s_AZ+s_CA+s_CO+s_CT+s_DC+s_DE+s_FL+s_GA+s_HI+s_IA+s_ID+s_IL+s_IN+s_KS+s_KY+s_LA+s_MA+s_MD+s_ME+s_MI+s_MN+s_MO+s_MS+s_MT+s_NC+s_ND+s_NE+s_NH+s_NJ+s_NM+s_NV+s_NY+s_OH+s_OK+s_OR+s_PA+s_RI+s_SC+s_SD+s_TN+s_TX+s_UT+s_VA+s_VT+s_WA+s_WI+s_WV+s_WY,487,0.040373215119151686,0.04129483970170224,-0.04056318344353945,0.12130961368184282
