item,allocation,group,dollars_per_adult_25_64,se_sampling,n_adults_unweighted,weighted_adults,difference_from_third_plus_nh_white,se_difference
ccdf,equal_all_members,all_second_gen,30.793973661973897,1.2259494144433285,6871,16869387.509126462,9.704374317456388,1.2755386550595802
ccdf,equal_all_members,mexican_second_gen,49.01320476978222,2.519548373820937,2452,5614636.31290289,27.92360542526471,2.565409612721742
ccdf,equal_all_members,mexican_third_plus_selfid,38.68806340835394,2.580512045398028,2477,5526182.2353818305,17.59846406383643,2.547376701258596
ccdf,equal_all_members,mexico_born,54.19867472543304,2.232238468889827,4318,9446562.93512691,33.10907538091553,2.2905638573139036
ccdf,equal_adults_18plus,third_plus_nh_white,48.449898805821114,1.2053781340696397,36287,87647853.34583464,,
ccdf,equal_adults_18plus,all_native,61.92180004363381,1.189287881406772,55652,134686458.17077535,13.471901237812695,0.8657714930817031
ccdf,equal_adults_18plus,all_second_gen,70.36386877702923,3.1234599264684904,6871,16869387.509126462,21.91396997120811,3.248206839022503
ccdf,equal_adults_18plus,mexican_second_gen,112.86753043037085,6.487892175500662,2452,5614636.31290289,64.41763162454973,6.535596486021962
ccdf,equal_adults_18plus,mexican_third_plus_selfid,86.81418014444388,6.213563268079974,2477,5526182.2353818305,38.36428133862277,6.173698290011189
ccdf,equal_adults_18plus,mexico_born,113.65808916766348,5.239403129380881,4318,9446562.93512691,65.20819036184236,5.348689705707213
head_start,equal_all_members,third_plus_nh_white,7.85981539806367,0.5490220943512251,36287,87647853.34583464,,
head_start,equal_all_members,all_native,12.464365500851244,0.5824671661187257,55652,134686458.17077535,4.604550102787574,0.5131274225222121
head_start,equal_all_members,all_second_gen,17.125118902232625,1.7192157456154091,6871,16869387.509126462,9.265303504168955,1.7805591254646587
head_start,equal_all_members,mexican_second_gen,31.228554251695698,4.132048801781326,2452,5614636.31290289,23.368738853632028,4.146031042679149
head_start,equal_all_members,mexican_third_plus_selfid,17.52447110078802,2.9649774950866186,2477,5526182.2353818305,9.66465570272435,2.9479688392270536
head_start,equal_all_members,mexico_born,30.85409862505821,3.4675859098743826,4318,9446562.93512691,22.99428322699454,3.5175370148158587
head_start,equal_adults_18plus,third_plus_nh_white,18.725189210967365,1.324870466523603,36287,87647853.34583464,,
head_start,equal_adults_18plus,all_native,31.120877335990333,1.427508267449145,55652,134686458.17077535,12.395688125022968,1.3144106228928942
head_start,equal_adults_18plus,all_second_gen,41.525684525574874,4.02177800776974,6871,16869387.509126462,22.80049531460751,4.250506481313047
head_start,equal_adults_18plus,mexican_second_gen,78.35362594934226,9.888426842902833,2452,5614636.31290289,59.628436738374894,10.023489484719304
head_start,equal_adults_18plus,mexican_third_plus_selfid,43.74664311414503,7.179990343425449,2477,5526182.2353818305,25.021453903177665,7.13035116734456
head_start,equal_adults_18plus,mexico_born,63.65918837804255,7.067836528967291,4318,9446562.93512691,44.933999167075186,7.15237138792023
higher_ed,equal_all_members,third_plus_nh_white,134.10296106927743,5.4673434702993715,36287,87647853.34583464,,
higher_ed,equal_all_members,all_native,144.02449424639684,4.486192915882527,55652,134686458.17077535,9.921533177119414,2.9973488297661106
higher_ed,equal_all_members,all_second_gen,194.6711175750212,11.811101433683584,6871,16869387.509126462,60.56815650574379,13.2622327334049
higher_ed,equal_all_members,mexican_second_gen,225.8280892573364,21.99335860738611,2452,5614636.31290289,91.72512818805896,23.057317963221603
higher_ed,equal_all_members,mexican_third_plus_selfid,195.9206342718728,22.503814855316055,2477,5526182.2353818305,61.81767320259539,22.25332839721755
higher_ed,equal_all_members,mexico_born,324.7348065568289,22.464616043994756,4318,9446562.93512691,190.6318454875515,23.10131923948863
higher_ed,equal_adults_18plus,third_plus_nh_white,151.8396529960483,5.939275316685271,36287,87647853.34583464,,
higher_ed,equal_adults_18plus,all_native,163.22983221434163,4.8384042572934725,55652,134686458.17077535,11.390179218293326,3.3218551933096494
higher_ed,equal_adults_18plus,all_second_gen,216.89758895087874,12.677890102713707,6871,16869387.509126462,65.05793595483044,14.20371533291395
higher_ed,equal_adults_18plus,mexican_second_gen,258.4899415704589,23.626868197652232,2452,5614636.31290289,106.65028857441058,24.873129287384188
higher_ed,equal_adults_18plus,mexican_third_plus_selfid,222.26164976632296,24.95435709850579,2477,5526182.2353818305,70.42199677027466,24.797118534546904
higher_ed,equal_adults_18plus,mexico_born,384.56728041520057,25.648252589825933,4318,9446562.93512691,232.72762741915227,26.05675118615278
general_services,equal_all_members,third_plus_nh_white,3737.7816985947607,6.375789235979683,36287,87647853.34583464,,
general_services,equal_all_members,all_native,3802.50424591694,4.5775657955654445,55652,134686458.17077535,64.72254732217925,4.182433229818245
general_services,equal_all_members,all_second_gen,4240.371062896291,17.119125608319433,6871,16869387.509126462,502.58936430153017,19.578491541078108
general_services,equal_all_members,mexican_second_gen,4123.218259725357,30.14538582983935,2452,5614636.31290289,385.43656113059615,32.276597322535665
general_services,equal_all_members,mexican_third_plus_selfid,3779.7828921376467,26.106073378478587,2477,5526182.2353818305,42.001193542886085,26.784696204807815
general_services,equal_all_members,mexico_born,3950.84713048253,28.270006805968386,4318,9446562.93512691,213.06543188776914,31.173515820799903
general_services,equal_adults_18plus,third_plus_nh_white,4987.301989582322,17.68179579406766,36287,87647853.34583464,,
general_services,equal_adults_18plus,all_native,5101.32124966629,15.726575001140917,55652,134686458.17077535,114.01926008396822,11.076802065999704
general_services,equal_adults_18plus,all_second_gen,5670.80541625678,42.13718652372057,6871,16869387.509126462,683.5034266744578,45.23014189395593
general_services,equal_adults_18plus,mexican_second_gen,5846.834481595329,78.85930968477064,2452,5614636.31290289,859.532492013007,82.12321154325997
general_services,equal_adults_18plus,mexican_third_plus_selfid,5228.7013294924045,64.67570748226694,2477,5526182.2353818305,241.39933991008274,64.57728234573241
general_services,equal_adults_18plus,mexico_born,5544.742680825187,64.251491186861,4318,9446562.93512691,557.4406912428649,69.0760501850737
federal_public_goods,equal_all_members,third_plus_nh_white,5340.813522193483,1.379448186917492e-10,36287,87647853.34583464,,
federal_public_goods,equal_all_members,all_native,5340.813522193437,1.3565960289778988e-10,55652,134686458.17077535,-4.547473508864641e-11,1.7239717377227537e-10
federal_public_goods,equal_all_members,all_second_gen,5340.81352219346,3.940799717110325e-11,6871,16869387.509126462,-2.2737367544323206e-11,1.332140432159925e-10
federal_public_goods,equal_all_members,mexican_second_gen,5340.813522193451,2.3762017720065287e-11,2452,5614636.31290289,-3.183231456205249e-11,1.4241849236217084e-10
federal_public_goods,equal_all_members,mexican_third_plus_selfid,5340.813522193451,2.4191533299509294e-11,2477,5526182.2353818305,-3.183231456205249e-11,1.4172754019005711e-10
federal_public_goods,equal_all_members,mexico_born,5340.813522193455,3.6283310548976334e-11,4318,9446562.93512691,-2.7284841053187847e-11,1.4129901022657116e-10
federal_public_goods,equal_adults_18plus,third_plus_nh_white,7144.2296536563745,21.17321943591958,36287,87647853.34583464,,
federal_public_goods,equal_adults_18plus,all_native,7186.345241162502,19.574733601321437,55652,134686458.17077535,42.11558750612767,12.904944446450136
federal_public_goods,equal_adults_18plus,all_second_gen,7176.441313686031,44.53142102506798,6871,16869387.509126462,32.21166002965674,46.459619317086755
federal_public_goods,equal_adults_18plus,mexican_second_gen,7636.22234531648,92.8016644380622,2452,5614636.31290289,491.99269166010527,94.53601066414782
federal_public_goods,equal_adults_18plus,mexican_third_plus_selfid,7402.505849239048,81.2422817835775,2477,5526182.2353818305,258.2761955826736,78.80103490752823
federal_public_goods,equal_adults_18plus,mexico_born,7536.44720357654,69.69993079474793,4318,9446562.93512691,392.21754992016577,72.43670246907544
lifeline,equal_all_members,third_plus_nh_white,1.7532406728500374,0.0437302333962437,36287,87647853.34583464,,
lifeline,equal_all_members,all_native,2.1760135466126966,0.037379463442188426,55652,134686458.17077535,0.42277287376265926,0.028893555920370347
lifeline,equal_all_members,all_second_gen,2.046474102904758,0.0886985604589387,6871,16869387.509126462,0.2932334300547206,0.09673380834544086
lifeline,equal_all_members,mexican_second_gen,2.4398932885659423,0.15462622458296532,2452,5614636.31290289,0.686652615715905,0.15923768096656696
lifeline,equal_all_members,mexican_third_plus_selfid,2.352570420792662,0.15614050384647332,2477,5526182.2353818305,0.5993297479426247,0.15841646525421038
lifeline,equal_all_members,mexico_born,3.892931412405585,0.15549577439703183,4318,9446562.93512691,2.139690739555548,0.15730053000421215
lifeline,equal_adults_18plus,third_plus_nh_white,2.070881994342728,0.04760789526630882,36287,87647853.34583464,,
lifeline,equal_adults_18plus,all_native,2.647090214387055,0.04084969450485892,55652,134686458.17077535,0.576208220044327,0.03331199251145054
lifeline,equal_adults_18plus,all_second_gen,2.5732197908331687,0.09996400042040182,6871,16869387.509126462,0.5023377964904405,0.11109800686365988
lifeline,equal_adults_18plus,mexican_second_gen,3.3032329863696104,0.1765894992269005,2452,5614636.31290289,1.2323509920268823,0.18297758675972017
lifeline,equal_adults_18plus,mexican_third_plus_selfid,3.036089578751026,0.18277109315530735,2477,5526182.2353818305,0.9652075844082977,0.1858425748645476
lifeline,equal_adults_18plus,mexico_born,5.091391940755406,0.17322034135489034,4318,9446562.93512691,3.0205099464126777,0.17560447198657006
