award,family,year_n,person_qid,person,family_name,ethnic,citizenship,birth_country,surname,pcthispanic,surname_matched,us_citizen,mexico_linked,hisp_documented,mex_documented,hisp_imputed_50,hisp_imputed_70,hisp_imputed_90,hispanic_any,period
Grammy Award for Record of the Year,music,2012.0,Q23215,Adele,Adkins,,United Kingdom,United Kingdom,ADKINS,1.72,True,False,False,False,False,False,False,False,False,1990-2014
Grammy Award for Record of the Year,music,2012.0,Q18352852,Mark Rankin,Rankin,,,,RANKIN,2.65,True,False,False,False,False,False,False,False,False,1990-2014
Grammy Award for Record of the Year,music,2012.0,Q515883,Paul Epworth,Epworth,,United Kingdom,United Kingdom,EPWORTH,,False,False,False,False,False,False,False,False,False,1990-2014
Grammy Award for Record of the Year,music,2012.0,Q7815719,Tom Elmhirst,Elmhirst,,United Kingdom,,ELMHIRST,,False,False,False,False,False,False,False,False,False,1990-2014
Grammy Award for Record of the Year,music,2015.0,Q15123969,Sam Smith,Smith,,United Kingdom,United Kingdom,SMITH,2.4,True,False,False,False,False,False,False,False,False,2015-2025
Grammy Award for Record of the Year,music,2017.0,Q23215,Adele,Adkins,,United Kingdom,United Kingdom,ADKINS,1.72,True,False,False,False,False,False,False,False,False,2015-2025
Grammy Award for Record of the Year,music,2018.0,Q18149600,Mike Bozzi,Bozzi,,United States,,BOZZI,3.44,True,True,False,False,False,False,False,False,False,2015-2025
Grammy Award for Record of the Year,music,2019.0,Q1358202,Ludwig Göransson,Göransson,,Sweden,Sweden,GÖRANSSON,,False,False,False,False,False,False,False,False,False,2015-2025
Grammy Award for Record of the Year,music,2020.0,Q29564107,Q29564107,O'Connell,Irish Americans|Scottish Americans,United States,United States,O'CONNELL,,False,True,False,False,False,False,False,False,False,2015-2025
Grammy Award for Record of the Year,music,2021.0,Q29564107,Q29564107,O'Connell,Irish Americans|Scottish Americans,United States,United States,O'CONNELL,,False,True,False,False,False,False,False,False,False,2015-2025
Grammy Award for Record of the Year,music,2024.0,Q4235,Miley Cyrus,Cyrus,,United States,United States,CYRUS,3.09,True,True,False,False,False,False,False,False,False,2015-2025
Grammy Award for Record of the Year,music,2025.0,Q130798,Q130798,Duckworth,,United States,United States,DUCKWORTH,2.4,True,True,False,False,False,False,False,False,False,2015-2025
Grammy Award for Song of the Year,music,1994.0,Q317272,Alan Menken,Menken,,United States,United States,MENKEN,1.28,True,True,False,False,False,False,False,False,False,1990-2014
Grammy Award for Song of the Year,music,1994.0,Q298295,Tim Rice,Rice,,United Kingdom,United Kingdom,RICE,2.33,True,False,False,False,False,False,False,False,False,1990-2014
Grammy Award for Song of the Year,music,1995.0,Q218091,Seal,Samuel,,United Kingdom,United Kingdom,SAMUEL,3.83,True,False,False,False,False,False,False,False,False,1990-2014
Grammy Award for Song of the Year,music,1998.0,Q106221,James Horner,Horner,,United States,United States,HORNER,2.37,True,True,False,False,False,False,False,False,False,1990-2014
Grammy Award for Song of the Year,music,1999.0,Q754094,Rob Thomas,Thomas,,United States,Germany,THOMAS,2.54,True,True,False,False,False,False,False,False,False,1990-2014
Grammy Award for Song of the Year,music,2002.0,Q121507,Q121507,Augello|Cook,African Americans,United States,United States,,,False,True,False,False,False,False,False,False,False,1990-2014
Grammy Award for Song of the Year,music,2003.0,Q234693,Bonnie Raitt,Raitt,,United States,United States,RAITT,3.3,True,True,False,False,False,False,False,False,False,1990-2014
Grammy Award for Song of the Year,music,2004.0,Q215215,John Mayer,Mayer,,United States,United States,MAYER,3.04,True,True,False,False,False,False,False,False,False,1990-2014
Grammy Award for Song of the Year,music,2009.0,Q351055,The-Dream,Nash,,United States,United States,NASH,2.29,True,True,False,False,False,False,False,False,False,1990-2014
Grammy Award for Song of the Year,music,2010.0,Q36153,Q36153,Carter|Knowles,,United States,United States,,,False,True,False,False,False,False,False,False,False,1990-2014
Grammy Award for Song of the Year,music,2012.0,Q23215,Adele,Adkins,,United Kingdom,United Kingdom,ADKINS,1.72,True,False,False,False,False,False,False,False,False,1990-2014
Grammy Award for Song of the Year,music,2012.0,Q515883,Paul Epworth,Epworth,,United Kingdom,United Kingdom,EPWORTH,,False,False,False,False,False,False,False,False,False,1990-2014
Grammy Award for Song of the Year,music,2015.0,Q19119517,Jimmy Napes,,,United Kingdom,United Kingdom,NAPES,,False,False,False,False,False,False,False,False,False,2015-2025
Grammy Award for Song of the Year,music,2015.0,Q15123969,Sam Smith,Smith,,United Kingdom,United Kingdom,SMITH,2.4,True,False,False,False,False,False,False,False,False,2015-2025
Grammy Award for Song of the Year,music,2015.0,Q19119560,William Phillips,Phillips,,,,PHILLIPS,2.44,True,False,False,False,False,False,False,False,False,2015-2025
Grammy Award for Song of the Year,music,2016.0,Q47447,Q47447,Sheeran,,United Kingdom,United Kingdom,SHEERAN,3.05,True,False,False,False,False,False,False,False,False,2015-2025
Grammy Award for Song of the Year,music,2018.0,Q1239933,Donald Glover,Glover,,United States,United States,GLOVER,2.24,True,True,False,False,False,False,False,False,False,2015-2025
Grammy Award for Song of the Year,music,2018.0,Q1450,Q1450,Hernandez,Filipino Americans|Stateside Puerto Ricans,United States,United States,HERNANDEZ,94.89,True,True,False,False,False,True,True,True,True,2015-2025
Grammy Award for Song of the Year,music,2019.0,Q1358202,Ludwig Göransson,Göransson,,Sweden,Sweden,GÖRANSSON,,False,False,False,False,False,False,False,False,False,2015-2025
Grammy Award for Song of the Year,music,2020.0,Q29564107,Q29564107,O'Connell,Irish Americans|Scottish Americans,United States,United States,O'CONNELL,,False,True,False,False,False,False,False,False,False,2015-2025
Grammy Award for Song of the Year,music,2020.0,Q7381487,Russell Elevado,,,,Philippines,ELEVADO,,False,False,False,False,False,False,False,False,False,2015-2025
Grammy Award for Song of the Year,music,2021.0,Q30639849,H.E.R.,Wilson,African Americans|Filipino Americans,United States,United States,WILSON,2.61,True,True,False,False,False,False,False,False,False,2015-2025
Grammy Award for Song of the Year,music,2025.0,Q130798,Q130798,Duckworth,,United States,United States,DUCKWORTH,2.4,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,1990.0,Q1174945,David Kazhdan,Q21491240,,Israel|Soviet Union|United States,Russia,KAZHDAN,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1990.0,Q89562,Eric Wolf,Wolf,,Austria|United States,Austria,WOLF,2.16,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1990.0,Q5525723,Gary Paul Nabhan,Nabhan,,United States,United States,NABHAN,10.23,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1990.0,Q1149031,Grigoris Vlastos,Vlastos,,United States,Turkey,VLASTOS,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1990.0,Q60667973,Guy Tudor,Tudor,,United States,United States,TUDOR,2.62,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1990.0,Q1567818,John Eaton,Eaton,,United States,United States,EATON,2.31,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1990.0,Q6278867,Jorie Graham,Graham,,United States,United States,GRAHAM,2.55,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1990.0,Q135285881,Kari H. Karamé,,,,,KARAMÉ,,False,False,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1990.0,Q711391,Lee Friedlander,Friedlander,,United States,United States,FRIEDLANDER,1.77,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1990.0,Q6712355,M. A. R. Koehl,Koehl,,United States,United States,KOEHL,3.12,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1990.0,Q266131,Margaret Geller,Geller,,United States,United States,GELLER,2.48,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1990.0,Q18352672,Maria Varela,Varela,Latino,United States,,VARELA,90.42,True,True,False,True,False,True,True,True,True,1990-2014
MacArthur Fellows Program,fellowship,1990.0,Q516854,Nancy Kopell,,,United States,United States,KOPELL,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1990.0,Q109017591,Otis Pitts Jr,Pitts,,United States,,PITTS,2.12,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1990.0,Q7439,Q7439,Stallman,Jewish people,United States,United States,STALLMAN,2.14,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1990.0,Q2278440,Sherry Ortner,Ortner,,United States,United States,ORTNER,2.55,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1990.0,Q452238,Yvonne Rainer,Rainer,,United States,United States,RAINER,2.1,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1991.0,Q468356,Ali Akbar Khan,Khan,,Bangladesh|British Raj|Pakistan,Bangladesh,KHAN,2.2,True,False,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1991.0,Q363908,Cecil Taylor,Taylor,African Americans,United States,United States,TAYLOR,2.46,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1991.0,Q1114742,David Donoho,Donoho,,United States,United States,DONOHO,2.25,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1991.0,Q5240970,David Werner,Werner,,United States,United States,WERNER,2.18,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1991.0,Q5354413,Eleanor Wilner,Wilner,,United States,,WILNER,2.07,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1991.0,Q5616163,Guillermo Gómez-Peña,Gómez-Peña,,Mexico,Mexico,GÓMEZ-PEÑA,,False,False,True,True,True,False,False,False,True,1990-2014
MacArthur Fellows Program,fellowship,1991.0,Q1105367,Jaqueline Barton,Barton,,United States,United States,BARTON,3.12,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1991.0,Q16980703,Joel Schwartz,Schwartz,,,,SCHWARTZ,1.89,True,False,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1991.0,Q240490,Julie Taymor,Taymor,,United States,United States,TAYMOR,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1991.0,Q6760901,Mari Jo Buhle,Buhle,,United States,United States,BUHLE,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1991.0,Q711688,Mark Morris,Morris,,United States,United States,MORRIS,2.55,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1991.0,Q23132044,Sophia Bracy Harris,Harris,African Americans,United States,United States,HARRIS,2.26,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1991.0,Q3981664,Taylor Branch,Branch,,United States,United States,BRANCH,2.98,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1991.0,Q460833,Trisha Brown,Brown,,United States,United States,BROWN,2.52,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1991.0,Q8014574,William Linder,,,,,LINDER,2.39,True,False,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1992.0,Q4739401,Amalia Mesa-Bains,,,United States,United States,MESA-BAINS,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1992.0,Q128263,Amy Clampitt,Clampitt,,United States,United States,CLAMPITT,2.51,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1992.0,Q4766385,Ann Ellis Hanson,Hanson,,United States,,HANSON,2.11,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1992.0,Q5529899,Geerat J. Vermeij,Vermeij,,Kingdom of the Netherlands|United States,Netherlands,VERMEIJ,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1992.0,Q5627021,Günter P. Wagner,Wagner,,Austria,Austria,WAGNER,2.41,True,False,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1992.0,Q275604,Ingrid Daubechies,Daubechies,,Belgium|United States,Belgium,DAUBECHIES,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1992.0,Q6074559,Irving Feldman,,,United States,United States,FELDMAN,2.9,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1992.0,Q92646,John Henry Holland,Holland,,United States,United States,HOLLAND,2.37,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1992.0,Q6260101,John T. Scott,Scott,African Americans,United States,United States,SCOTT,2.58,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1992.0,Q4474952,Laurel Thatcher Ulrich,Ulrich,,United States,United States,ULRICH,2.38,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1992.0,Q6681334,Lorna Bourg,Bourg,,United States,,BOURG,3.21,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1992.0,Q702268,Norman Manea,Manea,Jewish people,Romania|United States,Romania,MANEA,3.33,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1992.0,Q7184486,Q7184486,Treisman,,United States,,TREISMAN,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1992.0,Q7347461,Robert H. McCabe,McCabe,,United States,,MCCABE,2.73,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1992.0,Q7490187,Sharon R. Long,Long,,United States,,LONG,2.24,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1992.0,Q504641,Steve Lacy,Lackritz,,United States,United States,LACKRITZ,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1992.0,Q274604,Susan Meiselas,Meiselas,,United States,United States,MEISELAS,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1992.0,Q7650899,Suzanne Lebsock,Lebsock,,United States,United States,LEBSOCK,4.97,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1992.0,Q15443012,Wendy Ewald,Ewald,,United States,United States,EWALD,1.48,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1993.0,Q4766433,Ann Hamilton,Hamilton,,United States,United States,HAMILTON,2.45,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1993.0,Q4910870,Bill Siemering,Siemering,,,,SIEMERING,,False,False,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1993.0,Q5044438,Carol Levine,Q21510733,,United States,,LEVINE,2.85,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1993.0,Q5365011,Ellen Silbergeld,Silbergeld,,United States,United States,SILBERGELD,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1993.0,Q673217,Ernest J. Gaines,Gaines,African Americans,United States,United States,GAINES,2.37,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1993.0,Q5694180,Heather Williams,Williams,,United States,United States,WILLIAMS,2.49,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1993.0,Q241155,Jane Lubchenco,Lubchenco,,United States,United States,LUBCHENCO,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1993.0,Q6197581,Jim Powell,Powell,,United States,,POWELL,2.31,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1993.0,Q688739,John Edgar Wideman,Wideman,,United States,United States,WIDEMAN,1.28,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1993.0,Q2406747,Leonard van der Kuijp,,,Kingdom of the Netherlands,,KUIJP,,False,False,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1993.0,Q7050091,Nora England,England,,United States,,ENGLAND,2.38,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1993.0,Q2263705,Paul Farmer,Farmer,,United States,United States,FARMER,2.07,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1993.0,Q7159672,Pedro José Greer,,,United States,United States,GREER,2.36,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1993.0,Q7926709,Q7926709,Foe,,United States,,FOE,4.14,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1993.0,Q7383089,Ruth Lubic,Lubic,,United States,,LUBIC,2.11,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1993.0,Q6580896,Stephen Lee,Li,,United States,United States,LI,0.63,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1993.0,Q2141920,Thom Gunn,Gunn,,United Kingdom,United Kingdom,GUNN,2.23,True,False,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1994.0,Q270705,Adrienne Rich,Rich,,United States,United States,RICH,2.41,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1994.0,Q572924,Anthony Braxton,Braxton,African Americans,United States,United States,BRAXTON,2.81,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1994.0,Q3753500,Arthur Mitchell,Mitchell,African Americans,United States,United States,MITCHELL,2.47,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1994.0,Q5045427,Carolyn McKecuen,McKecuen,,United Kingdom,,MCKECUEN,,False,False,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1994.0,Q5438977,Faye Ginsburg,Ginsburg,,United States,,GINSBURG,1.55,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1994.0,Q5698888,Heidi Hartmann,Hartmann,,United States,United States,HARTMANN,2.21,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1994.0,Q5934243,Hugo Morales,Morales,,,,MORALES,93.23,True,False,False,False,False,True,True,True,True,1990-2014
MacArthur Fellows Program,fellowship,1994.0,Q315414,Israel Gelfand,Gelfand,,Soviet Union|United States,Ukraine,GELFAND,1.35,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1994.0,Q6154574,Janine Pease,Pease,Crow Nation|Hidatsa people,United States,United States,PEASE,2.22,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1994.0,Q6180561,Jeraldyne Blunden,Blunden|Kilborn,African Americans,United States,United States,BLUNDEN,2.83,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1994.0,Q6282814,Joseph E. Marshall,Marshall,African Americans,United States,,MARSHALL,2.58,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1994.0,Q208797,Ornette Coleman,Coleman,African Americans,United States,United States,COLEMAN,2.25,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1994.0,Q1392710,Robert Adams,Adams,,United States,United States,ADAMS,2.57,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1994.0,Q675969,Rogers Brubaker,Brubaker,,United States,United States,BRUBAKER,2.21,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1995.0,Q2838329,Allison Anders,Anders,,United States,United States,ANDERS,2.28,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1995.0,Q455631,Alma Guillermoprieto,Guillermoprieto,,Mexico,Mexico,GUILLERMOPRIETO,,False,False,True,True,True,False,False,False,True,1990-2014
MacArthur Fellows Program,fellowship,1995.0,Q2698978,Bryan Stevenson,Stevenson,African Americans,United States,United States,STEVENSON,2.7,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1995.0,Q229455,Cindy Sherman,Sherman,,United States,United States,SHERMAN,2.33,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1995.0,Q3427320,Elizabeth A. LeCompte,Lecompte,,United States,United States,LECOMPTE,2.98,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1995.0,Q1334491,Fred Cuny,Cuny,,United States,United States,CUNY,1.46,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1995.0,Q1030769,Jed Buchwald,Buchwald,,United States,,BUCHWALD,2.63,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1995.0,Q7145768,Patricia Nelson Limerick,Limerick,,United States,United States,LIMERICK,2.44,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1995.0,Q7329939,Richard White,White,,United States,United States,WHITE,2.38,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1995.0,Q7367242,Rosalind P. Petchesky,,,United States,,PETCHESKY,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1995.0,Q434164,Sandra Cisneros,Cisneros,,Mexico|United States,United States,CISNEROS,94.73,True,True,True,True,True,True,True,True,True,1990-2014
MacArthur Fellows Program,fellowship,1995.0,Q7417201,Sandy Close,Close,,United States,,CLOSE,2.24,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1995.0,Q7490044,Sharon Emerson,Emerson,,United States,,EMERSON,2.68,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1995.0,Q180923,Susan Kieffer,Werner,,United States,United States,WERNER,2.18,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1995.0,Q273873,Virginia Hamilton,Hamilton,African Americans,United States,United States,HAMILTON,2.45,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1996.0,Q286777,Anna Deavere Smith,Smith,African Americans,United States,United States,SMITH,2.4,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1996.0,Q4858754,Barbara Block,Block,,United States,,BLOCK,2.38,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1996.0,Q4911032,Bill Strickland,Strickland,,United States,United States,STRICKLAND,1.97,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1996.0,Q3179561,Joan Breton Connelly,Connelly,,United States,,CONNELLY,2.34,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1996.0,Q50386784,Joaquin Avila,Avila,,United States,,AVILA,90.96,True,True,False,False,False,True,True,True,True,1990-2014
MacArthur Fellows Program,fellowship,1996.0,Q6241846,John Jesurun,,,United States,United States,JESURUN,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1996.0,Q766723,Rebecca Goldstein,Goldstein,,United States,United States,GOLDSTEIN,2.64,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1996.0,Q2636383,Richard Howard,Howard,,United States,United States,HOWARD,2.37,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1996.0,Q7344940,Robert Greenstein,Greenstein,,United States,United States,GREENSTEIN,2.23,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1996.0,Q41694274,Thomas L. Daniel,Q181502,,,,DANIEL,5.59,True,False,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1996.0,Q3990983,Thylias Moss,Moss,African Americans,United States,United States,MOSS,2.28,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1996.0,Q18395764,Vonnie McLoyd,McLoyd,,United States,,MCLOYD,4.74,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1997.0,Q184433,Andrew Wiles,Q21507698,,United Kingdom,United Kingdom,WILES,1.76,True,False,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1997.0,Q3051661,Elouise P. Cobell,Cobell,,United States,United States,COBELL,5.97,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1997.0,Q16203901,Kathleen Ross,Ross,,United States,,ROSS,2.75,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1997.0,Q4097137,Lee Breuer,Breuer,,United States,United States,BREUER,2.01,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1997.0,Q1635006,Michael Kremer,Kremer,,United States,United States,KREMER,2.12,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1997.0,Q11248853,Nancy A. Moran,Moran,,United States,United States,MORAN,30.81,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1997.0,Q7129255,Pamela Samuelson,Samuelson,,United States,,SAMUELSON,1.84,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1997.0,Q444025,Peter Galison,Galison,,United States,United States,GALISON,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1997.0,Q5646655,Q5646655,Ong,,United States,Philippines,ONG,1.88,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1997.0,Q7648427,Susan Stewart,Stewart,,United States,United States,STEWART,2.49,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1997.0,Q7842263,Trimpin,Trimpin,,Germany|United States,Germany,TRIMPIN,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1997.0,Q465777,Vija Celmins,Celmins,,Latvia|United States,Latvia,CELMINS,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1998.0,Q4148436,Avner Greif,Greif,,United States,Israel,GREIF,1.51,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1998.0,Q4888460,Benjamin D. Santer,Santer,,United States,United States,SANTER,3.91,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1998.0,Q4892782,Bernadette Brooten,,,United States,United States,BROOTEN,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1998.0,Q1065901,Charles R. Johnson,Johnson,,United States,United States,JOHNSON,2.36,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1998.0,Q5293167,Don Mitchell,Mitchell,,United States,,MITCHELL,2.47,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1998.0,Q5298655,Dorothy Thomas,Thomas,,United States,,THOMAS,2.54,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1998.0,Q5343460,Edward Hirsch,Hirsch,,United States,United States,HIRSCH,2.52,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1998.0,Q5361161,Elinor Ochs,Ochs,,United States,,OCHS,2.61,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1998.0,Q1488149,Ida Applebroog,,,United States,United States,APPLEBROOG,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1998.0,Q983544,Ishmael Reed,Reed,African Americans,United States,United States,REED,2.22,True,True,False,False,False,False,False,False,False,1990-2014
