award,family,year_n,person_qid,person,family_name,ethnic,citizenship,birth_country,surname,pcthispanic,surname_matched,us_citizen,mexico_linked,hisp_documented,mex_documented,hisp_imputed_50,hisp_imputed_70,hisp_imputed_90,hispanic_any,period
MacArthur Fellows Program,fellowship,2024.0,Q118909288,Shailaja Paik,Paik,,United States,,PAIK,1.19,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2024.0,Q98786047,Shamel Pitts,Pitts,,United States,United States,PITTS,2.12,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2024.0,Q18098248,Sterlin Harjo,,,United States,United States,HARJO,2.76,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2024.0,Q28050387,Tony Cokes,,African Americans,United States,United States,COKES,2.99,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2024.0,Q23416926,Wendy Red Star,,Crow Nation,United States,United States,STAR,6.77,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2025.0,Q1138685,Craig Taborn,Taborn,,United States,United States,TABORN,3.91,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2025.0,Q62056469,Gala Porras-Kim,,,,Colombia,PORRAS-KIM,,False,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2025.0,Q24708111,Garrett Bradley,Bradley,,United States,United States,BRADLEY,2.34,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2025.0,Q111947204,Hahrie Han,,,,,HAN,0.82,True,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2025.0,Q111809748,Heather Christian,,,,,CHRISTIAN,3.62,True,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2025.0,Q67209430,Jason S. McLellan,McLellan,,United States,,MCLELLAN,3.72,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2025.0,Q110229039,Jeremy Frey,Frey,,United States,United States,FREY,1.89,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2025.0,Q58234613,Kareem El-Badry,,,,,EL-BADRY,,False,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2025.0,Q91873452,Kristina Douglass,Douglass,,,,DOUGLASS,2.3,True,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2025.0,Q18738769,Lauren Kiyomi Williams,Williams,,United States,,WILLIAMS,2.49,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2025.0,Q117562200,Margaret Wickens Pearce,Pearce,,Citizen Potawatomi Nation|United States,,PEARCE,2.2,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2025.0,Q16210592,Matt Black,Black,,United States,United States,BLACK,2.33,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2025.0,Q43025479,Nabarun Dasgupta,Dasgupta,,,,DASGUPTA,1.13,True,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2025.0,Q133659791,Q133659791,,,Lithuania|Soviet Union,Lithuania,,,False,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2025.0,Q64495652,Sébastien Philippe,Philippe,,,,PHILIPPE,3.11,True,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2025.0,Q87888183,Teresa Puthussery,,,,,PUTHUSSERY,,False,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2025.0,Q78103998,Toby Kiers,Kiers,,,,KIERS,,False,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2025.0,Q63341394,Tommy Orange,Orange,,United States,United States,ORANGE,2.67,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2025.0,Q136460465,Tonika Lewis Johnson,Johnson|Lewis,,United States,,JOHNSON,2.36,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2025.0,Q27978847,Tuan Andrew Nguyen,Nguyen,,Vietnam,Vietnam,NGUYEN,0.63,True,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2025.0,Q89075274,William Tarpeh,Tarpeh,,,,TARPEH,,False,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2025.0,Q41626691,Ángel F. Adames Corraliza,,,,,CORRALIZA,,False,False,False,False,False,False,False,False,False,2015-2025
National Book Award for Fiction,letters,1990.0,Q1065901,Charles R. Johnson,Johnson,,United States,United States,JOHNSON,2.36,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Fiction,letters,1991.0,Q1215607,Norman Rush,Rush,,United States,United States,RUSH,2.16,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Fiction,letters,1992.0,Q272610,Cormac McCarthy,Q24419041,,United States,United States,MCCARTHY,2.24,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Fiction,letters,1994.0,Q456958,William Gaddis,Gaddis,,United States,United States,GADDIS,2.49,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Fiction,letters,1995.0,Q187019,Philip Roth,Roth,,United States,United States,ROTH,2.27,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Fiction,letters,1996.0,Q49065,Andrea Barrett,Barrett,,United States,United States,BARRETT,2.65,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Fiction,letters,1997.0,Q1064454,Charles Frazier,Frazier,,United States,United States,FRAZIER,2.27,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Fiction,letters,1998.0,Q1242948,Alice McDermott,McDermott,,United States,United States,MCDERMOTT,2.67,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Fiction,letters,2000.0,Q152824,Susan Sontag,Sontag,,United States,United States,SONTAG,5.9,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Fiction,letters,2001.0,Q316607,Jonathan Franzen,Franzen,,United States,United States,FRANZEN,2.21,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Fiction,letters,2002.0,Q6306433,Julia Glass,Glass,,United States,United States,GLASS,2.29,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Fiction,letters,2003.0,Q1230809,Shirley Hazzard,Hazzard,,Australia|United States,Australia,HAZZARD,2.22,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Fiction,letters,2007.0,Q340016,Denis Johnson,Johnson,,United States,Germany,JOHNSON,2.36,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Fiction,letters,2009.0,Q966228,Colum McCann,McCann,,Ireland|United States,Ireland,MCCANN,2.17,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Fiction,letters,2010.0,Q1678769,Jaimy Gordon,Gordon,,United States,United States,GORDON,3.04,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Fiction,letters,2012.0,Q442679,Louise Erdrich,Q37084278,Ojibwe,United States,United States,ERDRICH,9.0,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Fiction,letters,2013.0,Q2892695,James McBride,McBride,,United States,United States,MCBRIDE,2.57,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Fiction,letters,2014.0,Q18026907,Phil Klay,Klay,,United States,United States,KLAY,3.42,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Fiction,letters,2015.0,Q4679309,Adam Johnson,Johnson,,United States,United States,JOHNSON,2.36,True,True,False,False,False,False,False,False,False,2015-2025
National Book Award for Fiction,letters,2019.0,Q7647669,Susan Choi,,,United States,United States,CHOI,0.54,True,True,False,False,False,False,False,False,False,2015-2025
National Book Award for Fiction,letters,2020.0,Q5083786,Charles Yu,Yu,,United States,United States,YU,0.69,True,True,False,False,False,False,False,False,False,2015-2025
National Book Award for Fiction,letters,2021.0,Q109620164,Jason Mott,Mott,,United States,United States,MOTT,2.32,True,True,False,False,False,False,False,False,False,2015-2025
National Book Award for Fiction,letters,2022.0,Q115248849,Tess Gunty,Gunty,,United States,United States,GUNTY,,False,True,False,False,False,False,False,False,False,2015-2025
National Book Award for Fiction,letters,2023.0,Q16210947,Justin Torres,Torres,,United States,United States,TORRES,92.16,True,True,False,False,False,True,True,True,True,2015-2025
National Book Award for Fiction,letters,2024.0,Q3375158,Percival Everett,Everett,African Americans,United States,United States,EVERETT,3.21,True,True,False,False,False,False,False,False,False,2015-2025
National Book Award for Nonfiction,letters,1990.0,Q24302,Ron Chernow,Chernow,,Mexico|United States,United States,CHERNOW,3.68,True,True,True,True,True,False,False,False,True,1990-2014
National Book Award for Nonfiction,letters,1991.0,Q7103155,Orlando Patterson,Patterson,,Jamaica,Jamaica,PATTERSON,2.43,True,False,False,False,False,False,False,False,False,1990-2014
National Book Award for Nonfiction,letters,1992.0,Q1230996,Paul Monette,Q36982642,,United States,United States,MONETTE,3.01,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Nonfiction,letters,1994.0,Q2278468,Sherwin B. Nuland,Nuland,,United States,United States,NULAND,,False,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Nonfiction,letters,1996.0,Q652225,James Carroll,Carroll,,United States,United States,CARROLL,2.36,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Nonfiction,letters,1997.0,Q669468,Joseph Ellis,Ellis,,United States,United States,ELLIS,2.73,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Nonfiction,letters,1998.0,Q5341730,Edward Ball,Ball,,United States,United States,BALL,2.35,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Nonfiction,letters,1999.0,Q903632,John W. Dower,Dower,,United States,United States,DOWER,3.11,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Nonfiction,letters,2003.0,Q1241017,Carlos Eire,Eire,,United States,Cuba,EIRE,,False,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Nonfiction,letters,2004.0,Q6395871,Kevin Boyle,Boyle,,United States,United States,BOYLE,2.26,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Nonfiction,letters,2006.0,Q771280,Timothy Egan,Q18330931,,United States,United States,EGAN,2.36,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Nonfiction,letters,2007.0,Q1239474,Tim Weiner,Weiner,,United States,United States,WEINER,2.07,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Nonfiction,letters,2008.0,Q1247765,Annette Gordon-Reed,Gordon|Reed,African Americans,United States,United States,GORDON,3.04,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Nonfiction,letters,2009.0,Q313721,Cornelius Vanderbilt,Vanderbilt,,United States,United States,VANDERBILT,2.31,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Nonfiction,letters,2009.0,Q15435632,T. J. Stiles,Stiles,,United States,United States,STILES,2.35,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Nonfiction,letters,2010.0,Q557,Patti Smith,Smith,,United States,United States,SMITH,2.4,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Nonfiction,letters,2011.0,Q639065,Stephen Greenblatt,Greenblatt,,United States,United States,GREENBLATT,1.91,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Nonfiction,letters,2012.0,Q6376310,Katherine Boo,Boo,,United States,United States,BOO,5.31,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Nonfiction,letters,2014.0,Q5415510,Evan Osnos,Osnos,,United States,United Kingdom,OSNOS,,False,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Nonfiction,letters,2016.0,Q976924,Donald Hall,Hall,,United States,United States,HALL,2.25,True,True,False,False,False,False,False,False,False,2015-2025
National Book Award for Nonfiction,letters,2017.0,Q441226,M. Gessen,Gessen,,Russia|Soviet Union|United States,Russia,GESSEN,,False,True,False,False,False,False,False,False,False,2015-2025
National Book Award for Nonfiction,letters,2018.0,Q63171118,Jeffrey C. Stewart,Stewart,,United States,United States,STEWART,2.49,True,True,False,False,False,False,False,False,False,2015-2025
National Book Award for Nonfiction,letters,2021.0,Q7810491,Tiya Miles,Miles,,United States,United States,MILES,2.44,True,True,False,False,False,False,False,False,False,2015-2025
National Book Award for Nonfiction,letters,2022.0,Q27663694,Imani Perry,Perry,,United States,United States,PERRY,2.67,True,True,False,False,False,False,False,False,False,2015-2025
National Book Award for Nonfiction,letters,2023.0,Q15439981,Ned Blackhawk,Blackhawk,,United States,,BLACKHAWK,,False,True,False,False,False,False,False,False,False,2015-2025
National Book Award for Nonfiction,letters,2024.0,Q93329008,Jason De León,de Leon,Filipinos|Mexicans,United States,,LEON,85.21,True,True,False,True,True,True,True,False,True,2015-2025
National Book Award for Nonfiction,letters,2025.0,Q29453380,Omar El Akkad,Akkad,,Canada,Egypt,AKKAD,,False,False,False,False,False,False,False,False,False,2015-2025
National Book Award for Poetry,letters,1993.0,Q279077,Archie Randolph Ammons,Ammons,,United States,United States,AMMONS,1.79,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Poetry,letters,1995.0,Q1974852,Stanley Kunitz,Kunitz,,United States,United States,KUNITZ,4.19,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Poetry,letters,1996.0,Q4357709,Hayden Carruth,Carruth,,United States,United States,CARRUTH,3.97,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Poetry,letters,1997.0,Q1337398,William Morris Meredith,Meredith,,United States,United States,MEREDITH,2.12,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Poetry,letters,1998.0,Q5549604,Gerald Stern,Stern,,United States,United States,STERN,2.11,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Poetry,letters,1999.0,Q403146,Ai,Anthony,African Americans,United States,United States,ANTHONY,3.82,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Poetry,letters,2001.0,Q4706542,Alan Dugan,Dugan,,United States,United States,DUGAN,2.69,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Poetry,letters,2003.0,Q2930440,C. K. Williams,Williams,,United States,United States,WILLIAMS,2.49,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Poetry,letters,2004.0,Q14948838,Jean Valentine,Purcell|Valentine,,United States,United States,VALENTINE,7.35,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Poetry,letters,2005.0,Q680368,W. S. Merwin,Merwin,,United States,United States,MERWIN,2.37,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Poetry,letters,2006.0,Q15462925,Nathaniel Mackey,Mackey,,United States,United States,MACKEY,2.36,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Poetry,letters,2007.0,Q370513,Robert Hass,Hass,,United States,United States,HASS,2.27,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Poetry,letters,2008.0,Q1563756,Mark Doty,Doty,,United States,United States,DOTY,2.5,True,True,False,False,False,False,False,False,False,1990-2014
National Book Award for Poetry,letters,2009.0,Q6385175,Keith Waldrop,Waldrop,,United States,United States,WALDROP,1.4,True,True,False,False,False,False,False,False,False,1990-2014
