cbsa,NAME,pop_total,pop_b03001,mexican_origin,median_hh_income,mexican_share,all,restaurant,tagged,named,mexican_by_name,mexican,chinese,italian,indian,thai,japanese,vietnamese,korean,american,cbsa_states,all_states_fetched
27380,"Jacksonville, TX Micro Area",51143,51143,11359,59830,0.2221027315566157,36.0,11.0,33.0,34.0,3.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,TX,True
27420,"Jamestown, ND Micro Area",21525,21525,250,60172,0.0116144018583042,22.0,11.0,19.0,20.0,3.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,ND,True
27460,"Jamestown-Dunkirk, NY Micro Area",126329,126329,740,56507,0.0058577207133753,130.0,98.0,94.0,128.0,3.0,6.0,3.0,27.0,0.0,0.0,1.0,0.0,0.0,42.0,NY,True
27500,"Janesville-Beloit, WI Metro Area",163944,163944,13129,74390,0.0800822231981652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WI,False
27540,"Jasper, IN Micro Area",43563,43563,1617,71918,0.0371186557399628,69.0,36.0,59.0,69.0,8.0,11.0,2.0,7.0,0.0,0.0,2.0,0.0,0.0,19.0,IN,True
27600,"Jefferson, GA Micro Area",80640,80640,3600,85012,0.0446428571428571,56.0,24.0,48.0,56.0,4.0,7.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0,GA,True
27620,"Jefferson City, MO Metro Area",150147,150147,3667,72425,0.0244227323889255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MO,False
27700,"Jesup, GA Micro Area",30519,30519,1157,49562,0.0379108096595563,25.0,12.0,21.0,25.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,11.0,GA,True
27740,"Johnson City, TN Metro Area",208934,208934,3964,56096,0.0189724984923468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TN,False
27780,"Johnstown, PA Metro Area",132355,132355,765,56292,0.0057799100902874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PA,False
27860,"Jonesboro, AR Metro Area",134837,134837,6509,55478,0.0482731001134703,162.0,63.0,146.0,159.0,9.0,18.0,5.0,19.0,0.0,0.0,3.0,1.0,2.0,59.0,AR,True
27900,"Joplin, MO-KS Metro Area",202258,202258,8059,60146,0.0398451482759643,19.0,10.0,16.0,17.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,KS+MO,False
27940,"Juneau, AK Micro Area",31969,31969,1117,100513,0.0349400982201507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AK,False
27980,"Kahului-Wailuku, HI Metro Area",164675,164675,7635,95049,0.0463640504023075,265.0,208.0,138.0,259.0,14.0,15.0,5.0,15.0,1.0,6.0,14.0,2.0,0.0,40.0,HI,True
28020,"Kalamazoo-Portage, MI Metro Area",261437,261437,9832,70525,0.0376075306861691,320.0,165.0,255.0,310.0,21.0,28.0,10.0,39.0,0.0,1.0,3.0,0.0,0.0,70.0,MI,True
28060,"Kalispell, MT Micro Area",108445,108445,2229,71327,0.0205541979805431,144.0,89.0,108.0,141.0,9.0,10.0,5.0,21.0,0.0,1.0,4.0,1.0,0.0,36.0,MT,True
28100,"Kankakee, IL Metro Area",106833,106833,11195,68325,0.1047897185326631,73.0,34.0,57.0,70.0,5.0,5.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,23.0,IL,True
28140,"Kansas City, MO-KS Metro Area",2202006,2202006,165463,81927,0.0751419387594765,1115.0,603.0,922.0,1097.0,114.0,144.0,59.0,120.0,10.0,10.0,23.0,0.0,5.0,282.0,KS+MO,False
28180,"Kapaa, HI Micro Area",73610,73610,2013,93612,0.0273468278766471,152.0,115.0,86.0,148.0,8.0,14.0,2.0,7.0,0.0,2.0,6.0,1.0,1.0,17.0,HI,True
28260,"Kearney, NE Micro Area",57020,57020,4240,75141,0.0743598737285163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,False
28300,"Keene, NH Micro Area",76945,76945,316,81001,0.0041068295535772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NH,False
28340,"Kendallville, IN Micro Area",47417,47417,4656,70908,0.0981926313347533,31.0,15.0,27.0,29.0,2.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,IN,True
28380,"Kennett, MO Micro Area",27795,27795,2006,47368,0.0721712538226299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MO,False
28420,"Kennewick-Richland, WA Metro Area",307900,307900,94714,85881,0.3076128613186099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WA,False
28450,"Kenosha, WI Metro Area",168413,168413,18296,79412,0.1086376942397558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WI,False
28500,"Kerrville, TX Micro Area",53166,53166,12059,67927,0.2268178911334311,83.0,44.0,67.0,81.0,7.0,14.0,2.0,9.0,0.0,0.0,1.0,0.0,0.0,25.0,TX,True
28540,"Ketchikan, AK Micro Area",13870,13870,400,89155,0.0288392213410237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AK,False
28580,"Key West-Key Largo, FL Micro Area",81840,81840,1539,82430,0.0188049853372434,309.0,244.0,143.0,295.0,9.0,10.0,4.0,26.0,1.0,1.0,4.0,0.0,0.0,51.0,FL,True
28620,"Kill Devil Hills, NC Micro Area",37534,37534,1274,81214,0.0339425587467362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC,False
28660,"Killeen-Temple, TX Metro Area",485850,485850,78684,67203,0.1619512195121951,407.0,178.0,347.0,398.0,37.0,54.0,6.0,46.0,0.0,2.0,10.0,0.0,3.0,118.0,TX,True
28680,"Kingsland, GA Micro Area",56036,56036,1187,72399,0.0211828110500392,56.0,26.0,47.0,56.0,2.0,3.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,20.0,GA,True
28700,"Kingsport-Bristol, TN-VA Metro Area",309580,309580,4011,55948,0.0129562633245041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TN+VA,False
28740,"Kingston, NY Metro Area",182109,182109,4312,81804,0.0236781268361256,267.0,202.0,217.0,259.0,7.0,26.0,16.0,45.0,3.0,1.0,12.0,2.0,0.0,56.0,NY,True
28780,"Kingsville, TX Micro Area",30629,30629,20054,57612,0.6547389728688497,32.0,7.0,30.0,31.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,TX,True
28820,"Kinston, NC Micro Area",54917,54917,3377,44795,0.0614927982227725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC,False
28860,"Kirksville, MO Micro Area",29268,29268,400,56468,0.0136668033347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MO,False
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY Metro Area",700984,700984,29133,96912,0.0415601497323762,769.0,527.0,586.0,742.0,38.0,66.0,39.0,131.0,7.0,8.0,26.0,3.0,3.0,135.0,NY,True
28900,"Klamath Falls, OR Micro Area",69812,69812,7980,59353,0.1143069959319314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OR,False
28940,"Knoxville, TN Metro Area",919553,919553,25283,69734,0.0274948806648447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TN,False
29020,"Kokomo, IN Metro Area",83610,83610,2055,62496,0.0245783997129529,58.0,30.0,53.0,56.0,4.0,8.0,1.0,8.0,0.0,1.0,1.0,1.0,0.0,22.0,IN,True
29060,"Laconia, NH Micro Area",64300,64300,414,87983,0.0064385692068429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NH,False
29100,"La Crosse-Onalaska, WI-MN Metro Area",169945,169945,2041,71009,0.0120097678660743,8.0,6.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,MN+WI,False
29180,"Lafayette, LA Metro Area",410883,410883,7797,60910,0.0189762049050459,304.0,155.0,242.0,286.0,15.0,25.0,3.0,22.0,1.0,2.0,5.0,1.0,0.0,88.0,LA,True
29200,"Lafayette-West Lafayette, IN Metro Area",225019,225019,14795,59895,0.0657500033330518,281.0,160.0,250.0,278.0,16.0,30.0,17.0,38.0,3.0,2.0,8.0,1.0,4.0,75.0,IN,True
29260,"La Grande, OR Micro Area",26192,26192,1038,64212,0.0396304215027489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OR,False
29300,"LaGrange, GA-AL Micro Area",104271,104271,2293,53959,0.0219907740407208,80.0,26.0,64.0,75.0,3.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,34.0,AL+GA,True
29340,"Lake Charles, LA Metro Area",245973,245973,5277,67010,0.021453574172775,293.0,160.0,233.0,285.0,18.0,25.0,6.0,25.0,1.0,2.0,8.0,1.0,0.0,74.0,LA,True
29380,"Lake City, FL Micro Area",70755,70755,1183,55070,0.0167196664546675,87.0,37.0,76.0,87.0,4.0,7.0,2.0,10.0,0.0,0.0,2.0,0.0,0.0,32.0,FL,True
29420,"Lake Havasu City-Kingman, AZ Metro Area",217420,217420,28162,55799,0.1295281022904976,194.0,108.0,150.0,173.0,20.0,35.0,4.0,18.0,3.0,2.0,2.0,0.0,0.0,59.0,AZ,True
29460,"Lakeland-Winter Haven, FL Metro Area",760961,760961,55834,63644,0.0733730112318502,531.0,273.0,428.0,508.0,32.0,43.0,32.0,67.0,0.0,1.0,9.0,0.0,0.0,172.0,FL,True
29470,"Lake of the Woods, VA Micro Area",37208,37208,912,94175,0.0245108578800258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VA,False
29540,"Lancaster, PA Metro Area",555151,555151,5951,83703,0.0107196060171016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PA,False
29620,"Lansing-East Lansing, MI Metro Area",470434,470434,25638,70886,0.0544986119200568,665.0,307.0,595.0,658.0,49.0,66.0,34.0,103.0,6.0,9.0,21.0,1.0,6.0,192.0,MI,True
29660,"Laramie, WY Micro Area",37713,37713,2213,59881,0.0586800307586243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WY,False
29700,"Laredo, TX Metro Area",267731,267731,241536,62506,0.9021592568660336,224.0,103.0,189.0,221.0,26.0,39.0,5.0,25.0,0.0,0.0,1.0,0.0,0.0,72.0,TX,True
29720,"Lares, PR Micro Area",27944,27944,93,19323,0.0033280847409103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PR,False
29740,"Las Cruces, NM Metro Area",221665,221665,131497,55663,0.5932240092030767,208.0,116.0,167.0,202.0,13.0,34.0,4.0,25.0,2.0,3.0,3.0,3.0,0.0,52.0,NM,True
29780,"Las Vegas, NM Micro Area",31212,31212,8254,47700,0.2644495706779444,41.0,18.0,36.0,40.0,1.0,10.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,14.0,NM,True
29820,"Las Vegas-Henderson-North Las Vegas, NV Metro Area",2293764,2293764,521284,73845,0.2272613921920476,2673.0,1442.0,2336.0,2620.0,254.0,362.0,133.0,311.0,11.0,44.0,130.0,31.0,38.0,615.0,NV,True
29860,"Laurel, MS Micro Area",83050,83050,3553,49867,0.0427814569536423,61.0,21.0,53.0,60.0,4.0,6.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,20.0,MS,True
29900,"Laurinburg, NC Micro Area",34353,34353,727,43500,0.021162634995488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC,False
29940,"Lawrence, KS Metro Area",119547,119547,5618,68756,0.0469940692781918,205.0,120.0,187.0,204.0,14.0,27.0,7.0,26.0,3.0,3.0,11.0,1.0,0.0,48.0,KS,True
29980,"Lawrenceburg, TN Micro Area",44901,44901,786,53233,0.0175051780583951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TN,False
30020,"Lawton, OK Metro Area",127174,127174,11137,59060,0.0875729315740638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OK,False
30060,"Lebanon, MO Micro Area",36245,36245,866,50825,0.0238929507518278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MO,False
30140,"Lebanon, PA Metro Area",143592,143592,1476,76350,0.0102791241851913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PA,False
30150,"Lebanon-Claremont, NH-VT Micro Area",222850,222850,1090,79161,0.0048911824096926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NH+VT,False
30180,"Le Mars, IA Micro Area",25699,25699,1037,81600,0.0403517646601035,22.0,11.0,16.0,22.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,IA,True
30260,"Lewisburg, PA Micro Area",42570,42570,270,72894,0.0063424947145877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PA,False
30280,"Lewisburg, TN Micro Area",35276,35276,2049,70829,0.0580848168726613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TN,False
30300,"Lewiston, ID-WA Metro Area",64901,64901,1903,70694,0.0293215821019706,23.0,7.0,20.0,22.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,ID+WA,False
30340,"Lewiston-Auburn, ME Metro Area",112323,112323,890,67298,0.0079235775397736,92.0,50.0,74.0,88.0,5.0,7.0,4.0,14.0,1.0,2.0,0.0,0.0,0.0,18.0,ME,True
30380,"Lewistown, PA Micro Area",46074,46074,257,61415,0.005577983244346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PA,False
30420,"Lexington, NE Micro Area",25949,25949,4286,66023,0.165170141431269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,False
30460,"Lexington-Fayette, KY Metro Area",517378,517378,25558,70717,0.0493990853882461,686.0,378.0,609.0,673.0,34.0,63.0,22.0,83.0,2.0,6.0,16.0,1.0,3.0,209.0,KY,True
30500,"Lexington Park, MD Metro Area",208163,208163,3617,123577,0.0173758064593611,255.0,141.0,223.0,251.0,18.0,23.0,13.0,41.0,2.0,3.0,7.0,1.0,1.0,60.0,MD,True
30580,"Liberal, KS Micro Area",21640,21640,12593,62269,0.5819316081330869,20.0,8.0,16.0,20.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,KS,True
30620,"Lima, OH Metro Area",101685,101685,2308,62001,0.0226975463441018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OH,False
30660,"Lincoln, IL Micro Area",27870,27870,613,64188,0.0219949766774309,13.0,6.0,8.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,IL,True
30700,"Lincoln, NE Metro Area",341309,341309,17584,73095,0.0515192977624381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,False
30780,"Little Rock-North Little Rock-Conway, AR Metro Area",753605,753605,35017,65309,0.0464659868233358,816.0,391.0,703.0,795.0,65.0,104.0,19.0,96.0,2.0,3.0,17.0,1.0,1.0,249.0,AR,True
30820,"Lock Haven, PA Micro Area",37707,37707,217,58842,0.00575489962076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PA,False
30860,"Logan, UT-ID Metro Area",151746,151746,12122,77520,0.0798834895153743,200.0,98.0,171.0,192.0,15.0,29.0,7.0,33.0,2.0,1.0,7.0,0.0,1.0,42.0,ID+UT,True
30900,"Logansport, IN Micro Area",37703,37703,4022,56525,0.1066758613372941,44.0,28.0,41.0,42.0,4.0,7.0,4.0,10.0,0.0,1.0,1.0,0.0,0.0,12.0,IN,True
30980,"Longview, TX Metro Area",288921,288921,43388,65210,0.1501725385139882,362.0,194.0,303.0,326.0,32.0,59.0,11.0,35.0,0.0,0.0,4.0,0.0,0.0,117.0,TX,True
31020,"Longview-Kelso, WA Metro Area",111539,111539,8803,72932,0.0789230672679511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WA,False
31060,"Los Alamos, NM Micro Area",19374,19374,1990,143188,0.1027149788376174,29.0,19.0,28.0,29.0,3.0,9.0,2.0,4.0,1.0,0.0,2.0,0.0,0.0,6.0,NM,True
31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",13012469,13012469,4403074,93525,0.3383734478061004,15391.0,8756.0,12859.0,14920.0,1114.0,2015.0,740.0,1448.0,141.0,315.0,925.0,251.0,279.0,2922.0,CA,True
31140,"Louisville/Jefferson County, KY-IN Metro Area",1361847,1361847,36162,71737,0.0265536436912516,1578.0,803.0,1233.0,1551.0,110.0,151.0,27.0,199.0,5.0,2.0,21.0,5.0,8.0,424.0,IN+KY,True
31180,"Lubbock, TX Metro Area",354782,354782,108909,62288,0.3069744237306289,549.0,269.0,462.0,546.0,54.0,84.0,13.0,58.0,4.0,3.0,5.0,2.0,1.0,157.0,TX,True
31220,"Ludington, MI Micro Area",29177,29177,1091,62296,0.0373924666689515,47.0,28.0,32.0,46.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,MI,True
31260,"Lufkin, TX Micro Area",86791,86791,17567,58847,0.2024057794010899,111.0,46.0,102.0,106.0,9.0,18.0,4.0,11.0,0.0,0.0,2.0,0.0,0.0,36.0,TX,True
31300,"Lumberton, NC Micro Area",116858,116858,8295,40318,0.0709835869174553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC,False
31340,"Lynchburg, VA Metro Area",262716,262716,3713,67782,0.0141331323558519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VA,False
31380,"Macomb, IL Micro Area",27102,27102,667,50434,0.0246107298354365,42.0,26.0,34.0,39.0,1.0,3.0,3.0,5.0,0.0,1.0,1.0,0.0,0.0,11.0,IL,True
31420,"Macon-Bibb County, GA Metro Area",234040,234040,4078,58127,0.0174243719022389,252.0,130.0,209.0,248.0,12.0,23.0,9.0,20.0,0.0,0.0,2.0,1.0,0.0,95.0,GA,True
31500,"Madison, IN Micro Area",33074,33074,819,59987,0.0247626534437927,23.0,17.0,16.0,23.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,IN,True
31540,"Madison, WI Metro Area",683967,683967,29046,86827,0.0424669611253174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WI,False
31580,"Madisonville, KY Micro Area",45143,45143,758,57610,0.0167910861041578,39.0,14.0,35.0,37.0,3.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0,KY,True
31620,"Magnolia, AR Micro Area",22527,22527,722,47363,0.032050428374839,26.0,8.0,26.0,26.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,AR,True
31680,"Malvern, AR Micro Area",33142,33142,967,52644,0.0291774787278981,14.0,4.0,13.0,14.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,AR,True
31700,"Manchester-Nashua, NH Metro Area",424732,424732,5222,100436,0.0122948117871975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NH,False
31740,"Manhattan, KS Metro Area",133413,133413,8745,64096,0.0655483348699152,166.0,81.0,143.0,162.0,15.0,24.0,6.0,20.0,2.0,0.0,3.0,1.0,0.0,41.0,KS,True
31820,"Manitowoc, WI Micro Area",81314,81314,3009,68611,0.0370046978380106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WI,False
31860,"Mankato, MN Metro Area",103736,103736,3636,74722,0.0350505128402868,115.0,60.0,97.0,114.0,11.0,16.0,3.0,19.0,1.0,0.0,1.0,1.0,0.0,25.0,MN,True
31900,"Mansfield, OH Metro Area",125138,125138,1574,57649,0.0125781137624063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OH,False
31930,"Marietta, OH Micro Area",59318,59318,303,61355,0.0051080616339053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OH,False
31940,"Marinette, WI-MI Micro Area",65202,65202,1052,60185,0.0161344744026256,33.0,24.0,20.0,33.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,11.0,MI+WI,False
31980,"Marion, IN Micro Area",66377,66377,2461,54007,0.0370760956355364,46.0,19.0,38.0,40.0,2.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,14.0,IN,True
32000,"Marion, NC Micro Area",44679,44679,2006,55527,0.0448980505382842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC,False
32020,"Marion, OH Micro Area",65145,65145,1049,57306,0.0161025404866068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OH,False
32060,"Marion-Herrin, IL Micro Area",66902,66902,1038,65521,0.0155152312337448,73.0,34.0,66.0,70.0,4.0,6.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0,27.0,IL,True
32100,"Marquette, MI Micro Area",66430,66430,768,64675,0.011561041698028,94.0,62.0,65.0,94.0,2.0,5.0,2.0,13.0,0.0,2.0,0.0,0.0,0.0,18.0,MI,True
32140,"Marshall, MN Micro Area",25498,25498,1635,72761,0.0641226762883363,30.0,17.0,29.0,30.0,2.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,MN,True
32180,"Marshall, MO Micro Area",23177,23177,1426,56566,0.0615265133537558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MO,False
32260,"Marshalltown, IA Micro Area",39971,39971,8218,72785,0.2055990593180055,30.0,12.0,25.0,30.0,4.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,IA,True
32280,"Martin, TN Micro Area",32959,32959,659,49502,0.0199945386692557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TN,False
32300,"Martinsville, VA Micro Area",63949,63949,2570,47021,0.0401882750316658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VA,False
32340,"Maryville, MO Micro Area",20959,20959,190,55970,0.009065318001813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MO,False
32380,"Mason City, IA Micro Area",50165,50165,1980,66394,0.0394697498255756,51.0,28.0,44.0,48.0,1.0,5.0,2.0,6.0,0.0,0.0,2.0,0.0,0.0,17.0,IA,True
32390,"Massena-Ogdensburg, NY Micro Area",107796,107796,339,61900,0.0031448291216742,83.0,46.0,64.0,82.0,3.0,4.0,6.0,12.0,1.0,1.0,1.0,0.0,0.0,16.0,NY,True
32420,"Mayagüez, PR Metro Area",211487,211487,444,20400,0.0020994198224949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PR,False
32460,"Mayfield, KY Micro Area",36612,36612,2398,50576,0.0654976510433737,28.0,15.0,23.0,25.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,KY,True
32540,"McAlester, OK Micro Area",43629,43629,1975,54787,0.0452680556510577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OK,False
32580,"McAllen-Edinburg-Mission, TX Metro Area",880921,880921,771869,52281,0.8762068335299079,346.0,158.0,311.0,339.0,24.0,40.0,8.0,24.0,1.0,0.0,8.0,0.0,1.0,136.0,TX,True
32620,"McComb, MS Micro Area",53794,53794,444,41963,0.0082537085920362,15.0,2.0,12.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,MS,True
32660,"McMinnville, TN Micro Area",41587,41587,3453,54088,0.0830307548031836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TN,False
32700,"McPherson, KS Micro Area",30130,30130,1217,77701,0.0403916362429472,26.0,12.0,19.0,26.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,KS,True
32740,"Meadville, PA Micro Area",83189,83189,465,60254,0.0055896813280602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PA,False
32780,"Medford, OR Metro Area",222563,222563,26351,71443,0.1183979367639724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OR,False
32820,"Memphis, TN-MS-AR Metro Area",1341606,1341606,56594,64743,0.0421837707941079,216.0,79.0,191.0,208.0,12.0,19.0,0.0,29.0,0.0,0.0,3.0,0.0,0.0,74.0,AR+MS+TN,False
32860,"Menomonie, WI Micro Area",45349,45349,637,71785,0.014046616242916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WI,False
32900,"Merced, CA Metro Area",285597,285597,170863,65044,0.5982660882292181,273.0,148.0,193.0,262.0,35.0,38.0,11.0,29.0,4.0,3.0,3.0,0.0,0.0,67.0,CA,True
32940,"Meridian, MS Micro Area",87408,87408,1083,49156,0.0123901702361339,75.0,33.0,63.0,71.0,4.0,7.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,25.0,MS,True
33020,"Mexico, MO Micro Area",24688,24688,577,56232,0.0233716785482825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MO,False
33060,"Miami, OK Micro Area",30360,30360,1513,48656,0.0498353096179183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OK,False
