measure,grp,age_grp,educ,sex,n_unw,weighted
g_music_perf,MEXBORN,55-64,2_hs,2,2027,0.0
g_music_perf,MEXBORN,55-64,3_somecoll,1,1070,224.0
g_music_perf,MEXBORN,55-64,3_somecoll,2,1260,0.0
g_music_perf,MEXBORN,55-64,4_ba,1,519,81.0
g_music_perf,MEXBORN,55-64,4_ba,2,597,0.0
g_music_perf,MEXBORN,55-64,5_grad,1,253,51.0
g_music_perf,MEXBORN,55-64,5_grad,2,272,0.0
g_music_perf,USMEX,25-34,1_lths,1,2019,241.0
g_music_perf,USMEX,25-34,1_lths,2,1264,301.0
g_music_perf,USMEX,25-34,2_hs,1,6618,382.0
g_music_perf,USMEX,25-34,2_hs,2,4840,317.0
g_music_perf,USMEX,25-34,3_somecoll,1,5931,721.0
g_music_perf,USMEX,25-34,3_somecoll,2,6224,237.0
g_music_perf,USMEX,25-34,4_ba,1,3153,428.0
g_music_perf,USMEX,25-34,4_ba,2,4175,491.0
g_music_perf,USMEX,25-34,5_grad,1,771,735.0
g_music_perf,USMEX,25-34,5_grad,2,1440,151.0
g_music_perf,USMEX,35-44,1_lths,1,1853,177.0
g_music_perf,USMEX,35-44,1_lths,2,1227,0.0
g_music_perf,USMEX,35-44,2_hs,1,3903,272.0
g_music_perf,USMEX,35-44,2_hs,2,2961,62.0
g_music_perf,USMEX,35-44,3_somecoll,1,3764,1623.0
g_music_perf,USMEX,35-44,3_somecoll,2,4041,711.0
g_music_perf,USMEX,35-44,4_ba,1,1800,823.0
g_music_perf,USMEX,35-44,4_ba,2,2352,617.0
g_music_perf,USMEX,35-44,5_grad,1,842,0.0
g_music_perf,USMEX,35-44,5_grad,2,1375,251.0
g_music_perf,USMEX,45-54,1_lths,1,1371,294.0
g_music_perf,USMEX,45-54,1_lths,2,1032,96.0
g_music_perf,USMEX,45-54,2_hs,1,2508,768.0
g_music_perf,USMEX,45-54,2_hs,2,2196,0.0
g_music_perf,USMEX,45-54,3_somecoll,1,2631,609.0
g_music_perf,USMEX,45-54,3_somecoll,2,2847,185.0
g_music_perf,USMEX,45-54,4_ba,1,1122,163.0
g_music_perf,USMEX,45-54,4_ba,2,1365,0.0
g_music_perf,USMEX,45-54,5_grad,1,631,413.0
g_music_perf,USMEX,45-54,5_grad,2,982,0.0
g_music_perf,USMEX,55-64,1_lths,1,1229,132.0
g_music_perf,USMEX,55-64,1_lths,2,1089,0.0
g_music_perf,USMEX,55-64,2_hs,1,2135,159.0
g_music_perf,USMEX,55-64,2_hs,2,2249,0.0
g_music_perf,USMEX,55-64,3_somecoll,1,1842,158.0
g_music_perf,USMEX,55-64,3_somecoll,2,2314,0.0
g_music_perf,USMEX,55-64,4_ba,1,765,0.0
g_music_perf,USMEX,55-64,4_ba,2,883,0.0
g_music_perf,USMEX,55-64,5_grad,1,417,63.0
g_music_perf,USMEX,55-64,5_grad,2,561,170.0
g_music_perf,USWHITE,25-34,1_lths,1,6229,102.0
g_music_perf,USWHITE,25-34,1_lths,2,4259,257.0
g_music_perf,USWHITE,25-34,2_hs,1,31275,3983.0
g_music_perf,USWHITE,25-34,2_hs,2,19612,3027.0
g_music_perf,USWHITE,25-34,3_somecoll,1,30683,9008.0
g_music_perf,USWHITE,25-34,3_somecoll,2,28688,5774.0
g_music_perf,USWHITE,25-34,4_ba,1,33690,13354.0
g_music_perf,USWHITE,25-34,4_ba,2,37401,7806.0
g_music_perf,USWHITE,25-34,5_grad,1,11277,4856.0
g_music_perf,USWHITE,25-34,5_grad,2,19189,2354.0
g_music_perf,USWHITE,35-44,1_lths,1,7013,701.0
g_music_perf,USWHITE,35-44,1_lths,2,4374,0.0
g_music_perf,USWHITE,35-44,2_hs,1,30187,2939.0
g_music_perf,USWHITE,35-44,2_hs,2,19389,1324.0
g_music_perf,USWHITE,35-44,3_somecoll,1,34292,7123.0
g_music_perf,USWHITE,35-44,3_somecoll,2,32676,2044.0
g_music_perf,USWHITE,35-44,4_ba,1,31971,11178.0
g_music_perf,USWHITE,35-44,4_ba,2,34734,6313.0
g_music_perf,USWHITE,35-44,5_grad,1,18742,6204.0
g_music_perf,USWHITE,35-44,5_grad,2,26871,4490.0
g_music_perf,USWHITE,45-54,1_lths,1,7308,541.0
g_music_perf,USWHITE,45-54,1_lths,2,4684,317.0
g_music_perf,USWHITE,45-54,2_hs,1,30817,1628.0
g_music_perf,USWHITE,45-54,2_hs,2,22752,444.0
g_music_perf,USWHITE,45-54,3_somecoll,1,33145,4512.0
g_music_perf,USWHITE,45-54,3_somecoll,2,34412,1858.0
g_music_perf,USWHITE,45-54,4_ba,1,27748,6954.0
g_music_perf,USWHITE,45-54,4_ba,2,31202,4168.0
g_music_perf,USWHITE,45-54,5_grad,1,17865,4829.0
g_music_perf,USWHITE,45-54,5_grad,2,23870,2535.0
g_music_perf,USWHITE,55-64,1_lths,1,10558,63.0
g_music_perf,USWHITE,55-64,1_lths,2,7659,0.0
g_music_perf,USWHITE,55-64,2_hs,1,46976,2319.0
g_music_perf,USWHITE,55-64,2_hs,2,43091,538.0
g_music_perf,USWHITE,55-64,3_somecoll,1,41553,5254.0
g_music_perf,USWHITE,55-64,3_somecoll,2,50646,1730.0
g_music_perf,USWHITE,55-64,4_ba,1,31964,5357.0
g_music_perf,USWHITE,55-64,4_ba,2,35641,2682.0
g_music_perf,USWHITE,55-64,5_grad,1,19740,2921.0
g_music_perf,USWHITE,55-64,5_grad,2,22865,4078.0
g_sports,FBOTHER,25-34,1_lths,1,2600,165.0
g_sports,FBOTHER,25-34,1_lths,2,2094,101.0
g_sports,FBOTHER,25-34,2_hs,1,4121,519.0
g_sports,FBOTHER,25-34,2_hs,2,3526,0.0
g_sports,FBOTHER,25-34,3_somecoll,1,3688,1126.0
g_sports,FBOTHER,25-34,3_somecoll,2,3952,1367.0
g_sports,FBOTHER,25-34,4_ba,1,5572,2345.0
g_sports,FBOTHER,25-34,4_ba,2,7109,1717.0
g_sports,FBOTHER,25-34,5_grad,1,5129,1707.0
g_sports,FBOTHER,25-34,5_grad,2,5595,583.0
g_sports,FBOTHER,35-44,1_lths,1,3630,54.0
g_sports,FBOTHER,35-44,1_lths,2,3389,376.0
g_sports,FBOTHER,35-44,2_hs,1,4651,660.0
g_sports,FBOTHER,35-44,2_hs,2,4563,1172.0
g_sports,FBOTHER,35-44,3_somecoll,1,4588,1229.0
g_sports,FBOTHER,35-44,3_somecoll,2,5301,364.0
g_sports,FBOTHER,35-44,4_ba,1,6996,1661.0
g_sports,FBOTHER,35-44,4_ba,2,9037,1180.0
g_sports,FBOTHER,35-44,5_grad,1,7930,1319.0
g_sports,FBOTHER,35-44,5_grad,2,8760,426.0
g_sports,FBOTHER,45-54,1_lths,1,4056,176.0
g_sports,FBOTHER,45-54,1_lths,2,4201,0.0
g_sports,FBOTHER,45-54,2_hs,1,4916,934.0
g_sports,FBOTHER,45-54,2_hs,2,5740,195.0
g_sports,FBOTHER,45-54,3_somecoll,1,4991,451.0
g_sports,FBOTHER,45-54,3_somecoll,2,6426,429.0
g_sports,FBOTHER,45-54,4_ba,1,6866,1453.0
g_sports,FBOTHER,45-54,4_ba,2,8872,1318.0
g_sports,FBOTHER,45-54,5_grad,1,7472,1146.0
g_sports,FBOTHER,45-54,5_grad,2,7943,929.0
g_sports,FBOTHER,55-64,1_lths,1,4332,125.0
g_sports,FBOTHER,55-64,1_lths,2,4992,682.0
g_sports,FBOTHER,55-64,2_hs,1,5544,570.0
g_sports,FBOTHER,55-64,2_hs,2,6679,318.0
g_sports,FBOTHER,55-64,3_somecoll,1,5524,912.0
g_sports,FBOTHER,55-64,3_somecoll,2,6984,150.0
g_sports,FBOTHER,55-64,4_ba,1,5754,1084.0
g_sports,FBOTHER,55-64,4_ba,2,7254,562.0
g_sports,FBOTHER,55-64,5_grad,1,6094,491.0
g_sports,FBOTHER,55-64,5_grad,2,5163,0.0
g_sports,MEXBORN,25-34,1_lths,1,1979,0.0
g_sports,MEXBORN,25-34,1_lths,2,1016,62.0
g_sports,MEXBORN,25-34,2_hs,1,2374,182.0
g_sports,MEXBORN,25-34,2_hs,2,1816,59.0
g_sports,MEXBORN,25-34,3_somecoll,1,1193,0.0
g_sports,MEXBORN,25-34,3_somecoll,2,1255,49.0
g_sports,MEXBORN,25-34,4_ba,1,776,289.0
g_sports,MEXBORN,25-34,4_ba,2,856,196.0
g_sports,MEXBORN,25-34,5_grad,1,246,50.0
g_sports,MEXBORN,25-34,5_grad,2,281,0.0
g_sports,MEXBORN,35-44,1_lths,1,4141,0.0
g_sports,MEXBORN,35-44,1_lths,2,3187,0.0
g_sports,MEXBORN,35-44,2_hs,1,2887,285.0
g_sports,MEXBORN,35-44,2_hs,2,2513,58.0
g_sports,MEXBORN,35-44,3_somecoll,1,1327,76.0
g_sports,MEXBORN,35-44,3_somecoll,2,1498,0.0
g_sports,MEXBORN,35-44,4_ba,1,732,145.0
g_sports,MEXBORN,35-44,4_ba,2,883,311.0
g_sports,MEXBORN,35-44,5_grad,1,323,90.0
g_sports,MEXBORN,35-44,5_grad,2,419,0.0
g_sports,MEXBORN,45-54,1_lths,1,5396,0.0
g_sports,MEXBORN,45-54,1_lths,2,5065,70.0
g_sports,MEXBORN,45-54,2_hs,1,2741,0.0
g_sports,MEXBORN,45-54,2_hs,2,2894,618.0
g_sports,MEXBORN,45-54,3_somecoll,1,1259,194.0
g_sports,MEXBORN,45-54,3_somecoll,2,1548,0.0
g_sports,MEXBORN,45-54,4_ba,1,578,0.0
g_sports,MEXBORN,45-54,4_ba,2,813,67.0
g_sports,MEXBORN,45-54,5_grad,1,332,0.0
g_sports,MEXBORN,45-54,5_grad,2,364,0.0
g_sports,MEXBORN,55-64,1_lths,1,4858,0.0
g_sports,MEXBORN,55-64,1_lths,2,4405,134.0
g_sports,MEXBORN,55-64,2_hs,1,1995,0.0
g_sports,MEXBORN,55-64,2_hs,2,2027,0.0
g_sports,MEXBORN,55-64,3_somecoll,1,1070,0.0
g_sports,MEXBORN,55-64,3_somecoll,2,1260,49.0
g_sports,MEXBORN,55-64,4_ba,1,519,0.0
g_sports,MEXBORN,55-64,4_ba,2,597,0.0
g_sports,MEXBORN,55-64,5_grad,1,253,97.0
g_sports,MEXBORN,55-64,5_grad,2,272,0.0
g_sports,USMEX,25-34,1_lths,1,2019,44.0
g_sports,USMEX,25-34,1_lths,2,1264,0.0
g_sports,USMEX,25-34,2_hs,1,6618,965.0
g_sports,USMEX,25-34,2_hs,2,4840,277.0
g_sports,USMEX,25-34,3_somecoll,1,5931,498.0
g_sports,USMEX,25-34,3_somecoll,2,6224,577.0
g_sports,USMEX,25-34,4_ba,1,3153,2169.0
g_sports,USMEX,25-34,4_ba,2,4175,1191.0
g_sports,USMEX,25-34,5_grad,1,771,405.0
g_sports,USMEX,25-34,5_grad,2,1440,129.0
g_sports,USMEX,35-44,1_lths,1,1853,0.0
g_sports,USMEX,35-44,1_lths,2,1227,0.0
g_sports,USMEX,35-44,2_hs,1,3903,183.0
g_sports,USMEX,35-44,2_hs,2,2961,43.0
g_sports,USMEX,35-44,3_somecoll,1,3764,513.0
g_sports,USMEX,35-44,3_somecoll,2,4041,243.0
g_sports,USMEX,35-44,4_ba,1,1800,945.0
g_sports,USMEX,35-44,4_ba,2,2352,921.0
g_sports,USMEX,35-44,5_grad,1,842,78.0
g_sports,USMEX,35-44,5_grad,2,1375,273.0
g_sports,USMEX,45-54,1_lths,1,1371,0.0
g_sports,USMEX,45-54,1_lths,2,1032,0.0
g_sports,USMEX,45-54,2_hs,1,2508,0.0
g_sports,USMEX,45-54,2_hs,2,2196,0.0
g_sports,USMEX,45-54,3_somecoll,1,2631,249.0
g_sports,USMEX,45-54,3_somecoll,2,2847,217.0
g_sports,USMEX,45-54,4_ba,1,1122,343.0
g_sports,USMEX,45-54,4_ba,2,1365,294.0
g_sports,USMEX,45-54,5_grad,1,631,0.0
g_sports,USMEX,45-54,5_grad,2,982,166.0
g_sports,USMEX,55-64,1_lths,1,1229,0.0
g_sports,USMEX,55-64,1_lths,2,1089,0.0
g_sports,USMEX,55-64,2_hs,1,2135,388.0
g_sports,USMEX,55-64,2_hs,2,2249,0.0
g_sports,USMEX,55-64,3_somecoll,1,1842,598.0
g_sports,USMEX,55-64,3_somecoll,2,2314,119.0
g_sports,USMEX,55-64,4_ba,1,765,94.0
g_sports,USMEX,55-64,4_ba,2,883,12.0
g_sports,USMEX,55-64,5_grad,1,417,0.0
g_sports,USMEX,55-64,5_grad,2,561,0.0
g_sports,USWHITE,25-34,1_lths,1,6229,245.0
g_sports,USWHITE,25-34,1_lths,2,4259,110.0
g_sports,USWHITE,25-34,2_hs,1,31275,2914.0
g_sports,USWHITE,25-34,2_hs,2,19612,1718.0
g_sports,USWHITE,25-34,3_somecoll,1,30683,7629.0
g_sports,USWHITE,25-34,3_somecoll,2,28688,3323.0
g_sports,USWHITE,25-34,4_ba,1,33690,18279.0
g_sports,USWHITE,25-34,4_ba,2,37401,10161.0
g_sports,USWHITE,25-34,5_grad,1,11277,5197.0
g_sports,USWHITE,25-34,5_grad,2,19189,4255.0
g_sports,USWHITE,35-44,1_lths,1,7013,844.0
g_sports,USWHITE,35-44,1_lths,2,4374,24.0
g_sports,USWHITE,35-44,2_hs,1,30187,1677.0
g_sports,USWHITE,35-44,2_hs,2,19389,1375.0
g_sports,USWHITE,35-44,3_somecoll,1,34292,4005.0
g_sports,USWHITE,35-44,3_somecoll,2,32676,3200.0
g_sports,USWHITE,35-44,4_ba,1,31971,12088.0
g_sports,USWHITE,35-44,4_ba,2,34734,8086.0
g_sports,USWHITE,35-44,5_grad,1,18742,6232.0
g_sports,USWHITE,35-44,5_grad,2,26871,6596.0
g_sports,USWHITE,45-54,1_lths,1,7308,462.0
g_sports,USWHITE,45-54,1_lths,2,4684,58.0
g_sports,USWHITE,45-54,2_hs,1,30817,1149.0
g_sports,USWHITE,45-54,2_hs,2,22752,1196.0
g_sports,USWHITE,45-54,3_somecoll,1,33145,4847.0
g_sports,USWHITE,45-54,3_somecoll,2,34412,3077.0
g_sports,USWHITE,45-54,4_ba,1,27748,7512.0
g_sports,USWHITE,45-54,4_ba,2,31202,5379.0
g_sports,USWHITE,45-54,5_grad,1,17865,3433.0
g_sports,USWHITE,45-54,5_grad,2,23870,5509.0
g_sports,USWHITE,55-64,1_lths,1,10558,231.0
g_sports,USWHITE,55-64,1_lths,2,7659,31.0
g_sports,USWHITE,55-64,2_hs,1,46976,1703.0
g_sports,USWHITE,55-64,2_hs,2,43091,1121.0
g_sports,USWHITE,55-64,3_somecoll,1,41553,3577.0
g_sports,USWHITE,55-64,3_somecoll,2,50646,1966.0
g_sports,USWHITE,55-64,4_ba,1,31964,6944.0
g_sports,USWHITE,55-64,4_ba,2,35641,4685.0
g_sports,USWHITE,55-64,5_grad,1,19740,3240.0
g_sports,USWHITE,55-64,5_grad,2,22865,3318.0
g_visual_design,FBOTHER,25-34,1_lths,1,2600,437.0
g_visual_design,FBOTHER,25-34,1_lths,2,2094,390.0
g_visual_design,FBOTHER,25-34,2_hs,1,4121,1860.0
g_visual_design,FBOTHER,25-34,2_hs,2,3526,2226.0
g_visual_design,FBOTHER,25-34,3_somecoll,1,3688,3434.0
g_visual_design,FBOTHER,25-34,3_somecoll,2,3952,3814.0
g_visual_design,FBOTHER,25-34,4_ba,1,5572,7554.0
g_visual_design,FBOTHER,25-34,4_ba,2,7109,18217.0
g_visual_design,FBOTHER,25-34,5_grad,1,5129,5043.0
g_visual_design,FBOTHER,25-34,5_grad,2,5595,9000.0
g_visual_design,FBOTHER,35-44,1_lths,1,3630,1112.0
g_visual_design,FBOTHER,35-44,1_lths,2,3389,1339.0
g_visual_design,FBOTHER,35-44,2_hs,1,4651,1973.0
g_visual_design,FBOTHER,35-44,2_hs,2,4563,1643.0
g_visual_design,FBOTHER,35-44,3_somecoll,1,4588,5551.0
g_visual_design,FBOTHER,35-44,3_somecoll,2,5301,5794.0
g_visual_design,FBOTHER,35-44,4_ba,1,6996,9919.0
g_visual_design,FBOTHER,35-44,4_ba,2,9037,16292.0
g_visual_design,FBOTHER,35-44,5_grad,1,7930,5868.0
g_visual_design,FBOTHER,35-44,5_grad,2,8760,7161.0
g_visual_design,FBOTHER,45-54,1_lths,1,4056,1359.0
g_visual_design,FBOTHER,45-54,1_lths,2,4201,1189.0
g_visual_design,FBOTHER,45-54,2_hs,1,4916,2032.0
g_visual_design,FBOTHER,45-54,2_hs,2,5740,2033.0
g_visual_design,FBOTHER,45-54,3_somecoll,1,4991,6873.0
g_visual_design,FBOTHER,45-54,3_somecoll,2,6426,5551.0
g_visual_design,FBOTHER,45-54,4_ba,1,6866,8875.0
g_visual_design,FBOTHER,45-54,4_ba,2,8872,9982.0
g_visual_design,FBOTHER,45-54,5_grad,1,7472,5693.0
g_visual_design,FBOTHER,45-54,5_grad,2,7943,5479.0
g_visual_design,FBOTHER,55-64,1_lths,1,4332,741.0
g_visual_design,FBOTHER,55-64,1_lths,2,4992,678.0
g_visual_design,FBOTHER,55-64,2_hs,1,5544,2566.0
g_visual_design,FBOTHER,55-64,2_hs,2,6679,1625.0
g_visual_design,FBOTHER,55-64,3_somecoll,1,5524,4793.0
g_visual_design,FBOTHER,55-64,3_somecoll,2,6984,2939.0
g_visual_design,FBOTHER,55-64,4_ba,1,5754,4997.0
g_visual_design,FBOTHER,55-64,4_ba,2,7254,4768.0
g_visual_design,FBOTHER,55-64,5_grad,1,6094,1145.0
g_visual_design,FBOTHER,55-64,5_grad,2,5163,2759.0
g_visual_design,MEXBORN,25-34,1_lths,1,1979,496.0
g_visual_design,MEXBORN,25-34,1_lths,2,1016,143.0
g_visual_design,MEXBORN,25-34,2_hs,1,2374,285.0
g_visual_design,MEXBORN,25-34,2_hs,2,1816,0.0
g_visual_design,MEXBORN,25-34,3_somecoll,1,1193,55.0
g_visual_design,MEXBORN,25-34,3_somecoll,2,1255,0.0
g_visual_design,MEXBORN,25-34,4_ba,1,776,1061.0
g_visual_design,MEXBORN,25-34,4_ba,2,856,2572.0
g_visual_design,MEXBORN,25-34,5_grad,1,246,37.0
g_visual_design,MEXBORN,25-34,5_grad,2,281,458.0
g_visual_design,MEXBORN,35-44,1_lths,1,4141,1157.0
g_visual_design,MEXBORN,35-44,1_lths,2,3187,1027.0
g_visual_design,MEXBORN,35-44,2_hs,1,2887,1567.0
g_visual_design,MEXBORN,35-44,2_hs,2,2513,19.0
g_visual_design,MEXBORN,35-44,3_somecoll,1,1327,1929.0
g_visual_design,MEXBORN,35-44,3_somecoll,2,1498,124.0
g_visual_design,MEXBORN,35-44,4_ba,1,732,1517.0
g_visual_design,MEXBORN,35-44,4_ba,2,883,2029.0
g_visual_design,MEXBORN,35-44,5_grad,1,323,374.0
g_visual_design,MEXBORN,35-44,5_grad,2,419,160.0
g_visual_design,MEXBORN,45-54,1_lths,1,5396,587.0
g_visual_design,MEXBORN,45-54,1_lths,2,5065,566.0
g_visual_design,MEXBORN,45-54,2_hs,1,2741,527.0
g_visual_design,MEXBORN,45-54,2_hs,2,2894,175.0
g_visual_design,MEXBORN,45-54,3_somecoll,1,1259,1840.0
g_visual_design,MEXBORN,45-54,3_somecoll,2,1548,778.0
g_visual_design,MEXBORN,45-54,4_ba,1,578,923.0
g_visual_design,MEXBORN,45-54,4_ba,2,813,861.0
g_visual_design,MEXBORN,45-54,5_grad,1,332,300.0
g_visual_design,MEXBORN,45-54,5_grad,2,364,319.0
g_visual_design,MEXBORN,55-64,1_lths,1,4858,636.0
g_visual_design,MEXBORN,55-64,1_lths,2,4405,105.0
g_visual_design,MEXBORN,55-64,2_hs,1,1995,1198.0
g_visual_design,MEXBORN,55-64,2_hs,2,2027,338.0
g_visual_design,MEXBORN,55-64,3_somecoll,1,1070,169.0
g_visual_design,MEXBORN,55-64,3_somecoll,2,1260,216.0
g_visual_design,MEXBORN,55-64,4_ba,1,519,335.0
g_visual_design,MEXBORN,55-64,4_ba,2,597,360.0
g_visual_design,MEXBORN,55-64,5_grad,1,253,810.0
g_visual_design,MEXBORN,55-64,5_grad,2,272,100.0
g_visual_design,USMEX,25-34,1_lths,1,2019,1186.0
g_visual_design,USMEX,25-34,1_lths,2,1264,1032.0
g_visual_design,USMEX,25-34,2_hs,1,6618,1241.0
g_visual_design,USMEX,25-34,2_hs,2,4840,1407.0
g_visual_design,USMEX,25-34,3_somecoll,1,5931,3733.0
g_visual_design,USMEX,25-34,3_somecoll,2,6224,4556.0
g_visual_design,USMEX,25-34,4_ba,1,3153,5797.0
g_visual_design,USMEX,25-34,4_ba,2,4175,6970.0
g_visual_design,USMEX,25-34,5_grad,1,771,285.0
g_visual_design,USMEX,25-34,5_grad,2,1440,853.0
g_visual_design,USMEX,35-44,1_lths,1,1853,698.0
g_visual_design,USMEX,35-44,1_lths,2,1227,117.0
g_visual_design,USMEX,35-44,2_hs,1,3903,2722.0
g_visual_design,USMEX,35-44,2_hs,2,2961,758.0
g_visual_design,USMEX,35-44,3_somecoll,1,3764,3389.0
g_visual_design,USMEX,35-44,3_somecoll,2,4041,778.0
g_visual_design,USMEX,35-44,4_ba,1,1800,3998.0
g_visual_design,USMEX,35-44,4_ba,2,2352,2633.0
g_visual_design,USMEX,35-44,5_grad,1,842,460.0
g_visual_design,USMEX,35-44,5_grad,2,1375,1124.0
g_visual_design,USMEX,45-54,1_lths,1,1371,156.0
g_visual_design,USMEX,45-54,1_lths,2,1032,159.0
g_visual_design,USMEX,45-54,2_hs,1,2508,1265.0
g_visual_design,USMEX,45-54,2_hs,2,2196,189.0
g_visual_design,USMEX,45-54,3_somecoll,1,2631,3640.0
g_visual_design,USMEX,45-54,3_somecoll,2,2847,1607.0
g_visual_design,USMEX,45-54,4_ba,1,1122,1080.0
g_visual_design,USMEX,45-54,4_ba,2,1365,1030.0
g_visual_design,USMEX,45-54,5_grad,1,631,170.0
g_visual_design,USMEX,45-54,5_grad,2,982,935.0
g_visual_design,USMEX,55-64,1_lths,1,1229,55.0
g_visual_design,USMEX,55-64,1_lths,2,1089,0.0
g_visual_design,USMEX,55-64,2_hs,1,2135,451.0
g_visual_design,USMEX,55-64,2_hs,2,2249,200.0
g_visual_design,USMEX,55-64,3_somecoll,1,1842,1236.0
g_visual_design,USMEX,55-64,3_somecoll,2,2314,565.0
g_visual_design,USMEX,55-64,4_ba,1,765,434.0
g_visual_design,USMEX,55-64,4_ba,2,883,319.0
g_visual_design,USMEX,55-64,5_grad,1,417,60.0
g_visual_design,USMEX,55-64,5_grad,2,561,0.0
g_visual_design,USWHITE,25-34,1_lths,1,6229,1806.0
g_visual_design,USWHITE,25-34,1_lths,2,4259,1159.0
g_visual_design,USWHITE,25-34,2_hs,1,31275,9711.0
g_visual_design,USWHITE,25-34,2_hs,2,19612,10956.0
g_visual_design,USWHITE,25-34,3_somecoll,1,30683,23138.0
g_visual_design,USWHITE,25-34,3_somecoll,2,28688,23646.0
g_visual_design,USWHITE,25-34,4_ba,1,33690,49654.0
g_visual_design,USWHITE,25-34,4_ba,2,37401,95605.0
g_visual_design,USWHITE,25-34,5_grad,1,11277,6607.0
g_visual_design,USWHITE,25-34,5_grad,2,19189,14599.0
g_visual_design,USWHITE,35-44,1_lths,1,7013,305.0
g_visual_design,USWHITE,35-44,1_lths,2,4374,960.0
g_visual_design,USWHITE,35-44,2_hs,1,30187,10004.0
g_visual_design,USWHITE,35-44,2_hs,2,19389,8044.0
g_visual_design,USWHITE,35-44,3_somecoll,1,34292,28235.0
g_visual_design,USWHITE,35-44,3_somecoll,2,32676,30167.0
g_visual_design,USWHITE,35-44,4_ba,1,31971,49325.0
g_visual_design,USWHITE,35-44,4_ba,2,34734,74475.0
g_visual_design,USWHITE,35-44,5_grad,1,18742,12776.0
g_visual_design,USWHITE,35-44,5_grad,2,26871,19311.0
g_visual_design,USWHITE,45-54,1_lths,1,7308,1851.0
g_visual_design,USWHITE,45-54,1_lths,2,4684,665.0
g_visual_design,USWHITE,45-54,2_hs,1,30817,9031.0
g_visual_design,USWHITE,45-54,2_hs,2,22752,7940.0
g_visual_design,USWHITE,45-54,3_somecoll,1,33145,30575.0
g_visual_design,USWHITE,45-54,3_somecoll,2,34412,20223.0
g_visual_design,USWHITE,45-54,4_ba,1,27748,38612.0
g_visual_design,USWHITE,45-54,4_ba,2,31202,43391.0
g_visual_design,USWHITE,45-54,5_grad,1,17865,8565.0
g_visual_design,USWHITE,45-54,5_grad,2,23870,13844.0
g_visual_design,USWHITE,55-64,1_lths,1,10558,851.0
g_visual_design,USWHITE,55-64,1_lths,2,7659,314.0
g_visual_design,USWHITE,55-64,2_hs,1,46976,8939.0
g_visual_design,USWHITE,55-64,2_hs,2,43091,9410.0
g_visual_design,USWHITE,55-64,3_somecoll,1,41553,25983.0
g_visual_design,USWHITE,55-64,3_somecoll,2,50646,23838.0
g_visual_design,USWHITE,55-64,4_ba,1,31964,28420.0
g_visual_design,USWHITE,55-64,4_ba,2,35641,35559.0
g_visual_design,USWHITE,55-64,5_grad,1,19740,7688.0
g_visual_design,USWHITE,55-64,5_grad,2,22865,7988.0
g_writers_media,FBOTHER,25-34,1_lths,1,2600,185.0
g_writers_media,FBOTHER,25-34,1_lths,2,2094,0.0
g_writers_media,FBOTHER,25-34,2_hs,1,4121,51.0
g_writers_media,FBOTHER,25-34,2_hs,2,3526,848.0
g_writers_media,FBOTHER,25-34,3_somecoll,1,3688,481.0
g_writers_media,FBOTHER,25-34,3_somecoll,2,3952,783.0
g_writers_media,FBOTHER,25-34,4_ba,1,5572,3154.0
g_writers_media,FBOTHER,25-34,4_ba,2,7109,6602.0
g_writers_media,FBOTHER,25-34,5_grad,1,5129,755.0
g_writers_media,FBOTHER,25-34,5_grad,2,5595,4506.0
g_writers_media,FBOTHER,35-44,1_lths,1,3630,387.0
g_writers_media,FBOTHER,35-44,1_lths,2,3389,462.0
g_writers_media,FBOTHER,35-44,2_hs,1,4651,526.0
g_writers_media,FBOTHER,35-44,2_hs,2,4563,702.0
g_writers_media,FBOTHER,35-44,3_somecoll,1,4588,1211.0
g_writers_media,FBOTHER,35-44,3_somecoll,2,5301,1465.0
g_writers_media,FBOTHER,35-44,4_ba,1,6996,3379.0
g_writers_media,FBOTHER,35-44,4_ba,2,9037,6222.0
g_writers_media,FBOTHER,35-44,5_grad,1,7930,2432.0
g_writers_media,FBOTHER,35-44,5_grad,2,8760,6290.0
g_writers_media,FBOTHER,45-54,1_lths,1,4056,951.0
g_writers_media,FBOTHER,45-54,1_lths,2,4201,147.0
g_writers_media,FBOTHER,45-54,2_hs,1,4916,937.0
g_writers_media,FBOTHER,45-54,2_hs,2,5740,408.0
g_writers_media,FBOTHER,45-54,3_somecoll,1,4991,1712.0
g_writers_media,FBOTHER,45-54,3_somecoll,2,6426,3671.0
g_writers_media,FBOTHER,45-54,4_ba,1,6866,4447.0
g_writers_media,FBOTHER,45-54,4_ba,2,8872,4987.0
g_writers_media,FBOTHER,45-54,5_grad,1,7472,3088.0
g_writers_media,FBOTHER,45-54,5_grad,2,7943,4483.0
g_writers_media,FBOTHER,55-64,1_lths,1,4332,418.0
g_writers_media,FBOTHER,55-64,1_lths,2,4992,213.0
g_writers_media,FBOTHER,55-64,2_hs,1,5544,724.0
g_writers_media,FBOTHER,55-64,2_hs,2,6679,968.0
g_writers_media,FBOTHER,55-64,3_somecoll,1,5524,1658.0
g_writers_media,FBOTHER,55-64,3_somecoll,2,6984,3177.0
g_writers_media,FBOTHER,55-64,4_ba,1,5754,2224.0
g_writers_media,FBOTHER,55-64,4_ba,2,7254,4918.0
g_writers_media,FBOTHER,55-64,5_grad,1,6094,2401.0
g_writers_media,FBOTHER,55-64,5_grad,2,5163,3039.0
