measure,channel,eta,unweighted_bn,person_p1,person_p2,person_p3,person_p5,person_p10,quintile_bins,decile_bins,quintile_bins_floored_p5,decile_bins_floored_p5,equal_split_p1,equal_split_p2,equal_split_p3,equal_split_p5,equal_split_p10,median_normalized_p5
money,owner_value_stock_metro_local_low,2.0,1263.8331911911669,4718671821.392462,20519.966250950398,9011.899647445109,5394.947974716132,3685.700229702403,4574.655874276888,7172.87306181676,4032.9140781941787,4997.5276313453205,1024.6852352639953,800.3160166013981,737.7314447607029,702.7951463599522,704.964940274806,2962.5437556378192
money,renters_national_uniform_low,0.0,-21.592985823170192,-21.59298582317008,-21.59298582317008,-21.59298582317008,-21.59298582317008,-21.59298582317008,-21.592985823170192,-21.592985823170036,-21.592985823170192,-21.592985823170036,-21.59298582317008,-21.59298582317008,-21.59298582317008,-21.59298582317008,-21.59298582317008,-21.59298582317008
money,renters_national_uniform_low,1.0,-21.592985823170192,-9694.572844430702,-70.28930770173105,-57.70177688669388,-50.09819668779173,-43.77543820817606,-47.477042310353475,-55.310945966536295,-45.07408753901248,-48.83523127908035,-43.000729263714966,-27.18431174116712,-25.615127262004144,-24.635985556754232,-23.903809736419777,-37.12452021619263
money,renters_national_uniform_low,1.3,-21.592985823170192,-189524.58490443678,-133.64227687088518,-93.47960966724722,-73.57149462052014,-59.47748730533536,-67.36422500839548,-86.25950232255722,-62.337234251724134,-70.73989308101731,-43.2561037851374,-29.685922819388594,-27.168863098887375,-25.6529538963387,-24.601467433177508,-49.831041236958335
money,renters_national_uniform_low,1.4,-21.592985823170192,-511798.9552315478,-170.00830009788496,-111.61596551022303,-84.52615784272983,-66.35248136208837,-76.33011235624575,-101.33956456002876,-69.98598671808469,-80.84338576127293,-43.28294070301701,-30.495854605064686,-27.67845561584865,-25.97867903026003,-24.821306921098174,-55.56040299911539
money,renters_national_uniform_low,2.0,-21.592985823170192,-199664217.60885537,-880.4782644799875,-370.95767175373777,-212.57753113399136,-135.77298116787378,-172.43975021163516,-295.3271521594331,-148.96449558091751,-195.5982051834916,-43.35817016703589,-34.34025420485762,-30.367308762202732,-27.692288749830198,-25.96933705801432,-116.73332910741314
money,landlords_intp_national_uniform_low,0.0,22.046128654135487,22.046128654135387,22.046128654135387,22.046128654135387,22.046128654135387,22.046128654135387,22.046128654135487,22.046128654135483,22.046128654135487,22.046128654135483,22.046128654135387,22.046128654135387,22.046128654135387,22.046128654135387,22.046128654135387,22.046128654135387
money,landlords_intp_national_uniform_low,1.0,22.046128654135487,15.927752769624883,12.16119147647547,12.096199243725186,12.008674465797835,11.877973432868066,13.98841602474051,12.98364073097724,13.868884936228923,12.81099594476568,0.0706482890599442,4.703327306101664,5.3697771495496145,5.9053129704217975,6.486030262981969,8.898848809937855
money,landlords_intp_national_uniform_low,1.3,22.046128654135487,79.14271608248177,12.289743773907807,12.085630651595494,11.858606734951938,11.569031354765583,13.701037153205505,12.895900219281039,13.450977649693806,12.482142086177541,0.018063121164083616,2.7299174608852366,3.512561143609066,4.13486627416817,4.7852584398289455,8.032006475745076
money,landlords_intp_national_uniform_low,1.4,22.046128654135487,188.94267419758714,12.629264411370078,12.334057717765281,12.026100118238174,11.653462480536904,13.83126535676762,13.139889507565291,13.515687114418741,12.593454314285436,0.01597892000358567,2.265420047352448,3.0585917305281365,3.696159898084773,4.359357223499088,7.904949025605007
money,landlords_intp_national_uniform_low,2.0,22.046128654135487,62722.71420185265,20.04733079175591,17.549967617897742,15.782770702049849,14.227055875503822,17.678149340621896,18.753156005530336,16.51041086607276,16.09434789542042,0.013620578330314057,0.7818823738077807,1.4366741167524872,2.056007712677957,2.7212130587111547,8.666839607935522
money,landlords_scf_national_uniform_low,0.0,22.046128654135455,22.046128654135387,22.046128654135387,22.046128654135387,22.046128654135387,22.046128654135387,22.046128654135455,22.046128654135405,22.046128654135455,22.046128654135405,22.046128654135387,22.046128654135387,22.046128654135387,22.046128654135387,22.046128654135387,22.046128654135387
money,landlords_scf_national_uniform_low,1.0,22.046128654135455,4261.860179283133,18.22145999628621,15.230456178927968,13.91884136537366,13.217416690467369,15.150128029287615,15.103648206009755,14.953850321772189,14.480965577499239,18.903679271897158,7.047129429986565,6.761144878565808,6.844645067387429,7.217440343450426,10.314349454033604
money,landlords_scf_national_uniform_low,1.3,22.046128654135455,84315.37468255333,28.154630348584558,18.575351217957344,15.122598601335358,13.553024851379456,15.531470558478532,16.728586722810693,15.120856828587119,15.236274052720727,19.24370181203807,6.25398042525105,5.398730012361801,5.272956961305096,5.605890810258686,10.242755545473557
money,landlords_scf_national_uniform_low,1.4,22.046128654135455,228232.74480547284,34.590941568974905,20.646390634568014,15.939681138227344,13.91315358264558,15.9534167002308,17.8248125162138,15.43521700238414,15.85396989809272,19.30168918659248,6.204875433331095,5.1198787215976145,4.898978856996686,5.2046682840792755,10.47740877285696
money,landlords_scf_national_uniform_low,2.0,22.046128654135455,89832629.34456483,178.32501156072095,55.76168532209537,27.952527502284347,19.320480447545883,22.840761113752063,35.013592886170166,20.92325970373309,25.423997630860722,19.507643764714082,6.9549998848591885,4.56475885044099,3.641351269588875,3.695433837787858,15.349654193939502
money,landlords_mid_national_uniform_low,0.0,22.046128654135426,22.04612865413539,22.04612865413539,22.04612865413539,22.04612865413539,22.04612865413539,22.046128654135426,22.046128654135458,22.046128654135426,22.046128654135458,22.04612865413539,22.04612865413539,22.04612865413539,22.04612865413539,22.04612865413539,22.04612865413539
money,landlords_mid_national_uniform_low,1.0,22.046128654135426,2138.893966026379,15.191325736380838,13.663327711326577,12.963757915585749,12.547695061667717,14.569272027014033,14.043644468493515,14.411367629000528,13.645980761132474,9.487163780478552,5.875228368044114,6.065461014057711,6.374979018904614,6.851735303216198,9.60659913198573
money,landlords_mid_national_uniform_low,1.3,22.046128654135426,42197.25869931791,20.22218706124618,15.330490934776417,13.490602668143648,12.561028103072518,14.616253855841988,14.812243471045884,14.285917239140435,13.859208069449155,9.630882466601077,4.4919489430681425,4.455645577985433,4.703911617736632,5.195574625043815,9.137381010609317
money,landlords_mid_national_uniform_low,1.4,22.046128654135426,114210.84373983523,23.610102990172493,16.49022417616665,13.98289062823276,12.78330803159124,14.89234102849918,15.482351011889564,14.475452058401412,14.223712106189096,9.658834053298033,4.235147740341772,4.0892352260628755,4.2975693775407295,4.782012753789181,9.191178899230984
money,landlords_mid_national_uniform_low,2.0,22.046128654135426,44947676.02938334,99.18617117623842,36.655826469996555,21.867649102167103,16.773768161524853,20.25945522718694,26.8833744458503,18.71683528490289,20.759172763140597,9.760632171522198,3.868441129333484,3.0007164835967384,2.848679491133417,3.2083234482495064,12.008246900937515
money,owner_value_stock_national_uniform_low,0.0,1232.3383946047823,1232.3383946047852,1232.3383946047852,1232.3383946047852,1232.3383946047852,1232.3383946047852,1232.3383946047823,1232.3383946047848,1232.3383946047823,1232.3383946047848,1232.3383946047852,1232.3383946047852,1232.3383946047852,1232.3383946047852,1232.3383946047852,1232.3383946047852
money,owner_value_stock_national_uniform_low,1.0,1232.3383946047823,203230.75727831645,2143.8564522052056,1881.627443653138,1720.1232439966373,1587.5322250685813,1681.7238158714763,1827.4737505575945,1625.7806467280793,1691.6721407950047,901.4394870223747,829.134103473658,835.2970918642408,845.8773807574015,866.8803742868492,1274.6716322756893
money,owner_value_stock_national_uniform_low,1.3,1232.3383946047823,3964522.4473431343,3501.008439546063,2665.1408022630703,2242.3222663190722,1946.6951988689339,2144.4877230899,2506.3226545321945,2027.4543949820145,2180.8623741449064,904.8419471661217,777.6780578708808,774.5950785812316,781.8543039707814,805.2048044908083,1518.7574195119103
money,owner_value_stock_national_uniform_low,1.4,1232.3383946047823,10706574.159705317,4278.4285726406415,3063.5564172819645,2488.2272543555355,2106.9969276341126,2357.138406261107,2838.978102242309,2209.4408724267328,2409.1546450346223,905.4571326299852,767.4586218101163,759.6987575636815,764.7438242197052,788.1908309837345,1635.551792885221
money,owner_value_stock_national_uniform_low,2.0,1232.3383946047823,4178156284.347139,19292.181767674563,8711.443624597521,5348.367694337562,3736.4238022068207,4659.7078961518155,7085.913403725216,4113.1806971576925,4994.506942366508,907.3093483183993,752.4301879950859,713.1355366288092,696.7271740422271,714.6668525391111,2936.9649883506977
money,renters_metro_local_central,0.0,-33.85640156627451,-33.85640156627449,-33.85640156627449,-33.85640156627449,-33.85640156627449,-33.85640156627449,-33.85640156627451,-33.856401566274506,-33.85640156627451,-33.856401566274506,-33.85640156627449,-33.85640156627449,-33.85640156627449,-33.85640156627449,-33.85640156627449,-33.85640156627449
money,renters_metro_local_central,1.0,-33.85640156627451,-14966.87058250021,-104.70137992535815,-85.80327503596759,-74.55812697378846,-65.43576756233064,-70.59717322039906,-82.03958513969393,-67.14491368670889,-72.67569331429256,-66.38625137701413,-40.493142480491635,-38.09001954755891,-36.66425262194134,-35.73154722810741,-55.250186136827075
money,renters_metro_local_central,1.3,-33.85640156627451,-292489.03316148766,-198.17326393901934,-137.8552531136968,-108.40771053851553,-88.0705757114753,-99.18973247469157,-126.7045587808237,-91.96759206136778,-104.26318371657244,-66.7561729831897,-44.020173525206474,-40.06617606385635,-37.79966704219321,-36.42832773120016,-73.42611594494228
money,renters_metro_local_central,1.4,-33.85640156627451,-789726.568103795,-251.99655190437676,-164.29057744001483,-124.21785850503332,-97.99275668652277,-112.09161496179476,-148.484202017528,-102.97718281414039,-118.8467009278939,-66.78733488889056,-45.20279423668631,-40.74067213403358,-38.177718688370206,-36.65738250974316,-81.65039621306242
money,renters_metro_local_central,2.0,-33.85640156627451,-307858064.374135,-1309.319027096792,-543.5003645632148,-309.13838577159385,-198.2757975978416,-250.4395151987449,-428.8114449632757,-216.71325760486073,-284.6032584672178,-66.85305210058843,-51.065824154461744,-44.49198558162611,-40.271186690221676,-37.92426868714391,-169.75807712840447
money,landlords_intp_metro_local_central,0.0,37.363984721864355,37.363984721864526,37.363984721864526,37.363984721864526,37.363984721864526,37.363984721864526,37.36398472186435,37.363984721864576,37.36398472186435,37.363984721864576,37.363984721864526,37.363984721864526,37.363984721864526,37.363984721864526,37.363984721864526,37.363984721864526
money,landlords_intp_metro_local_central,1.0,37.363984721864355,26.994504136047798,20.61090088220385,20.500751439205562,20.35241362821993,20.130900297052655,23.70769811022789,22.00479555921544,23.505115705171622,21.712195563292426,0.1197353800512487,7.971243040630023,9.100748458979618,10.00837956932089,10.992584659808317,15.081852065411539
money,landlords_intp_metro_local_central,1.3,37.363984721864355,134.1318142946618,20.828772516384003,20.482839690568856,20.098077436567557,19.607302378014065,23.220645715048956,21.856092120623725,22.796842533304588,21.154850972739638,0.030613546432217205,4.626689606174191,5.953121428410319,7.007809975108367,8.11010069118886,13.612719582372666
money,landlords_intp_metro_local_central,1.4,37.363984721864355,320.22180868034764,21.40419526338491,20.90387620226155,20.38194678670612,19.750397038435445,23.441357690588397,22.269607444913607,22.906512738412875,21.343503976431506,0.027081222841992218,3.839455051987318,5.1837298277054975,6.264286312041574,7.388279332453968,13.397381429343156
money,landlords_intp_metro_local_central,2.0,37.363984721864355,106303.041768392,33.976403438833536,29.743849010032246,26.748787173999595,24.11214715785144,29.96109259073636,31.783023925424697,27.9819985190884,27.276851111002646,0.023084283350644014,1.3251415487756901,2.4348887095226552,3.484541071573801,4.611937304083076,14.688640703228861
money,landlords_scf_metro_local_central,0.0,37.36398472186442,37.36398472186452,37.36398472186452,37.36398472186452,37.36398472186452,37.36398472186452,37.363984721864426,37.363984721864526,37.363984721864426,37.363984721864526,37.36398472186452,37.36398472186452,37.36398472186452,37.36398472186452,37.36398472186452,37.36398472186452
money,landlords_scf_metro_local_central,1.0,37.36398472186442,7223.040431435916,30.881900563688987,25.812719362396813,23.58978232780677,22.401001238487428,25.676578464237984,25.59780402569265,25.343925172592,24.542475691941263,32.03813216293203,11.943540767899343,11.458851479470916,11.60036837925634,12.232185294494577,17.480855775746058
money,landlords_scf_metro_local_central,1.3,37.36398472186442,142898.48439518496,47.716730438154705,31.48167871100747,25.629921332659666,22.969793083694228,26.32288134389638,28.35176499853361,25.626969359940293,25.822579549231282,32.614405539279744,10.599304427813351,9.149818041251418,8.936656699782809,9.500916096108162,17.35951775093532
money,landlords_scf_metro_local_central,1.4,37.36398472186442,386810.987258812,58.62505080027507,34.991695654780735,27.014720446548896,23.58014262052358,27.03799960530253,30.20965871035065,26.159749918159132,26.869456236350178,32.71268308319246,10.516080828938078,8.677218269598047,8.302835116188351,8.820920411903382,17.757210232025198
money,landlords_scf_metro_local_central,2.0,37.36398472186442,152249179.11951086,302.2268948898322,94.50542501707537,47.37420464689794,32.74453068773938,38.71073523513644,59.34136419960739,35.46093593875687,43.08882860801103,33.06173682550971,11.787398754461266,7.736395927948103,6.171396136633704,6.263055778270012,26.01473727137478
money,landlords_mid_metro_local_central,0.0,37.36398472186438,37.363984721864526,37.363984721864526,37.363984721864526,37.363984721864526,37.363984721864526,37.36398472186438,37.363984721864355,37.36398472186438,37.363984721864355,37.363984721864526,37.363984721864526,37.363984721864526,37.363984721864526,37.363984721864526,37.363984721864526
money,landlords_mid_metro_local_central,1.0,37.36398472186438,3625.017467785982,25.74640072294642,23.15673540080119,21.97109797801335,21.265950767770043,24.692138287232886,23.80129979245401,24.42452043888176,23.1273356276168,16.07893377149164,9.957391904264684,10.279799969225268,10.804373974288616,11.612384977151448,16.2813539205788
money,landlords_mid_metro_local_central,1.3,37.36398472186438,71516.30810473982,34.27275147726935,25.982259200788164,22.863999384613614,21.288547730854148,24.771763529472587,25.103928559578666,24.21190594662237,23.48871526098545,16.322509542855983,7.61299701699377,7.551469734830869,7.972233337445588,8.80550839364851,15.486118666653995
money,landlords_mid_metro_local_central,1.4,37.36398472186438,193565.60453374617,40.01462303182999,27.947785928521142,23.6983336166275,21.665269829479517,25.23967864794538,26.239633077632146,24.533131328285922,24.106480106390848,16.369882153017226,7.177767940462698,6.930474048651772,7.2835607141149605,8.104599872178676,15.577295830684173
money,landlords_mid_metro_local_central,2.0,37.36398472186438,76177741.0806396,168.10164916433285,62.124637013553816,37.06149591044877,28.42833892279541,34.33591391293618,45.56219406251619,31.721467228922446,35.18283985950693,16.542410554430173,6.556270151618478,5.08564231873538,4.827968604103753,5.437496541176545,20.351688987301824
money,owner_value_stock_metro_local_central,0.0,1931.5696299857063,1931.5696299857123,1931.5696299857123,1931.5696299857123,1931.5696299857123,1931.5696299857123,1931.5696299857066,1931.5696299857098,1931.5696299857066,1931.5696299857098,1931.5696299857123,1931.5696299857123,1931.5696299857123,1931.5696299857123,1931.5696299857123,1931.5696299857123
money,owner_value_stock_metro_local_central,1.0,1931.5696299857063,349771.3294663501,3313.9808157434677,2878.830417230213,2613.846878069893,2399.6401570946036,2540.1518398337485,2780.643001114836,2455.4964218727414,2565.154005028247,1551.4270183892143,1281.6784023781058,1277.978105386306,1285.3694981677688,1310.3362090467544,1936.9521795698602
money,owner_value_stock_metro_local_central,1.3,1931.5696299857063,6831090.310253858,5489.706859865164,4102.529157619324,3408.751403909265,2930.9786622405627,3222.832330712669,3819.6344953685466,3045.7328660587236,3303.1965149254274,1559.0924606165431,1219.4271001568725,1192.3568512888876,1188.5655315227843,1212.3305703262479,2308.79680575859
money,owner_value_stock_metro_local_central,1.4,1931.5696299857063,18449340.04421161,6746.697456245014,4730.486774256154,3786.441153480901,3170.24740499203,3538.770832982839,4332.64147179144,3315.2690784342276,3650.6007695488456,1560.264402615149,1210.213292948321,1173.0630794983872,1163.7431761215264,1185.9343047882292,2488.8886681831927
money,owner_value_stock_metro_local_central,2.0,1931.5696299857063,7200503872.213434,31316.508267592475,13754.557812624556,8235.401572642453,5628.0811616189685,6985.558478894817,10947.734959168749,6158.53188804665,7629.106560322297,1563.6285555754203,1221.4007978411535,1125.974567418632,1072.81854814972,1076.4846983453226,4522.330450366488
money,renters_national_uniform_central,0.0,-33.474982367684675,-33.4749823676848,-33.4749823676848,-33.4749823676848,-33.4749823676848,-33.4749823676848,-33.474982367684675,-33.47498236768485,-33.474982367684675,-33.47498236768485,-33.4749823676848,-33.4749823676848,-33.4749823676848,-33.4749823676848,-33.4749823676848,-33.4749823676848
money,renters_national_uniform_central,1.0,-33.474982367684675,-15029.216324558769,-108.96748394228247,-89.45339841762494,-77.66578760854419,-67.86379772379416,-73.60228766989351,-85.74696228360467,-69.8770562794913,-75.70784880685062,-66.66278881894439,-42.14305347418691,-39.71039209044902,-38.1924569800793,-37.05738594930775,-57.55307162348511
money,renters_national_uniform_central,1.3,-33.474982367684675,-293814.49095896224,-207.1817625624389,-144.91873939876257,-114.05576354074425,-92.20623100135936,-104.43281271222149,-133.72561548178518,-96.639614109668,-109.66601344395829,-67.05868856489795,-46.02122888818691,-42.1191038901806,-39.76903362931483,-38.13894452989946,-77.25162422793
money,renters_national_uniform_central,1.4,-33.474982367684675,-793427.1407612283,-263.5589582071639,-173.0350081273891,-131.03846158956637,-102.86433575409788,-118.33236895413226,-157.10380049227487,-108.49725418052199,-125.32916638136606,-67.10029306370048,-47.2768427466206,-42.909110453408104,-40.27399589826737,-38.47975533958232,-86.13368831748711
money,renters_national_uniform_central,2.0,-33.474982367684675,-309533670.732192,-1364.9800273091741,-575.0849661462296,-329.5528077844873,-210.48493190439757,-267.3283651040238,-457.83715564836393,-230.93535575943608,-303.2302490859013,-67.21691912932127,-53.23670442908013,-47.07756183852934,-42.93055556155174,-40.25951330846876,-180.96830913484655
money,landlords_intp_national_uniform_central,0.0,34.18321208396375,34.18321208396365,34.18321208396365,34.18321208396365,34.18321208396365,34.18321208396365,34.18321208396376,34.18321208396379,34.18321208396376,34.18321208396379,34.18321208396365,34.18321208396365,34.18321208396365,34.18321208396365,34.18321208396365,34.18321208396365
money,landlords_intp_national_uniform_central,1.0,34.18321208396375,24.696478891449154,18.856307787901525,18.755535298056845,18.61982539209423,18.41716935219158,21.689476605804284,20.131541083324485,21.504139914119325,19.863849941952445,0.10954238207496998,7.292656108790903,8.326007437693374,9.156372479584734,10.056792806610535,13.797943436938683
money,landlords_intp_national_uniform_central,1.3,34.18321208396375,122.7132568801792,19.055632146202687,18.739148365372845,18.38714068127983,17.938144996345926,21.24388667624139,19.99549667540509,20.856161594153214,19.353951747620744,0.028007434381654168,4.232822415270231,5.44633592652812,6.411239497244164,7.419692894451405,12.45387728283359
money,landlords_intp_national_uniform_central,1.4,34.18321208396375,292.961526494397,19.582069514836945,19.124342302299535,18.646844411279623,18.069058097870784,21.445809579419333,20.37380969890599,20.95649564332957,19.52654483916278,0.024775815288222983,3.5126046460490805,4.74244215132478,5.731011538335252,6.75931973628739,12.256870732018113
money,landlords_intp_national_uniform_central,2.0,34.18321208396375,97253.53034450278,31.084013475691254,27.211773756784353,24.471679660616427,22.05949515909787,27.410523527408962,29.07735498769548,25.599908495611537,24.954789845112,0.02111913275458588,1.2123330779697168,2.227608157375032,3.1879042706916434,4.219325967424503,13.438205911956528
money,landlords_scf_national_uniform_central,0.0,34.18321208396359,34.18321208396365,34.18321208396365,34.18321208396365,34.18321208396365,34.18321208396365,34.18321208396359,34.1832120839637,34.18321208396359,34.1832120839637,34.18321208396365,34.18321208396365,34.18321208396365,34.18321208396365,34.18321208396365,34.18321208396365
money,landlords_scf_national_uniform_central,1.0,34.18321208396359,6608.147519510527,28.25294369384324,23.615298716046954,21.58159892015172,20.494018021055886,23.49074740735472,23.418678987467636,23.18641268226023,22.453190094369745,29.310746020584293,10.926794616304942,10.483366623693675,10.612836278358197,11.190867014977838,15.992721462650511
money,landlords_scf_national_uniform_central,1.3,34.18321208396359,130733.6258410134,43.654635035922134,28.80166310280705,23.448062168190777,21.01438897241631,24.082030927308388,25.93819698605233,23.445361495061714,23.62431951134646,29.837961605021363,9.696992274660115,8.370899757132927,8.175884707272365,8.692109054288325,15.88171286796153
money,landlords_scf_national_uniform_central,1.4,34.18321208396359,353882.0099703624,53.63433691177635,32.012874500639995,24.714974200088164,21.572779835117252,24.736271618624617,27.637929368807008,23.93278677776048,24.582076241200856,29.927872843120475,9.620853448677794,7.938532108298981,7.596019958459195,8.070000977155164,16.24555003700249
money,landlords_scf_national_uniform_central,2.0,34.18321208396359,139288301.77489442,276.4985084540893,86.46023732456457,43.34126825093075,29.957009281021776,35.41531456880433,54.28967099967493,32.44216865288033,39.42070359255032,30.247211858783597,10.783944874760977,7.077801383849995,5.646029045431445,5.729885759133625,23.800118966851514
money,landlords_mid_national_uniform_central,0.0,34.183212083963916,34.18321208396365,34.18321208396365,34.18321208396365,34.18321208396365,34.18321208396365,34.183212083963916,34.18321208396381,34.183212083963916,34.18321208396381,34.18321208396365,34.18321208396365,34.18321208396365,34.18321208396365,34.18321208396365,34.18321208396365
money,landlords_mid_national_uniform_central,1.0,34.183212083963916,3316.4219992009885,23.554625740872382,21.1854170070519,20.100712156122974,19.45559368662373,22.590112006579563,21.775110035396104,22.345276298189837,21.15852001816113,14.710144201329635,9.109725362547923,9.404687030693525,9.884604378971465,10.623829910794186,14.895332449794596
money,landlords_mid_national_uniform_central,1.3,34.183212083963916,65428.1695489468,31.355133591062412,23.770405734089948,20.917601424735306,19.47626698438112,22.662958801774902,22.966846830728763,22.150761544607484,21.489135629483645,14.93298451970151,6.964907344965173,6.908617841830524,7.293562102258265,8.055900974369866,14.16779507539756
money,landlords_mid_national_uniform_central,1.4,34.183212083963916,177087.48574842844,36.608203213306645,25.568608401469763,21.68090930568389,19.82091896649402,23.091040599021973,24.00586953385657,22.44464121054503,22.05431054018187,14.976324329204353,6.566729047363436,6.34048712981188,6.663515748397222,7.414660356721278,14.2512103845103
money,landlords_mid_national_uniform_central,2.0,34.183212083963916,69692777.65261945,153.7912609648903,56.83600554067448,33.90647395577359,26.008252220059823,31.412919048106534,41.68351299368538,29.02103857424584,32.18774671883127,15.13416549576909,5.998138976365348,4.652704770612515,4.416966658061544,4.974605863279064,18.619162439404022
money,owner_value_stock_national_uniform_central,0.0,1910.4586261595405,1910.4586261595502,1910.4586261595502,1910.4586261595502,1910.4586261595502,1910.4586261595502,1910.4586261595407,1910.4586261595452,1910.4586261595407,1910.4586261595452,1910.4586261595502,1910.4586261595502,1910.4586261595502,1910.4586261595502,1910.4586261595502,1910.4586261595502
money,owner_value_stock_national_uniform_central,1.0,1910.4586261595405,315062.77418859076,3323.558748388072,2917.032688978692,2666.6573921076497,2461.105364376155,2607.1278675692006,2833.079782402278,2520.400787951607,2622.5504684142184,1397.4756053064796,1285.3826571980808,1294.936960127582,1311.3392764651178,1343.8996108174167,1976.086622037726
money,owner_value_stock_national_uniform_central,1.3,1910.4586261595405,6146084.664155006,5427.512283047221,4131.690822832939,3476.2074565507264,3017.9053508880224,3324.5373894110285,3885.4796346954076,3143.1040004890037,3380.9279605283423,1402.7503410123895,1205.6118356280756,1200.8323818644276,1212.0861493567159,1248.285756006101,2354.485769374147
money,owner_value_stock_national_uniform_central,1.4,1910.4586261595405,16598092.739442553,6632.7242653428475,4749.343045503169,3857.4268583535777,3266.416491860742,3654.203602686358,4401.185768983767,3425.2323811357487,3734.8428755518917,1403.7040452719264,1189.7689390160333,1177.7390455611735,1185.5602667085043,1221.9094842010963,2535.5487136716015
money,owner_value_stock_national_uniform_central,2.0,1910.4586261595405,6477275032.426178,29908.112282188536,13505.099485480509,8291.419988417352,5792.4699215455,7223.810590143976,10985.086925501384,6376.545255946544,7742.839883291898,1406.5754817660998,1166.4707920579483,1105.5534287807043,1080.1160180971378,1107.9273836156908,4553.092008889836
money,renters_metro_local_high,0.0,-50.0673960911152,-50.0673960911153,-50.0673960911153,-50.0673960911153,-50.0673960911153,-50.0673960911153,-50.06739609111521,-50.06739609111537,-50.06739609111521,-50.06739609111537,-50.0673960911153,-50.0673960911153,-50.0673960911153,-50.0673960911153,-50.0673960911153,-50.0673960911153
money,renters_metro_local_high,1.0,-50.0673960911152,-22126.538010612272,-154.83772079710576,-126.88357378433719,-110.24739333358164,-96.75127549809172,-104.38550560369124,-121.3110998238845,-99.2803787274687,-107.46134122021559,-98.1432896328409,-59.88331666747456,-56.32649573904503,-54.2145899334893,-52.83154608902037,-81.69718379489044
money,renters_metro_local_high,1.3,-50.0673960911152,-432400.2813502055,-293.0948701487171,-203.87297253532273,-160.3078040699132,-130.21986163727254,-146.6638066759893,-187.36429458787674,-135.983861333496,-154.1721525630032,-98.68878729499984,-65.10508424216366,-59.253530262826146,-55.896223506675675,-53.8623911392919,-108.57880265199925
money,renters_metro_local_high,1.4,-50.0673960911152,-1167486.2604563527,-372.70842889861245,-242.97484361739316,-183.6905345234835,-144.89156155657477,-165.74153497047803,-219.5741835918728,-152.26330945921117,-175.73853882353828,-98.7345481392349,-66.85592439445595,-60.25274604837619,-56.456339186283316,-54.201408083704244,-120.7427426695165
money,renters_metro_local_high,2.0,-50.0673960911152,-455114105.58628803,-1936.693469526434,-803.9233074006326,-457.20116531381615,-293.183819571571,-370.3186698614771,-634.1654309621839,-320.44500816348165,-420.8728589329617,-98.83050188835355,-75.53456881721475,-65.81070875701668,-59.5591952690834,-56.077353276910564,-251.06422966795142
money,landlords_intp_metro_local_high,0.0,55.235625746732524,55.23562574673232,55.23562574673232,55.23562574673232,55.23562574673232,55.23562574673232,55.235625746732524,55.23562574673228,55.235625746732524,55.23562574673228,55.23562574673232,55.23562574673232,55.23562574673232,55.23562574673232,55.23562574673232,55.23562574673232
money,landlords_intp_metro_local_high,1.0,55.235625746732524,39.90629850581278,30.46934142348605,30.30650618375039,30.0872166226213,29.75975081432093,35.047373824847234,32.529952605160105,34.74789383116196,32.09739852966179,0.17700624519534647,11.783983978315707,13.453745354980548,14.795507286961124,16.250469450147644,22.295682391850704
money,landlords_intp_metro_local_high,1.3,55.235625746732524,198.28866621858597,30.791423667550394,30.280027031392002,29.71122838687676,28.9857097447436,34.327358440529494,32.31012253236548,33.700845125331405,31.27346935174076,0.045256372041086214,6.839690612103995,8.800570648239896,10.359729348213568,11.989258904837405,20.12384626116048
money,landlords_intp_metro_local_high,1.4,55.235625746732524,473.38773184592924,31.642078000488805,30.902450345144143,30.13087584423283,29.197248293649114,34.65363959521544,32.9214271847745,33.86297190195925,31.55235734469681,0.04003449580656759,5.675912349864307,7.6631698376582,9.260569419402112,10.922181752229877,19.80550929259914
money,landlords_intp_metro_local_high,2.0,55.235625746732524,157149.05876787184,50.22772379706047,43.97068793425712,39.54305218033785,35.64527569196469,44.291841719351915,46.985224614356696,41.366123269543394,40.32369541771655,0.034125772325389936,1.9589726094387159,3.599525117443791,5.151238765386249,6.817882107382854,21.71439332960099
money,landlords_scf_metro_local_high,0.0,55.23562574673189,55.23562574673232,55.23562574673232,55.23562574673232,55.23562574673232,55.23562574673232,55.23562574673189,55.23562574673255,55.23562574673189,55.23562574673255,55.23562574673232,55.23562574673232,55.23562574673232,55.23562574673232,55.23562574673232,55.23562574673232
money,landlords_scf_metro_local_high,1.0,55.23562574673189,10677.9071074516,45.653083165017556,38.159251932582215,34.873057512603346,33.11566820219579,37.95799321364451,37.84154001845449,37.46622787176373,36.28143551362358,47.36235417472768,17.65627924476914,16.939757269439884,17.148963395916304,18.082985902625346,25.84215828556119
money,landlords_scf_metro_local_high,1.3,55.23562574673189,211248.53953836608,70.54021362976566,46.539742377704954,37.88901941768954,33.956519993660415,38.913430494908475,41.91275348107894,37.884655481092274,38.17382836477584,48.2142660032089,15.669078576830271,13.526285505665484,13.211166543684387,14.045317961728031,25.662782831439156
money,landlords_scf_metro_local_high,1.4,55.23562574673189,571827.3114068867,86.6661141602558,51.72864242983179,39.936184519553834,34.85880701796886,39.97059837851939,44.6592999885525,38.67227135605785,39.72143869924962,48.3595508724561,15.54604813468151,12.827635607659257,12.274180511754608,13.040072204303522,26.250696385394637
