measure,channel,eta,unweighted_bn,person_p1,person_p2,person_p3,person_p5,person_p10,quintile_bins,decile_bins,quintile_bins_floored_p5,decile_bins_floored_p5,equal_split_p1,equal_split_p2,equal_split_p3,equal_split_p5,equal_split_p10,median_normalized_p5
spm,landlords_intp_metro_local_central,0.0,37.363984721864625,37.363984721864526,37.363984721864526,37.363984721864526,37.363984721864526,37.363984721864526,37.363984721864625,37.363984721864426,37.363984721864625,37.363984721864426,37.363984721864526,37.363984721864526,37.363984721864526,37.363984721864526,37.363984721864526,37.363984721864526
spm,landlords_intp_metro_local_central,1.0,37.363984721864625,,20.17765500074981,20.067164115816688,19.96518879348375,19.823682050892582,23.477246898078032,21.704085777421586,23.268954384852375,21.436862022198554,,9.107806574220623,10.68407807093229,11.554634295501911,12.415974236547363,15.23607213275828
spm,landlords_intp_metro_local_central,1.3,37.363984721864625,,19.583543909703106,19.26007625377182,19.02141153873166,18.73604902525119,22.339709672884013,20.789489539324,21.933902790715546,20.202998316922844,,5.444522402086739,7.430022612873469,8.500047891625961,9.501870873632736,13.385118497153448
spm,landlords_intp_metro_local_central,1.4,37.363984721864625,,19.752977668152806,19.29570884951981,18.982878423514844,18.627021363183545,22.24505409627717,20.821473356487296,21.74492550323009,20.069249793940887,,4.536362398683433,6.595121315171828,7.716268840164681,8.753680779343558,13.001740824594666
spm,landlords_intp_metro_local_central,2.0,37.363984721864625,,26.431111611838897,23.037609063083973,21.576976160674377,20.347354610848367,25.036268865797922,25.2851723753974,23.430971568596153,22.212225864993144,,1.47917508428454,3.3375686255484895,4.593938660707559,5.751123205773013,12.56578947448802
spm,landlords_scf_metro_local_central,0.0,37.36398472186466,37.363984721864526,37.363984721864526,37.363984721864526,37.363984721864526,37.363984721864526,37.36398472186466,37.363984721864576,37.36398472186466,37.363984721864576,37.363984721864526,37.363984721864526,37.363984721864526,37.363984721864526,37.363984721864526,37.363984721864526
spm,landlords_scf_metro_local_central,1.0,37.36398472186466,,29.131913881419898,23.985223981827346,22.463200712125584,21.680028737066884,25.101184613280374,24.579431461318023,24.759154958086555,23.615628302508334,,13.14958734099505,12.77011560236655,13.000331327684846,13.578641826275096,17.142384673781628
spm,landlords_scf_metro_local_central,1.3,37.36398472186466,,41.9105737969317,26.48392548253296,22.872200031302473,21.277810410515396,24.765655833599048,25.587482733907027,24.0992949268439,23.47216895017321,,11.651775540414096,10.216790557843192,10.220839565825584,10.790909370586741,16.0948679905379
spm,landlords_scf_metro_local_central,1.4,37.36398472186466,,50.16629806054548,28.188845862973412,23.432974943489885,21.43840245176062,25.002924209026418,26.521709182853186,24.181681008378384,23.808644077139746,,11.520921656784596,9.634725505594249,9.525169489829734,10.07487605359867,16.04969805775452
spm,landlords_scf_metro_local_central,2.0,37.36398472186466,,225.98891188250067,55.39434530175016,32.57353788690688,25.54878111696617,30.915002059039672,41.876808587171936,28.279001021159598,30.793529141791257,,12.647109689909582,8.02524378313984,6.935208803141532,7.221291945374572,18.969860117477104
spm,landlords_mid_metro_local_central,0.0,37.36398472186478,37.36398472186452,37.36398472186452,37.36398472186452,37.36398472186452,37.36398472186452,37.363984721864774,37.363984721864504,37.363984721864774,37.363984721864504,37.36398472186452,37.36398472186452,37.36398472186452,37.36398472186452,37.36398472186452,37.36398472186452
spm,landlords_mid_metro_local_central,1.0,37.36398472186478,,24.654784441084853,22.026194048822017,21.214194752804666,20.75185539397973,24.289215755679322,23.14175861936983,24.01405467146958,22.52624516235347,,11.128696957607836,11.72709683664942,12.277482811593378,12.997308031411228,16.189228403269954
spm,landlords_mid_metro_local_central,1.3,37.36398472186478,,30.747058853317405,22.872000868152387,20.946805785017066,20.006929717883292,23.55268275324166,23.18848613661555,23.016598858779844,21.837583633548057,,8.548148971250418,8.82340658535833,9.360443728725773,10.146390122109738,14.739993243845673
spm,landlords_mid_metro_local_central,1.4,37.36398472186478,,34.95963786434913,23.742277356246603,21.207926683502357,20.03271190747208,23.623989152651923,23.671591269670287,22.96330325580436,21.938946935540354,,8.028642027734012,8.114923410383037,8.620719164997205,9.414278416471113,14.525719441174587
spm,landlords_mid_metro_local_central,2.0,37.36398472186478,,126.21001174716977,39.21597718241707,27.075257023790627,22.948067863907266,27.975635462418992,33.580990481284765,25.854986294878046,26.50287750339227,,7.06314238709706,5.6814062043441655,5.764573731924545,6.4862075755737925,15.767824795982563
spm,owner_value_stock_metro_local_central,0.0,1931.569629985714,1931.5696299857123,1931.5696299857123,1931.5696299857123,1931.5696299857123,1931.5696299857123,1931.5696299857138,1931.5696299857107,1931.5696299857138,1931.5696299857107,1931.5696299857123,1931.5696299857123,1931.5696299857123,1931.5696299857123,1931.5696299857123,1931.5696299857123
spm,owner_value_stock_metro_local_central,1.0,1931.569629985714,,2937.205019537122,2496.315570990739,2314.5595794404717,2174.8982764177213,2313.1864426631723,2479.424526468462,2226.1448767366105,2282.6241862570814,,1325.7980268658532,1329.0782043850113,1339.5260005912912,1362.182913234216,1766.3142118361257
spm,owner_value_stock_metro_local_central,1.3,1931.569629985714,,4525.628563777595,3211.387602890483,2782.2787358358087,2498.870475755056,2762.888445869099,3150.3193111429478,2593.3092999808714,2718.390375771156,,1258.193420589333,1238.8674994734263,1243.3095437897166,1267.2866386374867,1957.8531538230848
spm,owner_value_stock_metro_local_central,1.4,1931.569629985714,,5427.792514909871,3558.8557689028744,2994.763510101181,2640.604736917212,2965.483263100281,3469.187832064914,2756.488829122208,2915.203202589904,,1246.5175775594894,1216.3888728916882,1217.3285758407776,1240.9397337720754,2051.1714883584764
spm,owner_value_stock_metro_local_central,2.0,1931.569629985714,,22255.50014271843,7899.337588795375,5219.383122617045,3980.197057544874,5020.401469819351,7194.909342301807,4349.577596400804,4931.798721039136,,1245.493635789985,1144.4148230306828,1111.2551514857669,1124.9916315407147,3039.6135685145896
spm,renters_national_uniform_central,0.0,-33.47498236768485,-33.4749823676848,-33.4749823676848,-33.4749823676848,-33.4749823676848,-33.4749823676848,-33.47498236768485,-33.47498236768484,-33.47498236768485,-33.47498236768484,-33.4749823676848,-33.4749823676848,-33.4749823676848,-33.4749823676848,-33.4749823676848,-33.4749823676848
spm,renters_national_uniform_central,1.0,-33.47498236768485,,-92.2860684316629,-72.51022589835821,-64.42449765541613,-58.04458748308001,-63.7498437566263,-72.33029848536864,-59.919610778404575,-63.16184448759711,,-41.65616176605455,-38.60560017189389,-37.28497224743058,-36.35450270594365,-49.1643882533685
spm,renters_national_uniform_central,1.3,-33.47498236768485,,-164.46820047798596,-105.45334529844932,-86.36299937649964,-73.42421919927018,-84.71076170199355,-103.92069553467653,-77.24849203708682,-83.7981664272106,,-45.72465566304454,-40.681081935861535,-38.59280523266881,-37.23663665100905,-60.77251302145568
spm,renters_national_uniform_central,1.4,-33.47498236768485,,-205.05409379838932,-121.10035493760327,-96.00453271520931,-79.83891334896094,-93.78543977440744,-118.58581871722535,-84.58871445396704,-92.777008705217,,-47.091618105904864,-41.39114755267138,-39.02447077716549,-37.51992052834736,-65.75536251674266
spm,renters_national_uniform_central,2.0,-33.47498236768485,,-960.2105340915434,-313.9374805055186,-194.70217493426875,-138.20758507220586,-182.95175202771773,-287.8927089668177,-153.43238739778923,-182.45983420334687,,-53.7366539309523,-45.4816245231785,-41.453901700303305,-39.06398964014863,-113.38875856516182
spm,landlords_intp_national_uniform_central,0.0,34.18321208396372,34.18321208396365,34.18321208396365,34.18321208396365,34.18321208396365,34.18321208396365,34.18321208396372,34.183212083963745,34.18321208396372,34.183212083963745,34.18321208396365,34.18321208396365,34.18321208396365,34.18321208396365,34.18321208396365,34.18321208396365
spm,landlords_intp_national_uniform_central,1.0,34.18321208396372,,18.45994385722095,18.358858992179684,18.265564765223274,18.136104403077418,21.478643561133858,19.856430537077912,21.28808285921472,19.61195537291491,,8.332464700000708,9.77454919058962,10.570995508534505,11.35901011940431,13.939034846459359
spm,landlords_intp_national_uniform_central,1.3,34.18321208396372,,17.916409071574805,17.620478014774772,17.402130677575418,17.14106089629463,20.43794416807752,19.01969330439751,20.066683371843993,18.48312971274745,,4.981033617046585,6.797509437366707,7.776444133734755,8.692982552199709,12.245651735571872
spm,landlords_intp_national_uniform_central,1.4,34.18321208396372,,18.071419040195202,17.653077229944742,17.366877862343923,17.041314690871946,20.35134656147407,19.048954359220385,19.893793602584793,18.360767117830367,,4.150184706428596,6.033682764677512,7.0593877024545355,8.008485412438233,11.89491076436961
spm,landlords_intp_national_uniform_central,2.0,34.18321208396372,,24.181047620268842,21.07643181991819,19.740141682462237,18.615197045705703,22.90494696433974,23.132661473924767,21.436307621492812,20.321312976976145,,1.3532538349911323,3.0534434970246895,4.202859537296431,5.261533686178362,11.496071679889807
spm,landlords_scf_national_uniform_central,0.0,34.183212083963596,34.18321208396365,34.18321208396365,34.18321208396365,34.18321208396365,34.18321208396365,34.1832120839636,34.183212083963625,34.1832120839636,34.183212083963625,34.18321208396365,34.18321208396365,34.18321208396365,34.18321208396365,34.18321208396365,34.18321208396365
spm,landlords_scf_national_uniform_central,1.0,34.183212083963596,,26.65193228273668,21.943376873623276,20.550922492426135,19.834421457514235,22.964336474861607,22.486999842225448,22.651423590180617,21.60524464320069,,12.030171199347578,11.683003652364352,11.893621257049693,12.422700544787574,15.68306419378934
spm,landlords_scf_national_uniform_central,1.3,34.183212083963596,,38.34275287621506,24.229365479200343,20.92510395550331,19.46644372540365,22.657371050228836,23.409236340792898,22.04773703047333,21.47399789575649,,10.659867180055945,9.347041571072648,9.350745889539274,9.87228600855691,14.724721950279728
spm,landlords_scf_national_uniform_central,1.4,34.183212083963596,,45.89567249949852,25.789147054551552,21.438140450335478,19.61336466667225,22.87444091733285,24.26393267675642,22.123109636441995,21.78182910572231,,10.540152805654646,8.814527352479532,8.71429777177956,9.217208159767823,14.683397305607945
spm,landlords_scf_national_uniform_central,2.0,34.183212083963596,,206.7506172322994,50.67865935064406,29.800572990321015,23.373829368283698,28.28322727960881,38.31186207763272,25.871627360538223,28.172095275790973,,11.57046915626074,7.342059801883212,6.344818817614821,6.606547880973425,17.354967796552636
spm,landlords_mid_national_uniform_central,0.0,34.18321208396358,34.18321208396365,34.18321208396365,34.18321208396365,34.18321208396365,34.18321208396365,34.18321208396358,34.18321208396365,34.18321208396358,34.18321208396365,34.18321208396365,34.18321208396365,34.18321208396365,34.18321208396365,34.18321208396365,34.18321208396365
spm,landlords_mid_national_uniform_central,1.0,34.18321208396358,,22.55593806997881,20.151117932901478,19.408243628824703,18.98526293029583,22.221490017997688,21.171715189651668,21.969753224697623,20.608600008057785,,10.181317949674142,10.728776421476985,11.232308382792098,11.890855332095944,14.811049520124348
spm,landlords_mid_national_uniform_central,1.3,34.18321208396358,,28.129580973894928,20.924921746987557,19.16361731653936,18.303752310849138,21.547657609153145,21.214464822595193,21.05721020115862,19.978563804251962,,7.820450398551264,8.072275504219677,8.563595011637013,9.282634280378309,13.485186842925797
spm,landlords_mid_national_uniform_central,1.4,34.18321208396358,,31.98354576984686,21.721112142248145,19.4025091563397,18.3273396787721,21.612893739403418,21.6564435179884,21.00845161951336,20.071298111776333,,7.3451687560416214,7.4241050585785215,7.886842737117047,8.61284678610303,13.289154034988778
spm,landlords_mid_national_uniform_central,2.0,34.18321208396358,,115.46583242628411,35.877545585281126,24.770357336391623,20.9945132069947,25.594087121974226,30.72226177577874,23.65396749101548,24.246704126383552,,6.461861495625937,5.197751649453951,5.273839177455625,5.9340407835758935,14.425519738221219
spm,owner_value_stock_national_uniform_central,0.0,1910.458626159551,1910.4586261595505,1910.4586261595505,1910.4586261595505,1910.4586261595505,1910.4586261595505,1910.4586261595507,1910.4586261595507,1910.4586261595507,1910.4586261595507,1910.4586261595505,1910.4586261595505,1910.4586261595505,1910.4586261595505,1910.4586261595505,1910.4586261595505
spm,owner_value_stock_national_uniform_central,1.0,1910.458626159551,,2946.4678737699423,2534.7336427346045,2363.007285867899,2229.134721833349,2370.1807750430658,2526.4789349873004,2281.009154372195,2334.208139866651,,1329.9791016574775,1349.5325982135153,1367.564579941338,1396.1522993065687,1803.2862013039087
spm,owner_value_stock_national_uniform_central,1.3,1910.458626159551,,4478.690011239361,3251.470945495513,2846.0673222039595,2574.49825089317,2847.211479736012,3210.79420773598,2673.482444534674,2788.806523414143,,1245.1437906554313,1254.3305816560114,1271.8145807563137,1305.6407949942513,2002.7403476869604
spm,owner_value_stock_national_uniform_central,1.4,1910.458626159551,,5341.160117556163,3596.0199968631973,3063.101129016425,2723.7754967524183,3060.0854736798183,3533.0882178776624,2845.976591439123,2991.8540661512357,,1226.622048061839,1229.0913133096328,1245.106841480068,1280.0254398319742,2097.977246151525
spm,owner_value_stock_national_uniform_central,2.0,1910.458626159551,,21238.216844366005,7834.467423852037,5302.924803979674,4116.440704847919,5197.96551299907,7255.989571494608,4510.725441653016,5044.966571591283,,1188.5629954642975,1135.0167719284104,1129.0419514958521,1163.5005196310583,3088.265760208662
spm,renters_metro_local_high,0.0,-50.06739609111518,-50.0673960911153,-50.0673960911153,-50.0673960911153,-50.0673960911153,-50.0673960911153,-50.06739609111517,-50.067396091115334,-50.06739609111517,-50.067396091115334,-50.0673960911153,-50.0673960911153,-50.0673960911153,-50.0673960911153,-50.0673960911153,-50.0673960911153
spm,renters_metro_local_high,1.0,-50.06739609111518,,-131.74593747540422,-103.41829223755781,-92.00801990128933,-83.22029072654071,-90.85165491364977,-102.83340545764025,-85.60263189465215,-90.18479112212088,,-59.467590035648655,-55.061547404083235,-53.248633569628026,-52.12255639320987,-70.21425354444118
spm,renters_metro_local_high,1.3,-50.06739609111518,,-233.66971639222712,-149.0996477158226,-122.15591539498227,-104.33108351918008,-119.56733681327223,-146.29572218310176,-109.34090268569379,-118.53508661712033,,-64.96372727289597,-57.51865877909388,-54.587490996054335,-52.91086089545236,-85.95951984744845
spm,renters_metro_local_high,1.4,-50.06739609111518,,-291.1705739565549,-170.84577994652182,-135.42421194994614,-113.15276136128061,-132.01748102476546,-166.49477176236792,-119.41411637805349,-130.88945767343517,,-66.86866484080366,-58.393742034540594,-55.04800713356419,-53.17560617692895,-92.75466374831038
spm,renters_metro_local_high,2.0,-50.06739609111518,,-1366.7769928685996,-439.7683467224389,-271.4212794005427,-193.56127931134506,-254.46979733810716,-399.9026296143139,-214.0159071100988,-254.44956070079812,,-76.48949856195338,-63.71134402493667,-57.78811171184472,-54.70955740816937,-158.0676842967237
spm,landlords_intp_metro_local_high,0.0,55.235625746731884,55.23562574673231,55.23562574673231,55.23562574673231,55.23562574673231,55.23562574673231,55.23562574673189,55.23562574673233,55.23562574673189,55.23562574673233,55.23562574673231,55.23562574673231,55.23562574673231,55.23562574673231,55.23562574673231,55.23562574673231
spm,landlords_intp_metro_local_high,1.0,55.235625746731884,,29.828868852306964,29.66552885487303,29.514777515536124,29.305586404561524,34.70669504013093,32.08540973615976,34.39877372520634,31.690369660964077,,13.464179451205334,15.79440046793373,17.081354152605297,18.354683295052418,22.523667762951007
spm,landlords_intp_metro_local_high,1.3,55.235625746731884,,28.950587316723443,28.47240121004361,28.11958030571446,27.697725487121453,33.025060147291946,30.733351172465774,32.42515097711745,29.866334179887442,,8.048702621253938,10.983891343213175,12.565722517716619,14.046729420768367,19.78738085319338
spm,landlords_intp_metro_local_high,1.4,55.235625746731884,,29.201063269442514,28.52507730275084,28.062616340366127,27.53654858955984,32.885129675656884,30.78063323212656,32.145783591548685,29.66861213780324,,6.706158820330531,9.749646763610755,11.407052566507948,12.940671050837981,19.2206290519938
spm,landlords_intp_metro_local_high,2.0,55.235625746731884,,39.07342859519269,34.05677316754173,31.897502068609707,30.07973781669998,37.01141587172707,37.3793729085802,34.63828566678423,32.83659930849649,,2.1866822282908522,4.933967639617229,6.7912744974922195,8.50195425841544,18.576156954129402
spm,landlords_scf_metro_local_high,0.0,55.23562574673245,55.23562574673232,55.23562574673232,55.23562574673232,55.23562574673232,55.23562574673232,55.23562574673245,55.23562574673239,55.23562574673245,55.23562574673239,55.23562574673232,55.23562574673232,55.23562574673232,55.23562574673232,55.23562574673232,55.23562574673232
spm,landlords_scf_metro_local_high,1.0,55.23562574673245,,43.06605691064119,35.4576436419668,33.207618428412175,32.04984592551429,37.107381598072784,36.3360676697405,36.6017550657529,34.91126592630178,,19.439192326458233,18.878214714129854,19.218545375844652,20.07346870651513,25.341792405065288
spm,landlords_scf_metro_local_high,1.3,55.23562574673245,,61.956902785142915,39.1515039722599,33.812247016419896,31.455241760052406,36.61136538781858,37.826281929293515,35.62627608506436,34.69918824897592,,17.22495921744201,15.10360374533452,15.10958944228911,15.952330456656188,23.793235956661363
spm,landlords_scf_metro_local_high,1.4,55.23562574673245,,74.16143875976398,41.67190817333748,34.641247279863826,31.692646896419838,36.96212206658824,39.207360068598405,35.74806841530574,35.19660345574675,,17.03151635535251,14.243130013059902,14.081172043905429,14.89380983542811,23.726460704482015
spm,landlords_scf_metro_local_high,2.0,55.23562574673245,,334.08211283066197,81.89012356014166,48.153850863645516,37.7690688658301,45.702017501717926,61.906987271488966,41.805185622565055,45.522442634491014,,18.69637360174088,11.863813922191381,10.252402166881444,10.675322299583096,28.04337122276131
spm,landlords_mid_metro_local_high,0.0,55.23562574673258,55.23562574673232,55.23562574673232,55.23562574673232,55.23562574673232,55.23562574673232,55.23562574673258,55.23562574673227,55.23562574673258,55.23562574673227,55.23562574673232,55.23562574673232,55.23562574673232,55.23562574673232,55.23562574673232,55.23562574673232
spm,landlords_mid_metro_local_high,1.0,55.23562574673258,,36.447462881474074,32.56158624841991,31.361197971974153,30.67771616503791,35.90703831910198,34.210738702950124,35.50026439547975,33.30081779363293,,16.451685888831783,17.33630759103179,18.149949764224978,19.214076000783777,23.93273008400815
spm,landlords_mid_metro_local_high,1.3,55.23562574673258,,45.45374505093318,33.81195259115176,30.965913661067184,29.57648362358693,34.818212767555316,34.27981655087966,34.02571353109097,32.282761214431694,,12.636830919347974,13.043747544273849,13.837655980002866,14.999529938712278,21.790308404927377
spm,landlords_mid_metro_local_high,1.4,55.23562574673258,,51.68125101460325,35.09849273804416,31.351931810114976,29.614597742989837,34.92362587112259,34.9939966503625,33.94692600342726,32.43260779677501,,11.868837587841522,11.996388388335328,12.74411230520669,13.917240443133045,21.473544878237906
spm,landlords_mid_metro_local_high,2.0,55.23562574673258,,186.57777071292733,57.9734483638417,40.02567646612761,33.92440334126504,41.356716686722336,49.64318009003462,38.22173564467454,39.17952097149377,,10.441527915015866,8.398890780904306,8.52183833218683,9.588638278999268,23.309764088445352
spm,owner_value_stock_metro_local_high,0.0,2855.3063201808654,2855.306320180869,2855.306320180869,2855.306320180869,2855.306320180869,2855.306320180869,2855.3063201808654,2855.306320180868,2855.3063201808654,2855.306320180868,2855.306320180869,2855.306320180869,2855.306320180869,2855.306320180869,2855.306320180869,2855.306320180869
spm,owner_value_stock_metro_local_high,1.0,2855.3063201808654,,4337.762436606391,3687.433494878645,3419.3529058642716,3213.42422492415,3417.685050611045,3662.480068960419,3289.2023697516993,3372.254411246128,,1957.9827901737265,1963.2483749710336,1978.9130352435495,2012.632783623514,2609.4172241490796
spm,owner_value_stock_metro_local_high,1.3,2855.3063201808654,,6680.981272516491,4742.417694691836,4109.500079778897,3691.6192137210937,4081.4773292263017,4652.244215567977,3831.16033355161,4015.26940536456,,1857.4141827371354,1829.497985728435,1836.401437276853,1872.1817516662463,2891.801453320003
spm,owner_value_stock_metro_local_high,1.4,2855.3063201808654,,8011.827519906068,5255.059275905062,4423.044868848764,3900.8438240876344,4380.546130853428,5122.675767970566,4072.047945229794,4305.702823308476,,1839.9531309467523,1796.1378725858729,1797.904540012781,1833.1831450855718,3029.4290337490856
spm,owner_value_stock_metro_local_high,2.0,2855.3063201808654,,32834.63701352248,11658.43421909655,7705.549984250496,5878.39744748329,7414.156248389277,10618.968857667149,6423.948308955098,7281.511372427617,,1837.5381892820187,1689.013133529955,1640.5831712035642,1661.5126938886344,4487.4832398299295
spm,renters_national_uniform_high,0.0,-50.473428454858535,-50.473428454858905,-50.473428454858905,-50.473428454858905,-50.473428454858905,-50.473428454858905,-50.47342845485854,-50.4734284548589,-50.47342845485854,-50.4734284548589,-50.473428454858905,-50.473428454858905,-50.473428454858905,-50.473428454858905,-50.473428454858905,-50.473428454858905
spm,renters_national_uniform_high,1.0,-50.473428454858535,,-139.1485205638932,-109.3305937827612,-97.13896895999375,-87.51936898246863,-96.1217288336699,-109.05930003548322,-90.34652070754586,-95.2351461699111,,-62.80897410218408,-58.209350996224025,-56.21811412778479,-54.81515632139015,-74.12984436487177
spm,renters_national_uniform_high,1.3,-50.473428454858535,,-247.98441590633013,-159.00208163768886,-130.21774357631304,-110.70870878742615,-127.7265070122826,-156.69115918974128,-116.4749302405462,-126.35049994515366,,-68.9434309742806,-61.33875310232081,-58.190058844178424,-56.14523393203118,-91.63252288884097
spm,renters_national_uniform_high,1.4,-50.473428454858535,,-309.1796440406831,-182.5945726771082,-144.75520435288027,-120.38075589018345,-141.40926595769173,-178.80316622848514,-127.5424847184479,-139.8887581090746,,-71.00453082199239,-62.40938685843906,-58.84092221842214,-56.57236809324446,-99.14564103597654
spm,renters_national_uniform_high,2.0,-50.473428454858535,,-1447.8011418120227,-473.3535267486941,-293.57106715124206,-208.38877763816046,-275.8538321315521,-434.08333689638425,-231.3446663815534,-275.1121206396324,,-81.02388607098229,-68.57698971030632,-62.50400728111638,-58.90050858299401,-170.96706221266902
spm,landlords_intp_national_uniform_high,0.0,51.553943718108044,51.553943718107966,51.553943718107966,51.553943718107966,51.553943718107966,51.553943718107966,51.553943718108044,51.55394371810799,51.553943718108044,51.55394371810799,51.553943718107966,51.553943718107966,51.553943718107966,51.553943718107966,51.553943718107966,51.553943718107966
spm,landlords_intp_national_uniform_high,1.0,51.553943718108044,,27.84065184737464,27.688199133735864,27.547495992266267,27.352248330712417,32.393350822975144,29.946784984295554,32.10595373233628,29.578075957689844,,12.566736417917921,14.74163860329372,15.942811522590189,17.131268031535036,21.022372508294314
spm,landlords_intp_national_uniform_high,1.3,51.553943718108044,,27.02091139468673,26.574598362159676,26.24529442473786,25.85155796785988,30.823803824135187,28.684846694397766,30.263881071798448,27.875619956513457,,7.512223430626406,10.251769731192462,11.728165340718503,13.110457031884438,18.468470394664585
spm,landlords_intp_national_uniform_high,1.4,51.553943718108044,,27.254692093187867,26.623763376260726,26.19212734237342,25.70112417457489,30.693200294952753,28.728977209978503,30.003134673480695,27.691076903155523,,6.259165705359399,9.099792637949024,10.64672551551641,12.078122009306968,17.939494936051126
spm,landlords_intp_national_uniform_high,2.0,51.553943718108044,,36.46902359550518,31.786748920893412,29.77140213697355,28.074799361702432,34.544452515619135,34.88788369997079,32.329501216210694,30.647904676710137,,2.0409308485721755,4.605098368326907,6.3386080719588564,7.93526397875936,17.337979558755745
spm,landlords_scf_national_uniform_high,0.0,51.55394371810779,51.55394371810797,51.55394371810797,51.55394371810797,51.55394371810797,51.55394371810797,51.55394371810779,51.55394371810813,51.55394371810779,51.55394371810813,51.55394371810797,51.55394371810797,51.55394371810797,51.55394371810797,51.55394371810797,51.55394371810797
spm,landlords_scf_national_uniform_high,1.0,51.55394371810779,,40.195526783968354,33.094245606565366,30.99419384367246,29.91359164815371,34.634021730921866,33.91411905375196,34.16209729017913,32.58428621674373,,18.143490067784583,17.6199039245642,17.937550145502133,18.735489313871025,23.652657532244966
spm,landlords_scf_national_uniform_high,1.3,51.55394371810779,,57.82721995002484,36.54189492701773,31.55852144519969,29.35862030010868,34.171067044684335,35.30500439317374,33.25163800255918,32.386344390378675,,16.07684471819792,14.096886328361089,14.102473053952393,14.88904190759105,22.207318751230943
spm,landlords_scf_national_uniform_high,1.4,51.55394371810779,,69.21827331884562,38.89430380394483,32.332265425576566,29.580201406020212,34.498444345684895,36.59402798440633,33.36531237220155,32.85060482425112,,15.896295619857678,13.293766715522805,13.142603912284663,13.901076046907788,22.144994344725582
spm,landlords_scf_national_uniform_high,2.0,51.55394371810779,,311.8141635811459,76.43180943484116,44.94419830812561,35.25160481610983,42.65578974140506,57.7806315110095,39.01869776207393,42.48818427893319,,17.45018327150735,11.073041844971646,9.569037322222835,9.963768085634992,26.174164991147478
spm,landlords_mid_national_uniform_high,0.0,51.55394371810813,51.55394371810797,51.55394371810797,51.55394371810797,51.55394371810797,51.55394371810797,51.55394371810814,51.55394371810788,51.55394371810814,51.55394371810788,51.55394371810797,51.55394371810797,51.55394371810797,51.55394371810797,51.55394371810797,51.55394371810797
spm,landlords_mid_national_uniform_high,1.0,51.55394371810813,,34.018089315671496,30.391222370150615,29.27084491796936,28.632919989433066,33.51368627694858,31.930452019023704,33.13402551125779,31.081181087216734,,15.355113242851251,16.18077126392896,16.94018083404616,17.933378672703032,22.337515020269638
spm,landlords_mid_national_uniform_high,1.3,51.55394371810813,,42.42406567235579,31.558246644588706,28.901907934968772,27.605089133984283,32.4974354344098,31.994925543785723,31.757759537178863,30.130982173446036,,11.794534074412164,12.174328029776776,12.915319197335446,13.999749469737745,20.33789457294776
spm,landlords_mid_national_uniform_high,1.4,51.55394371810813,,48.23648270601674,32.759033590102774,29.26219638397499,27.640662790297554,32.59582232031885,32.6615025971924,31.684223522841165,30.2708408637033,,11.077730662608538,11.196779676735913,11.894664713900536,12.98959902810738,20.042244640388354
spm,landlords_mid_national_uniform_high,2.0,51.55394371810813,,174.14159358832555,54.10927917786729,37.35780022254958,31.66320208890613,38.60012112851206,46.33425760549019,35.674099489142286,36.56804447782169,,9.745557060039763,7.839070106649277,7.953822697090846,8.949516032197176,21.75607227495161
spm,owner_value_stock_national_uniform_high,0.0,2880.5809581700887,2880.580958170085,2880.580958170085,2880.580958170085,2880.580958170085,2880.580958170085,2880.5809581700883,2880.580958170089,2880.5809581700883,2880.580958170089,2880.580958170085,2880.580958170085,2880.580958170085,2880.580958170085,2880.580958170085,2880.580958170085
spm,owner_value_stock_national_uniform_high,1.0,2880.5809581700887,,4442.671060667483,3821.860031573706,3562.9317999790997,3361.0793476417603,3573.74795482206,3809.4136202112495,3439.2953846399814,3519.5085766510388,,2005.3365315217943,2034.8192060344552,2062.00774730512,2105.112182498535,2718.9868560770865
spm,owner_value_stock_national_uniform_high,1.3,2880.5809581700887,,6752.948735590797,4902.5533258815785,4291.287558784417,3881.816929620181,4293.012714385707,4841.221122908874,4031.064853369618,4204.94998288249,,1877.422229632839,1891.2740319491006,1917.636327468809,1968.639341764209,3019.7229244912182
spm,owner_value_stock_national_uniform_high,1.4,2880.5809581700887,,8053.377298255529,5422.062842044444,4618.530160441754,4106.896492203869,4613.9831688345475,5327.174587607916,4291.150755343633,4511.104158221772,,1849.4952291227662,1853.21837620173,1877.3665178317483,1930.0166240005958,3163.3206933597758
spm,owner_value_stock_national_uniform_high,2.0,2880.5809581700887,,32022.888216297117,11812.774885326031,7995.7262637290705,6206.750854195608,7837.469114978561,10940.54857097049,6801.251614058156,7606.777996519055,,1792.1099601107612,1711.3732041363796,1702.3643966537963,1754.320871322718,4656.473278622464
