measure,channel,quintile,bn,loss_bn,gain_bn,usd_per_household,usd_per_person,pct_of_resources
spm,renters,1,-7.792498642896517,-7.792498642896517,0.0,-287.55017926587067,-131.7011641125154,-1.3732738328073204
spm,renters,2,-6.5862623891447205,-6.5862623891447205,0.0,-275.4644211897993,-111.32146433791543,-0.579884853308797
spm,renters,3,-6.329689193920019,-6.329689193920019,0.0,-266.23279364879767,-106.98185252502859,-0.3707988236931011
spm,renters,4,-6.131735901073278,-6.131735901073278,0.0,-248.32569491680744,-103.63450056982781,-0.24192361745429447
spm,renters,5,-7.018348987542331,-7.018348987542331,0.0,-274.487329899235,-118.621520792491,-0.1307794035254672
spm,renters,0,-33.85853511457686,-33.85853511457686,0.0,-270.76962100137956,-114.4522004876378,-0.29933109329113233
spm,landlords,1,0.6040767006583883,0.0,0.6040767006583883,22.290971294938725,10.209511523300721,0.10645657625862505
spm,landlords,2,1.3096194213950245,0.0,1.3096194213950245,54.77363860997756,22.135278417597256,0.11530492124299092
spm,landlords,3,2.5497209423482956,0.0,2.5497209423482956,107.24370639845498,43.09435447419679,0.14936492096271473
spm,landlords,4,4.224999567861885,0.0,4.224999567861885,171.10586147861807,71.40811789471624,0.16669458627875156
spm,landlords,5,28.677697069501185,0.0,28.677697069501185,1121.5835106288978,484.69975563324397,0.5343781171170755
spm,landlords,0,37.366113701764775,0.0,37.366113701764775,298.8200290143518,126.30888850820558,0.3303403300981762
spm,crime,1,-10.411977364849584,-10.411977364849584,0.0,-384.21129023922566,-175.9730225829262,-1.8349051720354508
spm,crime,2,-6.480266179911603,-6.480266179911603,0.0,-271.0312263518838,-109.52990904768792,-0.5705524592116926
spm,crime,3,-5.5200935934482285,-5.5200935934482285,0.0,-232.18042680487451,-93.29839438339025,-0.32337199322401516
spm,crime,4,-5.03810766199416,-5.03810766199416,0.0,-204.03546506486114,-85.15072726410104,-0.1987752327200661
spm,crime,5,-4.8876551997964865,-4.8876551997964865,0.0,-191.15598663469254,-82.6093279114939,-0.09107621077295103
spm,crime,0,-32.33810000000006,-32.33810000000006,0.0,-258.6105704595294,-109.31266494739317,-0.2858894749935775
spm,unreimbursed_care,1,-0.45101214589522615,-0.45101214589522615,0.0,-16.642752132074968,-7.622564643938908,-0.07948197447564401
spm,unreimbursed_care,2,-0.7244907716906476,-0.7244907716906476,0.0,-30.30116616824178,-12.245393341272955,-0.06378750193096458
spm,unreimbursed_care,3,-0.9672265936776705,-0.9672265936776705,0.0,-40.68247748618769,-16.347673579692323,-0.05666099427517911
spm,unreimbursed_care,4,-1.1028280998786337,-1.1028280998786337,0.0,-44.662809797174795,-18.63926320200602,-0.04351135920680883
spm,unreimbursed_care,5,-1.1552423888578174,-1.1552423888578174,0.0,-45.18148061130218,-19.525476617578647,-0.02152670247808049
spm,unreimbursed_care,0,-4.400799999999996,-4.400799999999996,0.0,-35.19357656999929,-14.876049486534043,-0.03890588505668954
spm,housing_net,1,-7.188421942238089,-7.267192814265884,0.07877087202778535,-265.2592079709305,-121.49165258921401,-1.2668172565486884
spm,housing_net,2,-5.276642967749827,-5.38304708548179,0.10640411773198227,-220.69078257982721,-89.18618592032038,-0.4645799320658175
spm,housing_net,3,-3.7799682515717263,-4.190554136033807,0.4105858844620992,-158.9890872503428,-63.88749805083184,-0.2214339027303865
spm,housing_net,4,-1.9067363332114164,-2.7306818671270445,0.8239455339156291,-77.2198334381903,-32.22638267511196,-0.0752290311755438
spm,housing_net,5,21.659348081958868,-0.6018553010865207,22.261203383045373,847.0961807296632,366.07823484075317,0.4035987135916086
spm,housing_net,0,3.5075785871878082,-20.173331203995044,23.68090979118287,28.05040801297131,11.856688020567407,0.03100923680704292
spm,TOTAL_a,1,-29.752818710738776,-29.917724073022786,0.1649053622840028,-1097.9056585061892,-502.85294093762,-5.243346102467867
spm,TOTAL_a,2,-38.11399675992129,-38.980890241043404,0.8668934811220834,-1594.0831743973372,-644.2054203728708,-3.3557316903387155
spm,TOTAL_a,3,-46.66662210117238,-49.14409669621238,2.477474595039915,-1962.8428492321382,-788.7404152899624,-2.733772235999593
spm,TOTAL_a,4,-52.53104712246939,-57.69957725411667,5.168530131647083,-2127.425086770526,-887.8446366214665,-2.0725780029608494
spm,TOTAL_a,5,-95.5601917992771,-109.26401433616941,13.703822536892153,-3737.3550301076616,-1615.1227729731083,-1.7806616494095118
spm,TOTAL_a,0,-262.62467649357893,-285.00630260056465,22.381626106985237,-2100.2321535511883,-887.751700577958,-2.321770013795098
spm,TOTAL_b,1,-68.4279617929573,-68.46314082168536,0.03517902872807358,-2525.0530775901634,-1156.5022515845283,-12.059075486431915
spm,TOTAL_b,2,-69.12277163710971,-69.21669491666833,0.09392327955861332,-2890.9969198059407,-1168.3178870038337,-6.085886945097547
spm,TOTAL_b,3,-67.68085438932746,-68.61346801551083,0.9326136261835114,-2846.7215985764597,-1143.9144895142626,-3.964804657109012
spm,TOTAL_b,4,-57.823945426289356,-62.569600726523255,4.745655300233882,-2341.7791735455326,-977.3016649626999,-2.2814058333071787
spm,TOTAL_b,5,0.430856752103911,-46.868543228318835,47.29939998042244,16.850789218943184,7.2821803630737385,0.008028553317181381
spm,TOTAL_b,0,-262.6246764935799,-315.73144770870664,53.10677121512652,-2100.232153551196,-887.7517005779613,-2.3217700137951063
spm,fiscal_a_cps_tax_fields,1,-4.569641657498995,-4.569641657498995,0.0,-168.62386995632565,-77.23159841911237,-0.8053090030718375
spm,fiscal_a_cps_tax_fields,2,-12.63873881130478,-12.63873881130478,0.0,-528.6037308448665,-213.62084118874563,-1.1127727333914192
spm,fiscal_a_cps_tax_fields,3,-26.39404327555346,-26.39404327555346,0.0,-1110.1587552968008,-446.10146860872266,-1.546186534479578
spm,fiscal_a_cps_tax_fields,4,-49.106966832599426,-49.106966832599426,0.0,-1988.7552009256267,-829.9731208750768,-1.9374831613786647
spm,fiscal_a_cps_tax_fields,5,-135.2148672406241,-135.2148672406241,0.0,-5288.247697205951,-2285.351328967504,-2.5195839814879823
spm,fiscal_a_cps_tax_fields,0,-227.92425781758078,-227.92425781758078,0.0,-1822.7299172112557,-770.4536762579255,-2.014996131676531
spm,wages_pretax,1,-7.659995336043444,-9.368703256596445,1.708707920552998,-282.6606885665487,-129.46172326548805,-1.3499227444850095
spm,wages_pretax,2,-17.54841068390813,-23.4569255956208,5.908514911712758,-733.9462818564343,-296.60445617160616,-1.5450428412953092
spm,wages_pretax,3,-18.187799548901744,-33.07381583490829,14.886016286006512,-764.996279577142,-307.4028486208124,-1.0654574769289844
spm,wages_pretax,4,-4.5731875095536365,-37.282858586485546,32.709671076931926,-185.20692746991796,-77.29295768948707,-0.1804321131010156
spm,wages_pretax,5,56.05612959973557,-42.31493545088655,98.37106505062212,2192.3528404797903,947.4398258998655,1.044545833501912
spm,wages_pretax,0,8.086736521328618,-145.49723872449763,153.5839752458263,64.67032834138989,27.33564185508244,0.07149192001057647
spm,fiscal_A_only_a,1,-7.200834924915074,-7.200834924915074,0.0,-265.7172581493857,-121.70144463969547,-1.2690047993483182
spm,fiscal_A_only_a,2,-15.185666090031352,-15.185666090031352,0.0,-635.1266428082985,-256.66918294587424,-1.33701593297101
spm,fiscal_A_only_a,3,-25.600563784768195,-25.600563784768195,0.0,-1076.7842474714084,-432.69039844964396,-1.4997038000523661
spm,fiscal_A_only_a,4,-41.98176710173411,-41.98176710173411,0.0,-1700.1957777648095,-709.5477588761609,-1.656363080249015
spm,fiscal_A_only_a,5,-147.5112597006468,-147.5112597006468,0.0,-5769.1590824527875,-2493.1803748668,-2.748714062407476
spm,fiscal_A_only_a,0,-237.4800916020955,-237.4800916020955,0.0,-1899.1487428760227,-802.7553160196813,-2.0994758105624522
spm,TOTAL_a_pretax_wages,1,-32.912241713941114,-33.501588842317865,0.5893471283767217,-1214.4911970581543,-556.2504077212575,-5.800131946893058
spm,TOTAL_a_pretax_wages,2,-45.215476693290995,-48.10808550942782,2.892608816136951,-1891.0960997646619,-764.235127426752,-3.9809786674747443
spm,TOTAL_a_pretax_wages,3,-54.05565177236725,-61.88497554742587,7.829323775058433,-2273.632518589942,-913.6268130843654,-3.1666281672109124
spm,TOTAL_a_pretax_wages,4,-54.602626706372135,-71.61414598500112,17.011519278629834,-2211.320813534961,-922.8570897068699,-2.154310816452457
spm,TOTAL_a_pretax_wages,5,-75.83867960760686,-119.80522708258871,43.96654747498117,-2966.047528489337,-1281.797118655257,-1.4131724285649907
spm,TOTAL_a_pretax_wages,0,-262.62467649357836,-334.9140229667614,72.28934647318312,-2100.2321535511837,-887.7517005779561,-2.321770013795093
spm,fiscal_published_a,1,-5.541403280596876,-5.541403280596876,0.0,-204.48274420588513,-93.65535963702729,-0.9765627780010366
spm,fiscal_published_a,2,-11.686130951035715,-11.686130951035715,0.0,-488.76177537064086,-197.51979697287263,-1.0289007530974992
spm,fiscal_published_a,3,-19.700916577214368,-19.700916577214368,0.0,-828.6394319063567,-332.97694204257795,-1.1540972184738378
spm,fiscal_published_a,4,-32.30707332810401,-32.30707332810401,0.0,-1308.385841197991,-546.0325531379815,-1.2746543841733327
spm,fiscal_published_a,5,-113.51730555603383,-113.51730555603383,0.0,-4439.656984105392,-1918.6272220467013,-2.115273198410008
spm,fiscal_published_a,0,-182.7528296929848,-182.7528296929848,0.0,-1461.4901166115492,-617.7604386286522,-1.6156518328076785
spm,uncomp_inside_published_a,1,-0.1425005506138698,-0.1425005506138698,0.0,-5.258397948115971,-2.4084044492749617,-0.025112904895665474
spm,uncomp_inside_published_a,2,-0.3005159543069754,-0.3005159543069754,0.0,-12.568805875075531,-5.079341531472578,-0.02645880770973706
spm,uncomp_inside_published_a,3,-0.5066210340043252,-0.5066210340043252,0.0,-21.308966218084155,-8.562704279064647,-0.02967831084777905
spm,uncomp_inside_published_a,4,-0.8307960104794181,-0.8307960104794181,0.0,-33.64593647947252,-14.04155870548329,-0.0327785115772185
spm,uncomp_inside_published_a,5,-2.919166450595379,-2.919166450595379,0.0,-114.1684755171944,-49.33866418308446,-0.0543955348869172
spm,uncomp_inside_published_a,0,-4.699599999999967,-4.699599999999967,0.0,-37.58310590082886,-15.886084840691458,-0.041547468054084956
spm,fiscal_A_only_b,1,-47.49745192318267,-47.49745192318267,0.0,-1752.6985170069313,-802.755316019689,-8.370486905453632
spm,fiscal_A_only_b,2,-47.49449872072537,-47.49449872072537,0.0,-1986.4141187826585,-802.7553160196794,-4.181634255725293
spm,fiscal_A_only_b,3,-47.49582783662153,-47.49582783662153,0.0,-1997.7200371468757,-802.7553160196758,-2.782347845620276
spm,fiscal_A_only_b,4,-47.4965727045573,-47.4965727045573,0.0,-1923.5367623973125,-802.7553160196824,-1.873946117502572
spm,fiscal_A_only_b,5,-47.495740417009166,-47.495740417009166,0.0,-1857.5563842426257,-802.7553160196888,-0.885032165365718
spm,fiscal_A_only_b,0,-237.48009160209605,-237.48009160209605,0.0,-1899.1487428760267,-802.7553160196832,-2.0994758105624567
spm,TOTAL_b_pretax_wages,1,-73.20885871220887,-73.35511450585985,0.14625579365095193,-2701.4724559157057,-1237.3042791012535,-12.901614052998399
spm,TOTAL_b_pretax_wages,2,-77.52430932398589,-78.54799506498104,1.0236857409951101,-3242.383575739059,-1310.3212605005722,-6.825596990229105
spm,TOTAL_b_pretax_wages,3,-75.95091582422144,-80.9645257266525,5.0136099024309715,-3194.5683082654455,-1283.6917306544117,-4.449272212778873
spm,TOTAL_b_pretax_wages,4,-60.117432309195,-76.7754474473375,16.658015138142915,-2434.6617981674503,-1016.0646468503859,-2.3718938537060006
spm,TOTAL_b_pretax_wages,5,24.176839676031356,-63.3212665575917,87.4981062336225,945.5551697208484,408.62794019186373,0.45050946847677825
spm,TOTAL_b_pretax_wages,0,-262.62467649357984,-372.9643493024226,110.33967280884244,-2100.2321535511956,-887.7517005779611,-2.321770013795106
spm,fiscal_published_b,1,-36.55166916775523,-36.55166916775523,0.0,-1348.7893297531614,-617.7604386286484,-6.441509086339789
spm,fiscal_published_b,2,-36.54939653049135,-36.54939653049135,0.0,-1528.6451959008086,-617.76043862865,-3.217977085234422
spm,fiscal_published_b,3,-36.550419351770856,-36.550419351770856,0.0,-1537.3456665777624,-617.7604386286569,-2.1411560798505525
spm,fiscal_published_b,4,-36.55099256496922,-36.55099256496922,0.0,-1480.257919622128,-617.760438628651,-1.4420954335809872
spm,fiscal_published_b,5,-36.55035207799793,-36.55035207799793,0.0,-1429.48271261156,-617.7604386286508,-0.6810765967738305
spm,fiscal_published_b,0,-182.7528296929846,-182.7528296929846,0.0,-1461.4901166115474,-617.7604386286514,-1.615651832807677
spm,uncomp_inside_published_b,1,-0.9399483702077875,-0.9399483702077875,0.0,-34.68493672440946,-15.886084840691469,-0.1656473180361623
spm,uncomp_inside_published_b,2,-0.939889927960399,-0.939889927960399,0.0,-39.31003954753685,-15.886084840691643,-0.08275223500054149
spm,uncomp_inside_published_b,3,-0.9399162304307451,-0.9399162304307451,0.0,-39.53377743472601,-15.88608484069168,-0.055061128901644114
spm,uncomp_inside_published_b,4,-0.9399309709562503,-0.9399309709562503,0.0,-38.06573135279445,-15.886084840691545,-0.037084359848450356
spm,uncomp_inside_published_b,5,-0.9399145004448187,-0.9399145004448187,0.0,-36.7600160691091,-15.886084840691513,-0.017514298298830423
spm,uncomp_inside_published_b,0,-4.6996,-4.6996,0.0,-37.58310590082912,-15.886084840691568,-0.04154746805408525
spm,crime_equal_footing,1,-9.312372271851348,-9.312372271851348,0.0,-343.63487744747744,-157.38857650876068,-1.6411215129246888
spm,crime_equal_footing,2,-5.795887656436265,-5.795887656436265,0.0,-242.40771840379784,-97.96249571167165,-0.5102966242259378
spm,crime_equal_footing,3,-4.937118543034277,-4.937118543034277,0.0,-207.6599374815853,-83.44518533024056,-0.2892207961725773
spm,crime_equal_footing,4,-4.506034968203483,-4.506034968203483,0.0,-182.48735478034934,-76.15799033324465,-0.1777826536352492
spm,crime_equal_footing,5,-4.371471735101326,-4.371471735101326,0.0,-170.96807332148953,-73.88498722983758,-0.08145768571209035
spm,crime_equal_footing,0,-28.9228851746267,-28.9228851746267,0.0,-231.2988034035909,-97.76819468076009,-0.2556967928812619
spm,TOTAL_a_published_band,1,-27.426033050861303,-27.626505715649852,0.20047266478856515,-1012.0451836736484,-463.5278933387326,-4.83329612906507
spm,TOTAL_a_published_band,2,-34.841646908798644,-35.891260875914696,1.0496139671160534,-1457.220124550475,-588.8959359142295,-3.067618948805541
spm,TOTAL_a_published_band,3,-41.720748205637925,-44.75236296012099,3.0316147544829213,-1754.814653233572,-705.1472505248265,-2.4440385434890404
spm,TOTAL_a_published_band,4,-44.84435843099295,-51.48196785831318,6.637609427320474,-1816.1262406173605,-757.9293636173783,-1.7693047432365518
spm,TOTAL_a_published_band,5,-69.9048469473188,-88.54303581679092,18.63818886947266,-2733.9755859452403,-1181.5056889271373,-1.302601823240311
spm,TOTAL_a_published_band,0,-218.7376335436096,-248.29513322678963,29.557499683180673,-1749.2636917963725,-739.4000775227432,-1.9337805008680151
spm,TOTAL_b_published_band,1,-59.23374675761376,-59.278228065508195,0.04448130789443221,-2185.778307997225,-1001.1106527217735,-10.438776850544352
spm,TOTAL_b_published_band,2,-60.344286461907785,-60.54346480145367,0.19917833954588918,-2523.8447787531077,-1019.9433208792274,-5.312988708233276
spm,TOTAL_b_published_band,3,-59.00354617662117,-60.45588771008094,1.4523415334596343,-2481.7456991216336,-997.2541276725382,-3.456480222919639
spm,TOTAL_b_published_band,4,-49.197412628335435,-55.6279719136892,6.4305592853537,-1992.418113914837,-831.5017752432634,-1.9410516409154555
spm,TOTAL_b_published_band,5,9.041358480867832,-42.23215745863176,51.2735159394999,353.6071449966845,152.81367383330902,0.16847601498395676
spm,TOTAL_b_published_band,0,-218.73763354361031,-278.1377099493638,59.40007640575356,-1749.263691796378,-739.4000775227456,-1.9337805008680216
spm,crime_tangible,1,-1.6121874748422171,-1.6121874748422171,0.0,-59.49116177564758,-27.24761041798699,-0.28411617046590587
spm,crime_tangible,2,-1.0082433527786772,-1.0082433527786772,0.0,-42.1688592378882,-17.041399174330035,-0.08877038511087262
spm,crime_tangible,3,-0.8609484677596997,-0.8609484677596997,0.0,-36.21231765684275,-14.551403582025761,-0.05043512711687629
spm,crime_tangible,4,-0.7869021657234502,-0.7869021657234502,0.0,-31.86830455313853,-13.299694288495262,-0.031046708727476998
spm,crime_tangible,5,-0.764590475217441,-0.764590475217441,0.0,-29.903100911816374,-12.922823461006926,-0.014247323190636272
spm,crime_tangible,0,-5.032871936321485,-5.032871936321485,0.0,-40.24831027493431,-17.012645878955393,-0.04449380500353627
spm,crime_intangible,1,-8.799789890007345,-8.799789890007345,0.0,-324.7201284635773,-148.72541216493886,-1.5507890015695411
spm,crime_intangible,2,-5.472022827132939,-5.472022827132939,0.0,-228.86236711399616,-92.48850987335811,-0.48178207410082113
spm,crime_intangible,3,-4.659145125688485,-4.659145125688485,0.0,-195.96810914802992,-78.74699080136375,-0.2729368661071363
spm,crime_intangible,4,-4.2512054962706465,-4.2512054962706465,0.0,-172.16716051172006,-71.85103297560471,-0.1677285239925866
spm,crime_intangible,5,-4.123064724578974,-4.123064724578974,0.0,-161.25288572287334,-69.68650445048577,-0.07682888758231342
spm,crime_intangible,0,-27.30522806367839,-27.30522806367839,0.0,-218.3622601845936,-92.30001906843714,-0.2413956699900395
spm,crime_all_violent_key,1,-9.103508397984347,-9.103508397984347,0.0,-335.9276134330822,-153.85856430216134,-1.6043133842685757
spm,crime_all_violent_key,2,-6.432862681360323,-6.432862681360323,0.0,-269.0486182322435,-108.72869182285245,-0.5663788370297037
spm,crime_all_violent_key,3,-5.811672225367044,-5.811672225367044,0.0,-244.44450350213256,-98.22653875884414,-0.3404529288619596
spm,crime_all_violent_key,4,-5.482824622363011,-5.482824622363011,0.0,-222.04580504143368,-92.66703599401399,-0.21632124864956473
spm,crime_all_violent_key,5,-5.507232072925343,-5.507232072925343,0.0,-215.3876117468559,-93.08118547640785,-0.10262136107108975
spm,crime_all_violent_key,0,-32.33810000000007,-32.33810000000007,0.0,-258.61057045952947,-109.3126649473932,-0.2858894749935775
spm,crime_dollar_brackets,1,-10.20834642825075,-10.20834642825075,0.0,-376.6971262969003,-172.53145234616582,-1.7990192451208353
spm,crime_dollar_brackets,2,-6.170160305856345,-6.170160305856345,0.0,-258.06133082434144,-104.28847802657985,-0.5432493108307362
spm,crime_dollar_brackets,3,-5.360591005924504,-5.360591005924504,0.0,-225.47159511193095,-90.6025460134238,-0.314028189757865
spm,crime_dollar_brackets,4,-5.195507702291562,-5.195507702291562,0.0,-210.40992003444723,-87.81099750878604,-0.20498534805290913
spm,crime_dollar_brackets,5,-5.403494557676706,-5.403494557676706,0.0,-211.3304419450232,-91.32785262791741,-0.10068832377250116
spm,crime_dollar_brackets,0,-32.33809999999987,-32.33809999999987,0.0,-258.6105704595279,-109.31266494739253,-0.2858894749935757
spm,crime_race_mix,1,-11.091466307825526,-11.091466307825526,0.0,-409.2850408185754,-187.4570778125143,-1.9546516651479502
spm,crime_race_mix,2,-6.686166956151362,-6.686166956151362,0.0,-279.64283864399306,-113.01005826814738,-0.5886809111881504
spm,crime_race_mix,3,-5.315713127982885,-5.315713127982885,0.0,-223.5839885563194,-89.84403823010354,-0.31139920374594854
spm,crime_race_mix,4,-4.726174059270313,-4.726174059270313,0.0,-191.40264298738973,-79.87863406720153,-0.18646809705832063
spm,crime_race_mix,5,-4.518579548769978,-4.518579548769978,0.0,-176.72145364681904,-76.3713487101242,-0.0841988819905414
spm,crime_race_mix,0,-32.33810000000007,-32.33810000000007,0.0,-258.61057045952947,-109.3126649473932,-0.2858894749935775
spm,wages_account_split,1,-4.931588712730273,-6.401066557476586,1.4694778447463073,-181.9800404718487,-83.3488723136045,-0.8690950160811414
spm,wages_account_split,2,-10.10902459731326,-14.714797365027145,4.605772767713923,-422.8007396246407,-170.86343584727027,-0.8900450512523927
spm,wages_account_split,3,-7.6556184121244755,-17.41201634199362,9.756397929869129,-322.00264729061917,-129.392173116572,-0.4484729368048132
spm,wages_account_split,4,-0.25920458658697065,-17.70771384535326,17.448509258766315,-10.497379555855735,-4.380902620357062,-0.0102267469211922
spm,wages_account_split,5,22.79976675270893,-20.05292374614605,42.85269049885501,891.6979063573077,385.3531664955689,0.4248491919868452
spm,wages_account_split,0,-0.1556695560460497,-76.28851785599667,76.13284829995068,-1.2449028450110096,-0.5262106933484417,-0.001376218381738208
spm,wages_eps3,1,-6.5627821185296185,-7.543116939071657,0.9803348205420345,-242.17253812245585,-110.91770232325324,-1.1565606061424372
spm,wages_eps3,2,-12.263259087118934,-15.684250855813183,3.4209917686942233,-512.8996336224674,-207.27445681231134,-1.0797137703688102
spm,wages_eps3,3,-10.187368271722864,-18.89991343007581,8.71254515835289,-428.4904727257565,-172.18278760203248,-0.5967850957534693
spm,wages_eps3,4,-0.5169328638581823,-19.63646687985742,19.119534015999253,-20.93497089795558,-8.73685364770789,-0.02039524702681503
spm,wages_eps3,5,32.936062917178035,-24.382201852176266,57.31826476935436,1288.1280175118793,556.6730692770728,0.6137281959662344
spm,wages_eps3,0,3.405720575948436,-86.14594995699434,89.55167053294275,27.23584072570066,11.51237680083535,0.03010874687853401
spm,wages_short_run_pretax,1,-13.127752936762105,-18.6277470592767,5.499994122514613,-484.4258412242541,-221.8723959007845,-2.3135069273382305
spm,wages_short_run_pretax,2,-38.094788684415455,-46.30916788013296,8.214379195717669,-1593.2798141470523,-643.88076414661,-3.354040522968068
spm,wages_short_run_pretax,3,-46.31848155988478,-64.7048251702536,18.38634361036881,-1948.1997244198753,-782.856284346884,-2.713377853394943
spm,wages_short_run_pretax,4,-26.70860428103733,-72.78554253196968,46.076938250932216,-1081.6566181830653,-451.4109723965735,-1.053770460611785
spm,wages_short_run_pretax,5,148.53704000765654,-85.16208227083465,233.69912227849116,5809.277306558501,2510.517731591646,2.7678283778878012
spm,wages_short_run_pretax,0,24.28741254555686,-287.58936491246754,311.87677745802443,194.22852961034752,82.09887995991001,0.21471625177736678
spm,renters_metro_local_low,1,-5.097769883505847,-5.097769883505847,0.0,-188.11227451345343,-86.15750336350207,-0.8983811621287141
spm,renters_metro_local_low,2,-4.309905431062251,-4.309905431062251,0.0,-180.2578662682928,-72.84632093227133,-0.3794639100296866
spm,renters_metro_local_low,3,-4.14263046125913,-4.14263046125913,0.0,-174.24300735256,-70.01706837324932,-0.24267897758796397
spm,renters_metro_local_low,4,-4.0114123163109845,-4.0114123163109845,0.0,-162.4559125045495,-67.79820897174953,-0.1582676413856635
spm,renters_metro_local_low,5,-4.585879881636792,-4.585879881636792,0.0,-179.35356679803618,-77.50883387204374,-0.08545295148822672
spm,renters_metro_local_low,0,-22.147597973775007,-22.147597973775007,0.0,-177.11624821205515,-74.8656524872156,-0.19579892316157546
spm,landlords_intp_metro_local_low,1,0.29919507445701554,0.0,0.29919507445701554,11.04056622120901,5.056701503392606,0.05272721696669196
spm,landlords_intp_metro_local_low,2,0.8360142249435223,0.0,0.8360142249435223,34.96553294931989,14.130370493806845,0.07360654003011809
spm,landlords_intp_metro_local_low,3,1.4797575118521902,0.0,1.4797575118521902,62.240019096296315,25.01026433617565,0.08668551139491469
spm,landlords_intp_metro_local_low,4,2.8049773549588637,0.0,2.8049773549588637,113.59718718057425,47.40785186784653,0.11066854142727327
spm,landlords_intp_metro_local_low,5,19.028635684278694,0.0,19.028635684278694,744.2091309329406,321.6149136331028,0.35457821050372473
spm,landlords_intp_metro_local_low,0,24.448579850490283,0.0,24.448579850490283,195.51739842664338,82.64367472536195,0.21614107377351202
spm,landlords_scf_metro_local_low,1,0.4912974862488472,0.0,0.4912974862488472,18.129317272645142,8.303427928538552,0.08658146929606285
spm,landlords_scf_metro_local_low,2,0.8777489591692861,0.0,0.8777489591692861,36.71105016800195,14.835773870298965,0.07728105811100666
spm,landlords_scf_metro_local_low,3,1.8567979861590946,0.0,1.8567979861590946,78.09870278803514,31.382850285105537,0.10877287778440185
spm,landlords_scf_metro_local_low,4,2.72384162405515,0.0,2.72384162405515,110.31131722721877,46.03654999081974,0.1074673843908802
spm,landlords_scf_metro_local_low,5,18.498893794857867,0.0,18.498893794857867,723.490948206348,312.6614135062032,0.3447070387446855
spm,landlords_scf_metro_local_low,0,24.448579850490244,0.0,24.448579850490244,195.5173984266431,82.64367472536182,0.21614107377351172
spm,landlords_mid_metro_local_low,1,0.3952462803529338,0.0,0.3952462803529338,14.584941746927166,6.680064715965621,0.06965434313137783
spm,landlords_mid_metro_local_low,2,0.8568815920564007,0.0,0.8568815920564007,35.83829155866077,14.483072182052844,0.07544379907056205
spm,landlords_mid_metro_local_low,3,1.668277749005655,0.0,1.668277749005655,70.16936094216625,28.196557310640806,0.09772919458965901
spm,landlords_mid_metro_local_low,4,2.7644094895070346,0.0,2.7644094895070346,111.95425220389764,46.72220092933361,0.10906796290907783
spm,landlords_mid_metro_local_low,5,18.763764739568185,0.0,18.763764739568185,733.8500395696404,317.13816356965134,0.3496426246242033
spm,landlords_mid_metro_local_low,0,24.44857985049021,0.0,24.44857985049021,195.51739842664279,82.64367472536169,0.21614107377351138
spm,owner_value_stock_metro_local_low,1,125.16635678478553,0.0,125.16635678478553,4618.75067047079,2115.438917824603,22.058095919857525
spm,owner_value_stock_metro_local_low,2,147.52914754272095,0.0,147.52914754272095,6170.272126336807,2493.5478981293295,12.989145136790086
