measure,channel,decile,bn
spm,owner_value_stock_metro_local_high,8,332.3627900223906
spm,owner_value_stock_metro_local_high,9,431.8981983922231
spm,owner_value_stock_metro_local_high,10,774.2571055511424
spm,renters_national_uniform_high,1,-6.997929424394038
spm,renters_national_uniform_high,2,-5.6799894365202235
spm,renters_national_uniform_high,3,-5.379665248493013
spm,renters_national_uniform_high,4,-5.0316892578315295
spm,renters_national_uniform_high,5,-4.690181030786953
spm,renters_national_uniform_high,6,-4.718228376573866
spm,renters_national_uniform_high,7,-4.416083286421058
spm,renters_national_uniform_high,8,-4.192819416479562
spm,renters_national_uniform_high,9,-4.409569282015751
spm,renters_national_uniform_high,10,-4.957273695342901
spm,landlords_intp_national_uniform_high,1,0.18664431627526834
spm,landlords_intp_national_uniform_high,2,0.4442588332580923
spm,landlords_intp_national_uniform_high,3,0.7406233725954537
spm,landlords_intp_national_uniform_high,4,1.0222532674320313
spm,landlords_intp_national_uniform_high,5,1.3443266654809631
spm,landlords_intp_national_uniform_high,6,1.7759909950536534
spm,landlords_intp_national_uniform_high,7,2.4625108522677297
spm,landlords_intp_national_uniform_high,8,3.4522557956289277
spm,landlords_intp_national_uniform_high,9,5.766337412676238
spm,landlords_intp_national_uniform_high,10,34.35874220743963
spm,landlords_scf_national_uniform_high,1,0.6731751129305134
spm,landlords_scf_national_uniform_high,2,0.3628082901878138
spm,landlords_scf_national_uniform_high,3,0.6299335136113163
spm,landlords_scf_national_uniform_high,4,1.220947834768277
spm,landlords_scf_national_uniform_high,5,1.9202723353574587
spm,landlords_scf_national_uniform_high,6,1.9950985966037724
spm,landlords_scf_national_uniform_high,7,2.0466115012822517
spm,landlords_scf_national_uniform_high,8,3.6970668081458133
spm,landlords_scf_national_uniform_high,9,6.810415538725301
spm,landlords_scf_national_uniform_high,10,32.19761418649561
spm,landlords_mid_national_uniform_high,1,0.42990971460289157
spm,landlords_mid_national_uniform_high,2,0.40353356172295324
spm,landlords_mid_national_uniform_high,3,0.6852784431033914
spm,landlords_mid_national_uniform_high,4,1.121600551100159
spm,landlords_mid_national_uniform_high,5,1.6322995004192073
spm,landlords_mid_national_uniform_high,6,1.8855447958287097
spm,landlords_mid_national_uniform_high,7,2.2545611767749802
spm,landlords_mid_national_uniform_high,8,3.5746613018873643
spm,landlords_mid_national_uniform_high,9,6.288376475700773
spm,landlords_mid_national_uniform_high,10,33.27817819696745
spm,owner_value_stock_national_uniform_high,1,146.7529263879672
spm,owner_value_stock_national_uniform_high,2,148.40159240749077
spm,owner_value_stock_national_uniform_high,3,173.73063124473813
spm,owner_value_stock_national_uniform_high,4,196.75743727488302
spm,owner_value_stock_national_uniform_high,5,219.68540484288002
spm,owner_value_stock_national_uniform_high,6,247.69183571773183
spm,owner_value_stock_national_uniform_high,7,284.30351284183376
spm,owner_value_stock_national_uniform_high,8,335.6308026713092
spm,owner_value_stock_national_uniform_high,9,419.92098395043973
spm,owner_value_stock_national_uniform_high,10,707.7058308308158
spm,consumer_prices_side_view,1,1.0871823998611445
spm,consumer_prices_side_view,2,1.1010781994953462
spm,consumer_prices_side_view,3,1.2591942420314521
spm,consumer_prices_side_view,4,1.438156536106977
spm,consumer_prices_side_view,5,1.7309856243548432
spm,consumer_prices_side_view,6,2.0166281702793594
spm,consumer_prices_side_view,7,2.3913602568826553
spm,consumer_prices_side_view,8,3.0627070386581003
spm,consumer_prices_side_view,9,4.53456421230997
spm,consumer_prices_side_view,10,5.141526393940053
money,fiscal_a,1,-1.1579247501684922
money,fiscal_a,2,-2.923890910516137
money,fiscal_a,3,-5.7147383298316345
money,fiscal_a,4,-7.7546828938522125
money,fiscal_a,5,-10.896032686555035
money,fiscal_a,6,-13.6942853062512
money,fiscal_a,7,-18.38734514741898
money,fiscal_a,8,-23.3529529761711
money,fiscal_a,9,-33.02151621834406
money,fiscal_a,10,-111.02088859847056
money,fiscal_b,1,-22.791739050957194
money,fiscal_b,2,-22.79298851724905
money,fiscal_b,3,-22.792047382807755
money,fiscal_b,4,-22.793346344468137
money,fiscal_b,5,-22.792203733432686
money,fiscal_b,6,-22.792850981528698
money,fiscal_b,7,-22.791213819857845
money,fiscal_b,8,-22.79276498116481
money,fiscal_b,9,-22.794272109287814
money,fiscal_b,10,-22.790830896826407
money,wages,1,-1.111089268268587
money,wages,2,-3.1990937553256873
money,wages,3,-4.798792876203028
money,wages,4,-6.109752024102937
money,wages,5,-6.449475278420825
money,wages,6,-5.707582890877018
money,wages,7,-4.51681425926738
money,wages,8,-0.5408746630578827
money,wages,9,6.313050422558405
money,wages,10,24.65132732977873
money,renters,1,-4.329005466326018
money,renters,2,-3.4631158061686382
money,renters,3,-3.3557715619557227
money,renters,4,-3.2302106204951486
money,renters,5,-3.123930298576462
money,renters,6,-3.2054810530883286
money,renters,7,-3.0767494909615998
money,renters,8,-3.0545630990689774
money,renters,9,-3.351054259636974
money,renters,10,-3.6665199099966337
money,landlords,1,0.3115792672629533
money,landlords,2,0.29246301538867786
money,landlords,3,0.49665906100884427
money,landlords,4,0.8128857432224248
money,landlords,5,1.1830174220745107
money,landlords,6,1.3665582468134148
money,landlords,7,1.634004758668746
money,landlords,8,2.5907540846899026
money,landlords,9,4.5575330540791885
money,landlords,10,24.118530068655694
money,crime,1,-6.147203487522552
money,crime,2,-4.456530705817515
money,crime,3,-3.4419479765410235
money,crime,4,-3.0498749138459873
money,crime,5,-2.8582777837885502
money,crime,6,-2.6844462952505475
money,crime,7,-2.5274428511278377
money,crime,8,-2.3400004468001074
money,crime,9,-2.3206981293690805
money,crime,10,-2.5116774099367576
money,unreimbursed_care,1,-0.1432352257814522
money,unreimbursed_care,2,-0.23999838802850687
money,unreimbursed_care,3,-0.33323679901344394
money,unreimbursed_care,4,-0.4125084591091625
money,unreimbursed_care,5,-0.4633450055261845
money,unreimbursed_care,6,-0.5199018121145753
money,unreimbursed_care,7,-0.551348806456988
money,unreimbursed_care,8,-0.5657424992280373
money,unreimbursed_care,9,-0.5806119943249447
money,unreimbursed_care,10,-0.5908710104167078
money,housing_net,1,-4.017426199063074
money,housing_net,2,-3.170652790779961
money,housing_net,3,-2.859112500946896
money,housing_net,4,-2.417324877272712
money,housing_net,5,-1.9409128765019603
money,housing_net,6,-1.8389228062749083
money,housing_net,7,-1.4427447322928404
money,housing_net,8,-0.46380901437909655
money,housing_net,9,1.2064787944422317
money,housing_net,10,20.45201015865932
money,TOTAL_a,1,-12.57687893080419
money,TOTAL_a,2,-13.990166550467682
money,TOTAL_a,3,-17.147828482536035
money,TOTAL_a,4,-19.744143168182987
money,TOTAL_a,5,-22.608043630792746
money,TOTAL_a,6,-24.445139110768153
money,TOTAL_a,7,-27.425695796564007
money,TOTAL_a,8,-27.26337959963638
money,TOTAL_a,9,-28.40329712503755
money,TOTAL_a,10,-69.02009953038713
money,TOTAL_b,1,-34.21069323159278
money,TOTAL_b,2,-33.85926415720057
money,TOTAL_b,3,-34.225137535512026
money,TOTAL_b,4,-34.78280661879903
money,TOTAL_b,5,-34.5042146776704
money,TOTAL_b,6,-33.543704786046085
money,TOTAL_b,7,-31.829564469002683
money,TOTAL_b,8,-26.70319160462984
money,TOTAL_b,9,-18.17605301598133
money,TOTAL_b,10,19.20995817125787
money,fiscal_a_cps_tax_fields,1,-0.27562977381643894
money,fiscal_a_cps_tax_fields,2,-1.5998189886911776
money,fiscal_a_cps_tax_fields,3,-4.34436284547787
money,fiscal_a_cps_tax_fields,4,-7.7234073270110395
money,fiscal_a_cps_tax_fields,5,-11.033205018645864
money,fiscal_a_cps_tax_fields,6,-15.404082484473017
money,fiscal_a_cps_tax_fields,7,-20.819549808717863
money,fiscal_a_cps_tax_fields,8,-28.648568780398616
money,fiscal_a_cps_tax_fields,9,-41.64035558084425
money,fiscal_a_cps_tax_fields,10,-96.43527720950424
money,wages_pretax,1,-1.7872024081125681
money,wages_pretax,2,-5.132610970468266
money,wages_pretax,3,-7.66320503595597
money,wages_pretax,4,-9.672993809784433
money,wages_pretax,5,-10.088308141542978
money,wages_pretax,6,-8.659084632860903
money,wages_pretax,7,-6.460372228991466
money,wages_pretax,8,0.4532159657720838
money,wages_pretax,9,12.32879670227367
money,wages_pretax,10,44.768501080999435
money,fiscal_A_only_a,1,-1.2064713004722454
money,fiscal_A_only_a,2,-3.046476438763431
money,fiscal_A_only_a,3,-5.954331474171619
money,fiscal_A_only_a,4,-8.079801692065386
money,fiscal_A_only_a,5,-11.3528540809093
money,fiscal_A_only_a,6,-14.268424783274194
money,fiscal_A_only_a,7,-19.15824340831368
money,fiscal_A_only_a,8,-24.332036725986235
money,fiscal_A_only_a,9,-34.40595911756252
money,fiscal_A_only_a,10,-115.67549258057782
money,TOTAL_a_pretax_wages,1,-13.3015386209519
money,TOTAL_a_pretax_wages,2,-16.04626929385782
money,TOTAL_a_pretax_wages,3,-20.25183378662882
money,TOTAL_a_pretax_wages,4,-23.63250375207772
money,TOTAL_a_pretax_wages,5,-26.70369788826892
money,TOTAL_a_pretax_wages,6,-27.970780329775277
money,TOTAL_a_pretax_wages,7,-30.14015202718263
money,TOTAL_a_pretax_wages,8,-27.248372720621532
money,TOTAL_a_pretax_wages,9,-23.771993744540502
money,TOTAL_a_pretax_wages,10,-53.55752976127204
money,fiscal_published_a,1,-0.9284401173051122
money,fiscal_published_a,2,-2.3444162667322916
money,fiscal_published_a,3,-4.582156417802454
money,fiscal_published_a,4,-6.217812249530427
money,fiscal_published_a,5,-8.736590062690613
money,fiscal_published_a,6,-10.98026780608611
money,fiscal_published_a,7,-14.743228247876276
money,fiscal_published_a,8,-18.72472144451707
money,fiscal_published_a,9,-26.47710948996534
money,fiscal_published_a,10,-89.01808759047874
money,uncomp_inside_published_a,1,-0.02387540145133304
money,uncomp_inside_published_a,2,-0.060288088045719605
money,uncomp_inside_published_a,3,-0.11783293499356957
money,uncomp_inside_published_a,4,-0.15989481802817043
money,uncomp_inside_published_a,5,-0.2246667191287646
money,uncomp_inside_published_a,6,-0.28236425486911626
money,uncomp_inside_published_a,7,-0.3791310678478611
money,uncomp_inside_published_a,8,-0.48151758333091516
money,uncomp_inside_published_a,9,-0.680874949887675
money,uncomp_inside_published_a,10,-2.28915418241687
money,fiscal_A_only_b,1,-23.747293637890436
money,fiscal_A_only_b,2,-23.748595488655866
money,fiscal_A_only_b,3,-23.74761489670196
money,fiscal_A_only_b,4,-23.748968317952727
money,fiscal_A_only_b,5,-23.747777802401707
money,fiscal_A_only_b,6,-23.748452186684613
money,fiscal_A_only_b,7,-23.746746386225453
money,fiscal_A_only_b,8,-23.74836258071406
money,fiscal_A_only_b,9,-23.749932895906436
money,fiscal_A_only_b,10,-23.746347408962567
money,TOTAL_b_pretax_wages,1,-35.84236095837052
money,TOTAL_b_pretax_wages,2,-36.74838834375032
money,TOTAL_b_pretax_wages,3,-38.0451172091592
money,TOTAL_b_pretax_wages,4,-39.30167037796498
money,TOTAL_b_pretax_wages,5,-39.09862160976141
money,TOTAL_b_pretax_wages,6,-37.450807733185506
money,TOTAL_b_pretax_wages,7,-34.728655005094794
money,TOTAL_b_pretax_wages,8,-26.664698575349284
money,TOTAL_b_pretax_wages,9,-13.115967522884404
money,TOTAL_b_pretax_wages,10,38.37161541034266
money,fiscal_published_b,1,-18.274732339021973
money,fiscal_published_b,2,-18.275734178416467
money,fiscal_published_b,3,-18.274979563774384
money,fiscal_published_b,4,-18.276021089241468
money,fiscal_published_b,5,-18.27510492787291
money,fiscal_published_b,6,-18.2756239003693
money,fiscal_published_b,7,-18.274311201445023
money,fiscal_published_b,8,-18.275554944085165
money,fiscal_published_b,9,-18.27676338030787
money,fiscal_published_b,10,-18.274004168450077
money,uncomp_inside_published_b,1,-0.46994584020804764
money,uncomp_inside_published_b,2,-0.4699716031164873
money,uncomp_inside_published_b,3,-0.4699521977426925
money,uncomp_inside_published_b,4,-0.4699789812025889
money,uncomp_inside_published_b,5,-0.4699554215566172
money,uncomp_inside_published_b,6,-0.4699687672495319
money,uncomp_inside_published_b,7,-0.4699350103995
money,uncomp_inside_published_b,8,-0.4699669939968062
money,uncomp_inside_published_b,9,-0.46999806966815294
money,uncomp_inside_published_b,10,-0.4699271148595757
money,crime_equal_footing,1,-5.49799959226674
money,crime_equal_footing,2,-3.985878140074971
money,crime_equal_footing,3,-3.0784451189938427
money,crime_equal_footing,4,-2.7277787479827826
money,crime_equal_footing,5,-2.556416120232895
money,crime_equal_footing,6,-2.400942911147651
money,crime_equal_footing,7,-2.26052054290766
money,crime_equal_footing,8,-2.092873861834012
money,crime_equal_footing,9,-2.0756100550345704
money,crime_equal_footing,10,-2.2464200841516604
money,TOTAL_a_published_band,1,-11.722065804136271
money,TOTAL_a_published_band,2,-13.000327428987209
money,TOTAL_a_published_band,3,-15.769576647953182
money,TOTAL_a_published_band,4,-18.045071176026227
money,TOTAL_a_published_band,5,-20.37140606250118
money,TOTAL_a_published_band,6,-21.729982481369493
money,TOTAL_a_published_band,7,-23.89378765664909
money,TOTAL_a_published_band,8,-22.86953906634704
money,TOTAL_a_published_band,9,-22.294677272211935
money,TOTAL_a_published_band,10,-49.04119537902655
money,TOTAL_b_published_band,1,-29.514428464609924
money,TOTAL_b_published_band,2,-29.34132885574225
money,TOTAL_b_published_band,3,-29.814519056674225
money,TOTAL_b_published_band,4,-30.41336417891166
money,TOTAL_b_published_band,5,-30.155209630111365
money,TOTAL_b_published_band,6,-29.212943088032954
money,TOTAL_b_published_band,7,-27.515674552769344
money,TOTAL_b_published_band,8,-22.408821976580956
money,TOTAL_b_published_band,9,-13.883454282335089
money,TOTAL_b_published_band,10,23.522115110559945
money,crime_tangible,1,-0.9503396597164951
money,crime_tangible,2,-0.6909258156300236
money,crime_tangible,3,-0.5353239650079467
money,crime_tangible,4,-0.47512178147995965
money,crime_tangible,5,-0.445718946745399
money,crime_tangible,6,-0.41892810866788854
money,crime_tangible,7,-0.3947139651449809
money,crime_tangible,8,-0.3657570671742968
money,crime_tangible,9,-0.3629570748353202
money,crime_tangible,10,-0.39308555191917266
money,crime_intangible,1,-5.196863827806088
money,crime_intangible,2,-3.7656048901874675
money,crime_intangible,3,-2.9066240115330624
money,crime_intangible,4,-2.5747531323660025
money,crime_intangible,5,-2.412558837043166
money,crime_intangible,6,-2.26551818658268
money,crime_intangible,7,-2.1327288859828677
money,crime_intangible,8,-1.9742433796258017
money,crime_intangible,9,-1.9577410545337581
money,crime_intangible,10,-2.1185918580176
money,crime_all_violent_key,1,-5.13837956459164
money,crime_all_violent_key,2,-4.03557596168884
money,crime_all_violent_key,3,-3.385490276862028
money,crime_all_violent_key,4,-3.122904011768228
money,crime_all_violent_key,5,-2.99721323125316
money,crime_all_violent_key,6,-2.8650597862940494
money,crime_all_violent_key,7,-2.743032116708549
money,crime_all_violent_key,8,-2.5897018310320217
money,crime_all_violent_key,9,-2.602733677360008
money,crime_all_violent_key,10,-2.8580095424414944
money,crime_dollar_brackets,1,-6.302167696812708
money,crime_dollar_brackets,2,-4.031617002300655
money,crime_dollar_brackets,3,-3.251454569185003
money,crime_dollar_brackets,4,-3.004047423603251
money,crime_dollar_brackets,5,-2.728056611350116
money,crime_dollar_brackets,6,-2.568932226158335
money,crime_dollar_brackets,7,-2.479906812999345
money,crime_dollar_brackets,8,-2.5426312749381332
money,crime_dollar_brackets,9,-2.6602547243800525
money,crime_dollar_brackets,10,-2.769031658272345
money,crime_race_mix,1,-6.72126153167989
money,crime_race_mix,2,-4.600173814528557
money,crime_race_mix,3,-3.519306542093937
money,crime_race_mix,4,-3.0498140650930368
money,crime_race_mix,5,-2.793361918123591
money,crime_race_mix,6,-2.5773313278572063
money,crime_race_mix,7,-2.3802194325977655
money,crime_race_mix,8,-2.1891781384618336
money,crime_race_mix,9,-2.1580194059336146
money,crime_race_mix,10,-2.3494338236306245
money,wages_account_split,1,-1.2025011441054156
money,wages_account_split,2,-3.1363090968435583
money,wages_account_split,3,-4.748093422048046
money,wages_account_split,4,-5.0283169343494025
money,wages_account_split,5,-4.662564869742857
money,wages_account_split,6,-3.5396219442009262
money,wages_account_split,7,-2.215444361555725
money,wages_account_split,8,1.412023887356488
money,wages_account_split,9,6.462483733817213
money,wages_account_split,10,16.502674595626093
money,wages_eps3,1,-1.5059163706853158
money,wages_eps3,2,-4.170979219746214
money,wages_eps3,3,-5.451369333679688
money,wages_eps3,4,-6.312472992536735
money,wages_eps3,5,-6.372449969059954
money,wages_eps3,6,-4.452047322854542
money,wages_eps3,7,-2.5454255030787514
money,wages_eps3,8,1.5518037379905048
money,wages_eps3,9,8.163560162610857
money,wages_eps3,10,24.501017386988284
money,wages_short_run_pretax,1,-2.494131101269243
money,wages_short_run_pretax,2,-9.048872840869436
money,wages_short_run_pretax,3,-14.374331000847393
money,wages_short_run_pretax,4,-19.90765726895133
money,wages_short_run_pretax,5,-20.36332166922069
money,wages_short_run_pretax,6,-20.748509589719237
money,wages_short_run_pretax,7,-18.856627972903734
money,wages_short_run_pretax,8,-4.079934524062777
money,wages_short_run_pretax,9,22.6242308765535
money,wages_short_run_pretax,10,111.53656763684764
money,renters_metro_local_low,1,-2.831527076773296
money,renters_metro_local_low,2,-2.2659995680215563
money,renters_metro_local_low,3,-2.196366471704535
money,renters_metro_local_low,4,-2.113358429316798
money,renters_metro_local_low,5,-2.0441649543794544
money,renters_metro_local_low,6,-2.0982865625758853
money,renters_metro_local_low,7,-2.012817236338565
money,renters_metro_local_low,8,-1.9983229954032593
money,renters_metro_local_low,9,-2.191216699654775
money,renters_metro_local_low,10,-2.394166000863943
money,landlords_intp_metro_local_low,1,0.08850793261098515
money,landlords_intp_metro_local_low,2,0.2106703898652389
money,landlords_intp_metro_local_low,3,0.3512083564072895
money,landlords_intp_metro_local_low,4,0.4847590599640615
money,landlords_intp_metro_local_low,5,0.6374883322997013
money,landlords_intp_metro_local_low,6,0.8421863276891746
money,landlords_intp_metro_local_low,7,1.167738449880737
money,landlords_intp_metro_local_low,8,1.6370818539406868
money,landlords_intp_metro_local_low,9,2.734434207900805
money,landlords_intp_metro_local_low,10,16.293136059976643
money,landlords_scf_metro_local_low,1,0.319223958809299
money,landlords_scf_metro_local_low,2,0.172046019613536
money,landlords_scf_metro_local_low,3,0.29871851489912776
money,landlords_scf_metro_local_low,4,0.5789812989634452
money,landlords_scf_metro_local_low,5,0.9106054652202529
money,landlords_scf_metro_local_low,6,0.9460885585181696
money,landlords_scf_metro_local_low,7,0.9705163085127323
money,landlords_scf_metro_local_low,8,1.7531728072077313
money,landlords_scf_metro_local_low,9,3.2295427558871657
money,landlords_scf_metro_local_low,10,15.26831528290391
money,landlords_mid_metro_local_low,1,0.203865945710142
money,landlords_mid_metro_local_low,2,0.19135820473938808
money,landlords_mid_metro_local_low,3,0.3249634356532104
money,landlords_mid_metro_local_low,4,0.5318701794637525
money,landlords_mid_metro_local_low,5,0.7740468987599789
money,landlords_mid_metro_local_low,6,0.894137443103673
money,landlords_mid_metro_local_low,7,1.0691273791967362
money,landlords_mid_metro_local_low,8,1.6951273305742125
money,landlords_mid_metro_local_low,9,2.9819884818940023
money,landlords_mid_metro_local_low,10,15.780725671440372
money,owner_value_stock_metro_local_low,1,65.30199490384422
money,owner_value_stock_metro_local_low,2,59.86213757378387
money,owner_value_stock_metro_local_low,3,69.35143089836934
money,owner_value_stock_metro_local_low,4,78.17265329135384
money,owner_value_stock_metro_local_low,5,88.60636737145857
money,owner_value_stock_metro_local_low,6,102.40238582388577
money,owner_value_stock_metro_local_low,7,119.72960308885976
money,owner_value_stock_metro_local_low,8,147.15353970144685
money,owner_value_stock_metro_local_low,9,191.2071227715325
money,owner_value_stock_metro_local_low,10,342.0459557666296
money,renters_national_uniform_low,1,-2.993777032357248
money,renters_national_uniform_low,2,-2.429950473608671
money,renters_national_uniform_low,3,-2.301469089780596
money,renters_national_uniform_low,4,-2.15260183698685
money,renters_national_uniform_low,5,-2.006501551533388
money,renters_national_uniform_low,6,-2.018500457858832
money,renters_national_uniform_low,7,-1.8892400757541346
money,renters_national_uniform_low,8,-1.7937257878197412
money,renters_national_uniform_low,9,-1.8864533261894076
money,renters_national_uniform_low,10,-2.120766191281168
money,landlords_intp_national_uniform_low,1,0.07981512785262306
money,landlords_intp_national_uniform_low,2,0.18997940191147367
money,landlords_intp_national_uniform_low,3,0.3167144349960583
money,landlords_intp_national_uniform_low,4,0.4371484589839647
money,landlords_intp_national_uniform_low,5,0.5748774290174878
money,landlords_intp_national_uniform_low,6,0.7594710150522674
money,landlords_intp_national_uniform_low,7,1.053049042341848
money,landlords_intp_national_uniform_low,8,1.4762958937453161
money,landlords_intp_national_uniform_low,9,2.4658718091117255
money,landlords_intp_national_uniform_low,10,14.692906041122717
money,landlords_scf_national_uniform_low,1,0.2878713843421331
money,landlords_scf_national_uniform_low,2,0.15514852337975563
money,landlords_scf_national_uniform_low,3,0.26937988217861086
money,landlords_scf_national_uniform_low,4,0.5221166627420403
money,landlords_scf_national_uniform_low,5,0.8211703684154441
money,landlords_scf_national_uniform_low,6,0.8531684904439698
money,landlords_scf_national_uniform_low,7,0.8751970694814848
money,landlords_scf_national_uniform_low,8,1.580984976454641
money,landlords_scf_national_uniform_low,9,2.9123532813673783
money,landlords_scf_national_uniform_low,10,13.768738015329946
money,landlords_mid_national_uniform_low,1,0.18384325609737853
money,landlords_mid_national_uniform_low,2,0.17256396264561552
money,landlords_mid_national_uniform_low,3,0.2930471585873336
money,landlords_mid_national_uniform_low,4,0.4796325608630035
money,landlords_mid_national_uniform_low,5,0.698023898716461
money,landlords_mid_national_uniform_low,6,0.8063197527481243
money,landlords_mid_national_uniform_low,7,0.9641230559116669
money,landlords_mid_national_uniform_low,8,1.5286404350999918
money,landlords_mid_national_uniform_low,9,2.689112545239546
money,landlords_mid_national_uniform_low,10,14.230822028226338
money,owner_value_stock_national_uniform_low,1,62.782219397640795
money,owner_value_stock_national_uniform_low,2,63.48753352185457
money,owner_value_stock_national_uniform_low,3,74.32352373037374
money,owner_value_stock_national_uniform_low,4,84.17459807549147
money,owner_value_stock_national_uniform_low,5,93.98338843916983
money,owner_value_stock_national_uniform_low,6,105.96479099792722
money,owner_value_stock_national_uniform_low,7,121.62759515655941
money,owner_value_stock_national_uniform_low,8,143.58587054141535
money,owner_value_stock_national_uniform_low,9,179.64596681604354
money,owner_value_stock_national_uniform_low,10,302.7629079283086
money,renters_metro_local_central,1,-4.329005466326018
money,renters_metro_local_central,2,-3.4631158061686382
money,renters_metro_local_central,3,-3.3557715619557227
money,renters_metro_local_central,4,-3.2302106204951486
money,renters_metro_local_central,5,-3.123930298576462
money,renters_metro_local_central,6,-3.2054810530883286
money,renters_metro_local_central,7,-3.0767494909615998
money,renters_metro_local_central,8,-3.0545630990689774
money,renters_metro_local_central,9,-3.351054259636974
money,renters_metro_local_central,10,-3.6665199099966337
money,landlords_intp_metro_local_central,1,0.13527142404204626
money,landlords_intp_metro_local_central,2,0.3219788644913747
money,landlords_intp_metro_local_central,3,0.5367705820843466
money,landlords_intp_metro_local_central,4,0.7408832906179991
money,landlords_intp_metro_local_central,5,0.9743076352194392
money,landlords_intp_metro_local_central,6,1.2871585686672806
money,landlords_intp_metro_local_central,7,1.7847173509102499
money,landlords_intp_metro_local_central,8,2.502040067179998
money,landlords_intp_metro_local_central,9,4.179182569745345
money,landlords_intp_metro_local_central,10,24.9016743689065
money,landlords_scf_metro_local_central,1,0.48788711048385713
money,landlords_scf_metro_local_central,2,0.26294716628597875
money,landlords_scf_metro_local_central,3,0.4565475399333332
money,landlords_scf_metro_local_central,4,0.8848881958268493
money,landlords_scf_metro_local_central,5,1.391727208929588
money,landlords_scf_metro_local_central,6,1.4459579249595407
money,landlords_scf_metro_local_central,7,1.4832921664272807
money,landlords_scf_metro_local_central,8,2.679468102199786
money,landlords_scf_metro_local_central,9,4.93588353841301
money,landlords_scf_metro_local_central,10,23.3353857684053
money,landlords_mid_metro_local_central,1,0.3115792672629533
money,landlords_mid_metro_local_central,2,0.29246301538867786
money,landlords_mid_metro_local_central,3,0.49665906100884427
money,landlords_mid_metro_local_central,4,0.8128857432224248
money,landlords_mid_metro_local_central,5,1.1830174220745107
money,landlords_mid_metro_local_central,6,1.3665582468134148
money,landlords_mid_metro_local_central,7,1.634004758668746
money,landlords_mid_metro_local_central,8,2.5907540846899026
money,landlords_mid_metro_local_central,9,4.5575330540791885
money,landlords_mid_metro_local_central,10,24.118530068655694
money,owner_value_stock_metro_local_central,1,99.62236422482002
money,owner_value_stock_metro_local_central,2,91.4540240618941
money,owner_value_stock_metro_local_central,3,105.97871578630114
money,owner_value_stock_metro_local_central,4,119.42175246761852
money,owner_value_stock_metro_local_central,5,135.42544507727226
money,owner_value_stock_metro_local_central,6,156.44581954796536
money,owner_value_stock_metro_local_central,7,182.89974999680788
money,owner_value_stock_metro_local_central,8,224.87623733165847
money,owner_value_stock_metro_local_central,9,292.2165581057126
money,owner_value_stock_metro_local_central,10,523.2289633856592
money,renters_national_uniform_central,1,-4.641166080116768
money,renters_national_uniform_central,2,-3.7670820480562606
money,renters_national_uniform_central,3,-3.5679010689438058
money,renters_national_uniform_central,4,-3.3371164658691974
money,renters_national_uniform_central,5,-3.110621412358798
money,renters_national_uniform_central,6,-3.1292229703352996
money,renters_national_uniform_central,7,-2.92883433269019
money,renters_national_uniform_central,8,-2.7807612903305596
money,renters_national_uniform_central,9,-2.9245141153146985
money,renters_national_uniform_central,10,-3.287762583669275
money,landlords_intp_national_uniform_central,1,0.12375585236290912
money,landlords_intp_national_uniform_central,2,0.2945690052437556
money,landlords_intp_national_uniform_central,3,0.4910756383294628
money,landlords_intp_national_uniform_central,4,0.6778123597144035
money,landlords_intp_national_uniform_central,5,0.8913654359311887
money,landlords_intp_national_uniform_central,6,1.1775835651891153
money,landlords_intp_national_uniform_central,7,1.6327854796598904
money,landlords_intp_national_uniform_central,8,2.28904296197667
money,landlords_intp_national_uniform_central,9,3.8234113728136077
money,landlords_intp_national_uniform_central,10,22.781810412742782
money,landlords_scf_national_uniform_central,1,0.4463535860762348
money,landlords_scf_national_uniform_central,2,0.2405626385659844
money,landlords_scf_national_uniform_central,3,0.4176819335551362
money,landlords_scf_national_uniform_central,4,0.8095582174575879
money,landlords_scf_national_uniform_central,5,1.2732503425423927
money,landlords_scf_national_uniform_central,6,1.3228644316529838
money,landlords_scf_national_uniform_central,7,1.3570204325074278
money,landlords_scf_national_uniform_central,8,2.4513666594053865
money,landlords_scf_national_uniform_central,9,4.515694861543587
money,landlords_scf_national_uniform_central,10,21.34885898065698
money,landlords_mid_national_uniform_central,1,0.28505471921957404
money,landlords_mid_national_uniform_central,2,0.26756582190486977
money,landlords_mid_national_uniform_central,3,0.45437878594230147
money,landlords_mid_national_uniform_central,4,0.7436852885859954
money,landlords_mid_national_uniform_central,5,1.0823078892367948
money,landlords_mid_national_uniform_central,6,1.2502239984210552
money,landlords_mid_national_uniform_central,7,1.4949029560836469
money,landlords_mid_national_uniform_central,8,2.370204810691028
money,landlords_mid_national_uniform_central,9,4.169553117178603
money,landlords_mid_national_uniform_central,10,22.06533469669994
money,owner_value_stock_national_uniform_central,1,97.32946173127229
money,owner_value_stock_national_uniform_central,2,98.42288985025002
money,owner_value_stock_national_uniform_central,3,115.22161255294131
money,owner_value_stock_national_uniform_central,4,130.4934486346255
money,owner_value_stock_national_uniform_central,5,145.69973308094396
money,owner_value_stock_national_uniform_central,6,164.27415547342954
money,owner_value_stock_national_uniform_central,7,188.55574845609726
money,owner_value_stock_national_uniform_central,8,222.59702868257057
money,owner_value_stock_national_uniform_central,9,278.49995460747436
money,owner_value_stock_national_uniform_central,10,469.3645930899405
money,renters_metro_local_high,1,-6.402859176559163
money,renters_metro_local_high,2,-5.119961556584589
money,renters_metro_local_high,3,-4.959593128861816
